"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,568710,74500,36300,679510,18.76,626659,92.2,216617,19.798,5.167,2.559,3.067,3.148,0.499,1.869,2.09,7.403,10.989,0,0,0,0,1547,19107,0.003,0.085,133600,93600,0,40000,22140,157676,0.047,0.332,-70.8516242317823,-80
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,96255,11700,6300,114255,3.154,111067,97.2,43705,3.509,12.574,3.288,3.858,3.946,29.106,28.139,27.945,8.355,25.249,0,0,0,0,845,1749,0.002,0.006,21510,15210,0,6300,6077,17555,0.013,0.037,-96.7515364354697,-94.468085106383
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,98015,9000,6300,113315,3.128,99545,87.8,37949,3.145,45.709,3.725,4.211,4.285,46.28,39.851,38.943,9.771,46.481,0,0,0,0,304,3220,0.001,0.027,18840,14040,0,4800,3809,17604,0.008,0.037,-96.7515364354697,-96.5957446808511
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,49500,10300,3200,63000,1.739,52801,83.8,20560,1.668,-29.555,1.755,2.085,2.135,-31.082,-30.767,-30.769,4.507,-32.434,0,0,0,0,11,80,0,0.006,12520,7020,0,5500,1535,8228,0.003,0.017,-98.5074626865672,-98.7234042553192
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,111120,19200,7000,137320,3.791,122304,89.1,49926,3.864,-17.333,2.294,2.668,2.733,-9.896,-11.379,-11.374,5.621,-15.737,0,0,0,0,174,2878,0,0.012,27850,17550,0,10300,5806,15557,0.012,0.033,-97.1027216856892,-94.8936170212766
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,47535,5100,2900,55535,1.533,48935,88.1,19854,1.546,24.853,3.406,3.96,4.047,33.757,31.513,31.227,8.395,25.854,0,0,0,0,44,912,0,0.001,10890,8190,0,2700,854,5721,0.002,0.012,-98.9464442493415,-99.1489361702128
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,211485,21100,13500,246085,6.794,223034,90.6,86452,7.046,34.612,3.61,4.131,4.213,41.759,37.19,36.601,9.313,39.612,0,0,0,0,844,4782,0.002,0.035,45230,33930,0,11300,6361,32653,0.013,0.069,-93.9420544337138,-94.468085106383
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,143775,18000,9200,170975,4.72,146212,85.5,63205,4.619,9.518,3.09,3.675,3.768,21.361,22.046,22.169,7.149,7.173,0,0,0,0,1593,2868,0.003,0.009,33100,23400,0,9700,10379,16440,0.022,0.035,-96.9271290605795,-90.6382978723404
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,489680,68600,31400,589680,16.28,504270,85.5,181835,15.932,-0.715,2.337,2.784,2.854,-8.222,-7.542,-7.464,6.481,-2.837,0,0,0,0,1739,13859,0.004,0.024,116360,79560,0,36800,15731,88105,0.033,0.186,-83.6698858647937,-85.9574468085106
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,247060,44500,15700,307260,8.483,273978,89.2,99045,8.656,-20.409,1.958,2.32,2.377,-23.091,-22.951,-22.913,5.417,-18.785,0,0,0,0,439,3971,0.001,0.018,63680,39780,0,23900,3486,49418,0.007,0.104,-90.8691834942932,-97.0212765957447
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,88415,9300,5400,103115,2.847,94462,91.6,38029,2.984,26.975,3.574,4.173,4.272,40.361,38.607,38.514,8.878,33.096,0,0,0,0,140,1620,0,0.004,19040,14040,0,5000,5676,14418,0.012,0.03,-97.3661106233538,-94.8936170212766
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,153385,23800,9800,186985,5.162,170544,91.2,58052,5.388,-9.339,2.149,2.457,2.504,-15.622,-18.396,-18.814,6.312,-5.371,0,0,0,0,190,7401,0,0.025,37370,24570,0,12800,669,32888,0.001,0.069,-93.9420544337138,-99.5744680851064
