"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-14,"EX",1063987,2.242,911213,2.271,129365,38100,10900,0,178365,16.764,2.68,0,0,0,0,14040,11900,0,25940,2.438,147255,43072,104183,13.84,82.558,2.654,1359,0.128,0.931,632,727,18990,1.785,-0.929,2.074,95164,52091,43073,8.944,4.896,10.444,5.717,632,727,0.059,0.068,11579,7411,1.088,0.697,1.271,0.813,0.669,-1.304,1.415,-0.336,18.376,19.536,9.086,40.206,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"GA",2021-03-14,"GA",2701819,5.694,2362643,5.887,268045,96900,19900,0,384845,14.244,5.783,0,0,0,0,45630,30200,0,75830,2.807,329252,156000,173252,12.186,85.554,5.935,9081,0.336,2.836,6567,2514,63419,2.347,6.68,6.927,242626,86626,156000,8.98,3.206,10.269,3.666,6567,2514,0.243,0.093,49819,13601,1.844,0.503,2.109,0.576,2.782,7.999,2.989,2.125,4.233,1.563,9.526,-8.19,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"RI",2021-03-14,"RI",319914,0.674,270788,0.675,36335,11400,2700,0,50435,15.765,0.758,0,0,0,0,4680,3600,0,8280,2.588,44277,18276,26001,13.84,87.79,0.798,1126,0.352,2.609,944,182,9985,3.121,6.826,1.091,31276,13001,18275,9.776,4.064,11.55,4.801,944,182,0.295,0.057,7752,2233,2.423,0.698,2.863,0.825,3.112,9.538,1.42,-1.63,18.398,12.463,19.234,16.38,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"MD",2021-03-14,"MD",6779888,14.288,5695623,14.193,598965,243100,51300,0,893365,13.177,13.424,0,0,0,0,69030,75900,0,144930,2.138,767406,379787,387619,11.319,85.901,13.833,11900,0.176,1.575,10255,1645,138877,2.048,-2.112,15.169,573597,193809,379788,8.46,2.859,10.071,3.403,10255,1645,0.151,0.024,123884,14994,1.827,0.221,2.175,0.263,1.82,-3.272,0.856,8.668,-3.184,-6.047,3.183,-18.127,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"MC",2021-03-14,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,0,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,172778,59535,113243,11.433,80.121,3.115,4356,0.288,2.586,3375,981,28919,1.914,3.678,3.159,116157,56621,59536,7.686,3.747,9.387,4.576,3375,981,0.223,0.065,23587,5332,1.561,0.353,1.906,0.431,2.992,0.447,1.763,20.88,-2.198,1.727,-6.257,7.302,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"NC",2021-03-14,"NC",661197,1.393,552935,1.378,69765,23600,5900,0,99265,15.013,1.492,0,0,0,0,7020,7400,0,14420,2.181,81804,28543,53261,12.372,82.41,1.475,3178,0.481,4.042,2279,899,9865,1.492,15.624,1.078,55173,26630,28543,8.344,4.028,9.978,4.816,2277,899,0.344,0.136,7285,2579,1.102,0.39,1.318,0.466,4.305,9.352,3.494,37.841,5.887,7.107,1.769,15.349,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"PV",2021-03-14,"PV",2220504,4.68,1898123,4.73,208080,79600,16000,0,303680,13.676,4.563,0,0,0,0,30420,24800,0,55220,2.487,223196,98610,124586,10.052,73.497,4.023,11260,0.507,5.313,9051,2209,54262,2.444,9.64,5.927,160903,62293,98610,7.246,2.805,8.477,3.282,9051,2209,0.408,0.099,45685,8577,2.057,0.386,2.407,0.452,5.96,7.517,3.677,22.529,-14.038,-2.5,-11.623,-19.674,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"CE",2021-03-14,"CE",84202,0.177,66158,0.165,5490,3100,600,0,9190,10.914,0.138,0,0,0,0,0,900,0,900,1.069,9185,4119,5066,10.908,99.946,0.166,94,0.112,1.034,94,0,1728,2.052,-4.53,0.189,6652,2533,4119,7.9,3.008,10.055,3.829,94,0,0.112,0,932,795,1.107,0.944,1.409,1.202,1.433,-0.321,0,-9.247,-6.215,-22.034,-3.647,-13.86,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"ML",2021-03-14,"ML",87076,0.184,66178,0.165,4320,3100,600,0,8020,9.21,0.121,0,0,0,0,0,900,0,900,1.034,7309,2870,4439,8.394,91.135,0.132,66,0.076,0.911,3,63,1532,1.759,-7.32,0.167,5089,2219,2870,5.844,2.548,7.69,3.353,1,63,0.001,0.072,839,692,0.964,0.795,1.268,1.046,0.02,-6.674,2.922,-8.344,-28.261,-34.239,-28.723,-27.033,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"FFAA",2021-03-14,"FFAA",NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
"ES",2021-03-14,"ES",47450795,100,40129822,100,4567095,1700500,387600,0,6655195,14.025,100,0,0,0,0,540540,530700,0,1071240,2.258,5547519,2233791,3313728,11.691,83.356,100,97376,0.205,1.787,60566,36810,915533,1.929,1.911,100,3890655,1656864,2233791,8.199,3.492,9.695,4.129,60566,36810,0.128,0.078,628489,287044,1.325,0.605,1.566,0.715,1.581,-0.941,2.272,8.77,0,0,0,0,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
