"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,1098720,381600,168000,1648320,17.011,1441414,87.4,507430,17.939,-4.639,5.995,7.185,7.375,4.54,5.965,6.194,17.029,0.564
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,209745,59900,35300,304945,3.147,250339,82.1,89278,3.116,12.313,6.716,7.881,8.06,17.11,16.233,16.057,18.831,11.205
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,203315,46000,32700,282015,2.91,225915,80.1,87093,2.812,35.555,8.549,9.664,9.834,49.074,42.522,41.597,22.175,30.952
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,112680,52700,18000,183380,1.892,160884,87.7,45509,2.002,-23.351,3.885,4.614,4.726,-32.261,-31.951,-31.953,13.733,-18.903
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,232800,98100,35800,366700,3.784,304229,83,104712,3.786,-17.481,4.812,5.596,5.732,-16.083,-17.465,-17.46,13.981,-17.434
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,97845,26200,15300,139345,1.438,114080,81.9,44056,1.42,17.103,7.558,8.787,8.98,31.798,29.587,29.305,19.571,15.574
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,463035,108100,78300,649435,6.702,534134,82.2,198064,6.647,32.794,8.27,9.464,9.651,44.217,39.569,38.969,22.303,31.707
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,300555,92200,49600,442355,4.565,356085,80.5,122854,4.432,5.918,6.007,7.143,7.323,4.749,5.34,5.446,17.411,2.816
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,1027880,350800,168400,1547080,15.966,1274944,82.4,421043,15.867,-2.63,5.412,6.446,6.608,-5.633,-4.933,-4.853,16.386,-3.232
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,586360,228100,96800,911260,9.404,768217,84.3,251514,9.561,-11.765,4.973,5.891,6.037,-13.276,-13.118,-13.074,15.19,-10.296
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,178505,47900,28100,254505,2.626,219487,86.2,74629,2.732,17.149,7.014,8.19,8.383,22.313,20.785,20.704,20.629,21.821
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,427165,121900,73600,622665,6.426,478450,76.8,154528,5.954,12.853,5.719,6.54,6.665,-0.264,-3.543,-4.036,17.708,4.575
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,50375,14400,7800,72575,0.749,63416,87.4,20966,0.789,11.123,6.554,7.743,7.927,14.284,14.186,14.135,19.823,17.062
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,838815,305800,136100,1280715,13.217,1058277,82.6,359895,13.171,-7.497,5.308,6.319,6.473,-7.433,-6.812,-6.793,15.609,-7.822
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,197285,68100,29400,294785,3.042,237224,80.5,85655,2.952,-4.485,5.668,6.922,7.121,-1.163,2.08,2.542,15.697,-7.302
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,95505,29800,15400,140705,1.452,117849,83.8,37309,1.467,4.24,5.643,6.747,6.922,-1.602,-0.49,-0.337,17.824,5.255
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,314550,100200,52900,467650,4.826,370971,79.3,105534,4.617,3.122,4.753,5.56,5.685,-17.121,-18.004,-18.139,16.707,-1.341
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,7830,3900,1300,13030,0.134,11226,86.2,3601,0.14,-24.029,4.277,5.443,5.628,-25.423,-19.728,-18.962,13.332,-21.268
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,7830,3900,1200,12930,0.133,10413,80.5,2423,0.13,-27.48,2.783,3.661,3.795,-51.476,-46.004,-45.362,11.959,-29.38
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,36100,0,55600,0.574,37606,67.6,4991,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,6470295,2175700,1044000,9689995,100,8035160,82.922,2721084,100,0,5.735,6.781,6.945,0,0,0,16.934,0
