"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-14,"AN",8464411,17.838,7062213,17.598,1468440,564800,219200,0,2252440,26.611,16.572,0,0,0,0,184860,0,51200,236060,2.789,1970183,868235,1101948,23.276,87.469,17.228,59998,0.709,3.141,52758,7240,347994,4.111,-1.285,16.745,1419209,550974,868235,16.767,6.509,20.096,7.802,52758,7240,0.623,0.086,325686,22308,3.848,0.264,4.612,0.316,3.861,-2.475,1.332,20.103,-3.42,-7.097,-3.571,-3.039,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"AR",2021-04-14,"AR",1329391,2.802,1132764,2.823,291645,88700,45800,0,426145,32.056,3.135,0,0,0,0,40950,0,10500,51450,3.87,331419,125675,205744,24.93,77.771,2.898,10384,0.781,3.235,9676,708,54861,4.127,8.1,2.64,228547,102872,125675,17.192,7.738,20.176,9.082,9676,708,0.728,0.053,49879,4982,3.752,0.375,4.403,0.44,4.421,9.646,0.693,-5.267,3.426,11.884,-1.127,15.269,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"AS",2021-04-14,"AS",1018784,2.147,901209,2.246,280535,68000,42200,0,390735,38.353,2.875,0,0,0,0,38610,0,9500,48110,4.722,317019,114993,202026,31.117,81.134,2.772,7480,0.734,2.416,4760,2720,52521,5.155,-2.901,2.527,216006,101013,114993,21.202,9.915,23.968,11.209,4760,2720,0.467,0.267,46286,6235,4.543,0.612,5.136,0.692,2.253,-5.971,2.767,28.16,29.11,33.908,21.935,47.698,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"IB",2021-04-14,"IB",1171543,2.469,986279,2.458,158310,81400,24300,0,264010,22.535,1.942,0,0,0,0,22230,3400,6300,31930,2.725,233042,117878,115164,19.892,88.27,2.038,6824,0.582,3.017,6180,644,51600,4.404,3.785,2.483,175460,57582,117878,14.977,4.915,17.79,5.838,6180,644,0.528,0.055,44961,6639,3.838,0.567,4.559,0.673,3.651,6.51,1.131,-11.539,-17.456,-21.345,-13.866,-26.784,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"CN",2021-04-14,"CN",2175952,4.586,1871033,4.662,319380,145200,47800,0,512380,23.547,3.77,0,0,0,0,43290,0,12000,55290,2.541,418843,186697,232146,19.249,81.745,3.662,17180,0.79,4.277,16656,524,79532,3.655,10.501,3.827,302770,116073,186697,13.914,5.334,16.182,6.204,16656,524,0.765,0.024,73687,5845,3.386,0.269,3.938,0.312,5.821,10.553,0.453,9.848,-20.148,-17.793,-19.979,-20.542,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"CB",2021-04-14,"CB",582905,1.228,501384,1.249,132945,40500,19900,0,193345,33.169,1.423,0,0,0,0,17550,1700,4600,23850,4.092,147960,55642,92318,25.383,76.526,1.294,5083,0.872,3.558,4658,425,20670,3.546,-0.481,0.995,101801,46159,55642,17.464,7.919,20.304,9.206,4658,425,0.799,0.073,19472,1198,3.341,0.206,3.884,0.239,4.795,-2.136,0.929,37.228,5.375,15.879,0.437,17.965,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"CL",2021-04-14,"CL",2394918,5.047,2092873,5.215,647895,166900,100800,0,915595,38.231,6.736,0,0,0,0,92430,7000,22500,121930,5.091,730342,254278,476064,30.495,79.767,6.386,19723,0.824,2.775,16518,3205,119769,5.001,-0.603,5.763,492310,238032,254278,20.556,9.939,23.523,11.373,16518,3205,0.69,0.134,102018,17751,4.26,0.741,4.875,0.848,3.472,2.714,1.365,-16.166,26.531,33.465,18.219,48.056,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"CM",2021-04-14,"CM",2045221,4.31,1719964,4.286,412875,142400,63800,0,619075,30.269,4.555,0,0,0,0,56160,6000,14200,76360,3.734,499581,189101,310480,24.427,80.698,4.368,11614,0.568,2.38,9030,2584,76262,3.729,-6.703,3.67,344341,155240,189101,16.836,7.59,20.02,9.026,9030,2584,0.442,0.126,59637,16625,2.916,0.813,3.467,0.967,2.693,-3.534,1.693,-16.537,1.346,5.684,-3.175,13.064,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"CT",2021-04-14,"CT",7780479,16.397,6531658,16.276,1413980,519100,221100,0,2154180,27.687,15.849,0,0,0,0,193050,0,52700,245750,3.159,1843205,918925,924280,23.69,85.564,16.117,55436,0.713,3.101,51641,3795,338511,4.351,2.208,16.288,1381065,462140,918925,17.75,5.94,21.144,7.075,51641,3795,0.664,0.049,318859,19652,4.098,0.253,4.882,0.301,3.884,1.975,0.828,6.158,-1.708,-3.342,2.082,-11.515,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
"VC",2021-04-14,"VC",5057353,10.658,4269305,10.639,836740,352300,131600,0,1320640,26.113,9.716,0,0,0,0,125190,14800,34800,174790,3.456,1125277,545449,579828,22.25,85.207,9.84,44304,0.876,4.099,40934,3370,199201,3.939,-5.243,9.585,835363,289914,545449,16.518,5.733,19.567,6.791,40934,3370,0.809,0.067,172147,27054,3.404,0.535,4.032,0.634,5.153,-7.716,1.176,14.234,-7.675,-8.838,-5.003,-14.599,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
