"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-11,"AN",8464411,17.838,7062213,17.598,820260,303300,73300,1196860,14.14,17.984,0,0,0,0,80730,94700,0,175430,2.073,1000998,415516,585482,11.826,83.635,19.354,29307,0.346,3.016,11626,17681,166521,1.967,-4.715,17.658,708257,292741,415516,8.367,3.458,10.029,4.145,11626,17681,0.137,0.209,111930,54591,1.322,0.645,1.585,0.773,1.669,-15.927,6.428,31.146,8.499,0.818,8.213,9.154,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"AR",2021-03-11,"AR",1329391,2.802,1132764,2.823,147735,47600,12600,207935,15.641,3.124,0,0,0,0,17550,14900,0,32450,2.441,166351,59895,106456,12.513,80.001,3.216,7929,0.596,5.005,6186,1743,24354,1.832,-0.115,2.583,113123,53228,59895,8.509,4.004,9.986,4.699,6186,1743,0.465,0.131,18963,5391,1.426,0.406,1.674,0.476,5.785,-5.289,3.385,23.647,14.775,11.492,10.049,26.389,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"AS",2021-03-11,"AS",1018784,2.147,901209,2.246,144815,36600,12700,194115,19.054,2.917,0,0,0,0,16380,11400,0,27780,2.727,145833,49413,96420,14.314,75.127,2.82,5048,0.495,3.586,2715,2333,20893,2.051,9.514,2.216,97623,48210,49413,9.582,4.732,10.832,5.349,2715,2333,0.266,0.229,14983,5910,1.471,0.58,1.663,0.656,2.861,4.07,5.085,26.255,31.346,35.864,23.927,49.369,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"IB",2021-03-11,"IB",1171543,2.469,986279,2.458,76410,41900,6500,124810,10.653,1.875,0,0,0,0,10530,13100,0,23630,2.017,95435,42445,52990,8.146,76.464,1.845,6331,0.54,7.105,4622,1709,22247,1.899,-17.82,2.359,68940,26495,42445,5.885,2.262,6.99,2.686,4622,1709,0.395,0.146,19039,3208,1.625,0.274,1.93,0.325,7.186,-22.953,6.895,35.932,-25.273,-24.058,-23.888,-28.598,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"CN",2021-03-11,"CN",2175952,4.586,1871033,4.662,167280,78000,14300,259580,11.929,3.9,0,0,0,0,18720,24300,0,43020,1.977,194364,77400,116964,8.932,74.876,3.758,7493,0.344,4.01,6015,1478,32001,1.471,7.264,3.393,135882,58482,77400,6.245,2.688,7.262,3.126,6015,1478,0.276,0.068,27640,4361,1.27,0.2,1.477,0.233,4.632,4.649,2.593,27.44,-18.055,-14.959,-19.232,-15.152,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"CB",2021-03-11,"CB",582905,1.228,501384,1.249,70935,20800,5900,97635,16.75,1.467,0,0,0,0,8190,6500,0,14690,2.52,72537,27289,45248,12.444,74.294,1.402,2304,0.395,3.281,1361,943,8002,1.373,8.281,0.849,49913,22624,27289,8.563,3.881,9.955,4.512,1361,943,0.233,0.162,5998,2004,1.029,0.344,1.196,0.4,2.803,-4.688,4.349,82.68,14.169,19.463,10.748,22.506,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"CL",2021-03-11,"CL",2394918,5.047,2092873,5.215,324975,85800,27300,438075,18.292,6.582,0,0,0,0,39780,26800,0,66580,2.78,339992,119916,220076,14.196,77.61,6.574,14696,0.614,4.518,10604,4092,58167,2.429,10.282,6.168,229954,110038,119916,9.602,4.595,10.987,5.258,10604,4092,0.443,0.171,43112,15055,1.8,0.629,2.06,0.719,4.834,8.262,3.862,16.507,30.256,30.414,24.185,45.044,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"CM",2021-03-11,"CM",2045221,4.31,1719964,4.286,215145,73300,18600,307045,15.013,4.614,0,0,0,0,24570,22900,0,47470,2.321,223931,71899,152032,10.949,72.931,4.33,11698,0.572,5.512,9621,2077,47327,2.314,9.892,5.019,147915,76016,71899,7.232,3.717,8.6,4.42,9621,2077,0.47,0.102,42492,4835,2.078,0.236,2.471,0.281,6.957,8.232,2.809,27.003,0.464,7.053,-6.467,17.33,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"CT",2021-03-11,"CT",7780479,16.397,6531658,16.276,735380,278900,63400,1077680,13.851,16.193,0,0,0,0,84240,87000,0,171240,2.201,835931,398705,437226,10.744,77.568,16.162,26199,0.337,3.236,20013,6186,159341,2.048,19.677,16.897,617318,218613,398705,7.934,2.81,9.451,3.347,20013,6186,0.257,0.08,130627,28714,1.679,0.369,2,0.44,3.351,18.093,2.912,27.459,-1.433,-1.244,2.613,-11.301,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"VC",2021-03-11,"VC",5057353,10.658,4269305,10.639,395650,181300,31700,608650,12.035,9.145,0,0,0,0,54990,56600,0,111590,2.206,448396,187622,260774,8.866,73.671,8.67,11493,0.227,2.631,5450,6043,77684,1.536,-11.229,8.238,318009,130387,187622,6.288,2.578,7.449,3.054,5450,6043,0.108,0.119,56706,20978,1.121,0.415,1.328,0.491,1.744,-17.679,4.86,12.621,-18.653,-14.196,-18.676,-18.624,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
