"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-11,"EX",1063987,2.242,911213,2.271,129365,38100,10900,178365,16.764,2.68,0,0,0,0,14040,11900,0,25940,2.438,140186,42862,97324,13.176,78.595,2.71,4516,0.424,3.329,3104,1412,18900,1.776,-1.961,2.004,91524,48662,42862,8.602,4.574,10.044,5.34,3104,1412,0.292,0.133,11901,6999,1.119,0.658,1.306,0.768,3.511,-5.134,2.988,3.951,20.874,19.536,11.252,44.381,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"GA",2021-03-11,"GA",2701819,5.694,2362643,5.887,268045,96900,19900,384845,14.244,5.783,0,0,0,0,45630,30200,0,75830,2.807,299544,140884,158660,11.087,77.835,5.792,10283,0.381,3.555,8074,2209,55332,2.048,-1.044,5.868,220214,79330,140884,8.151,2.936,9.321,3.358,8074,2209,0.299,0.082,38085,17247,1.41,0.638,1.612,0.73,3.806,0.414,2.864,-4.119,1.721,1.563,5.419,-7.323,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"RI",2021-03-11,"RI",319914,0.674,270788,0.675,36335,11400,2700,50435,15.765,0.758,0,0,0,0,4680,3600,0,8280,2.588,40431,15717,24714,12.638,80.165,0.782,2188,0.684,5.721,1426,762,9756,3.05,16.226,1.035,28074,12357,15717,8.775,3.863,10.368,4.563,1426,762,0.446,0.238,7142,2614,2.232,0.817,2.637,0.965,5.351,17.197,6.572,13.652,16.024,12.463,13.489,21.938,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"MD",2021-03-11,"MD",6779888,14.288,5695623,14.193,598965,243100,51300,893365,13.177,13.424,0,0,0,0,69030,75900,0,144930,2.138,720674,347710,372964,10.63,80.67,13.934,26574,0.392,3.829,23309,3265,148001,2.183,-4.348,15.694,534192,186482,347710,7.879,2.751,9.379,3.274,23309,3265,0.344,0.048,138384,9617,2.041,0.142,2.43,0.169,4.562,-6.44,1.782,41.053,-2.478,-6.047,1.901,-13.163,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"MC",2021-03-11,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,156345,51681,104664,10.345,72.501,3.023,4896,0.324,3.233,4197,699,26207,1.734,6.252,2.779,104013,52332,51681,6.883,3.463,8.405,4.229,4197,699,0.278,0.046,24993,1214,1.654,0.08,2.02,0.098,4.205,3.951,1.354,95.177,-5.086,1.727,-10.98,9.312,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"NC",2021-03-11,"NC",661197,1.393,552935,1.378,69765,23600,5900,99265,15.013,1.492,0,0,0,0,7020,7400,0,14420,2.181,75059,25397,49662,11.352,75.615,1.451,316,0.048,0.423,290,26,8811,1.333,-20.284,0.934,50228,24831,25397,7.597,3.755,9.084,4.491,290,26,0.044,0.004,6874,1937,1.04,0.293,1.243,0.35,0.581,-20.385,0.105,-19.926,4.164,7.107,-1.746,18.529,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"PV",2021-03-11,"PV",2220504,4.68,1898123,4.73,208080,79600,16000,303680,13.676,4.563,0,0,0,0,30420,24800,0,55220,2.487,200677,84927,115750,9.037,66.082,3.88,10728,0.483,5.648,8125,2603,55711,2.509,3.335,5.908,142802,57875,84927,6.431,2.606,7.523,3.049,8125,2603,0.366,0.117,48030,7681,2.163,0.346,2.53,0.405,6.033,1.722,4.709,14.71,-17.094,-2.5,-16.826,-17.74,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"CE",2021-03-11,"CE",84202,0.177,66158,0.165,5490,3100,600,9190,10.914,0.138,0,0,0,0,0,900,0,900,1.069,8571,3505,5066,10.179,93.264,0.166,309,0.367,3.74,219,90,2136,2.537,16.913,0.227,6038,2533,3505,7.171,3.008,9.127,3.829,219,90,0.26,0.107,893,1243,1.061,1.476,1.35,1.879,3.764,32.493,3.684,7.806,-6.215,-22.034,-7.256,-5.051,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"ML",2021-03-11,"ML",87076,0.184,66178,0.165,4320,3100,600,8020,9.21,0.121,0,0,0,0,0,900,0,900,1.034,6851,2807,4044,7.868,85.424,0.132,293,0.336,4.468,224,69,1623,1.864,13.417,0.172,4829,2022,2807,5.546,2.322,7.297,3.055,224,69,0.257,0.079,877,746,1.007,0.857,1.325,1.127,4.864,16.313,3.533,10.192,-28.261,-34.239,-28.272,-26.705,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"FFAA",2021-03-11,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
"ES",2021-03-11,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,100,0,0,0,0,540540,530700,0,1071240,2.258,5172106,2165590,3006516,10.9,77.715,100,182601,0.385,3.66,127181,55420,943014,1.987,1.379,100,3668848,1503258,2165590,7.732,3.168,9.142,3.746,127181,55420,0.268,0.117,748669,194345,1.578,0.41,1.866,0.484,3.591,-2.688,3.828,20.834,0,0,0,0,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
