"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-01,"EX",1063987,2.242,911213,2.271,178505,47900,28100,254505,23.92,2.626,0,0,0,0,17550,2500,10300,30350,2.852,231560,78174,153386,21.763,90.984,2.776,12073,1.135,5.501,10009,2064,49748,4.676,11.161,3.311,154867,76693,78174,14.555,7.208,16.996,8.417,10009,2064,0.941,0.194,43704,6044,4.108,0.568,4.796,0.663,6.91,15.92,2.766,-14.282,23.818,17.128,24.551,22.273,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"GA",2021-04-01,"GA",2701819,5.694,2362643,5.887,427165,121900,73600,622665,23.046,6.426,0,0,0,0,57330,6400,32200,95930,3.551,498870,174076,324794,18.464,80.119,5.98,20420,0.756,4.268,12551,7869,79968,2.96,9.321,5.323,336473,162397,174076,12.454,6.011,14.241,6.874,12551,7869,0.465,0.291,54025,25943,2,0.96,2.287,1.098,3.875,10.345,5.092,7.247,5.023,12.856,6.572,1.968,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"RI",2021-04-01,"RI",319914,0.674,270788,0.675,50375,14400,7800,72575,22.686,0.749,0,0,0,0,4680,800,3000,8480,2.651,65886,21926,43960,20.595,90.783,0.79,2470,0.772,3.895,1456,1014,12076,3.775,4.654,0.804,43906,21980,21926,13.724,6.871,16.214,8.117,1456,1014,0.455,0.317,8503,3573,2.658,1.117,3.14,1.319,3.43,-4.707,4.836,36.583,17.211,11.128,17.44,16.556,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"MD",2021-04-01,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1092992,339174,753818,16.121,85.342,13.102,34715,0.512,3.28,17701,17014,177105,2.612,4.486,11.788,716083,376909,339174,10.562,5.559,12.573,6.618,17701,17014,0.261,0.251,87421,89684,1.289,1.323,1.535,1.575,2.535,11.533,4.727,-1.576,-8.301,-7.496,-9.618,-5.7,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"MC",2021-04-01,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,246425,70509,175916,16.306,83.595,2.954,9201,0.609,3.879,6898,2303,39787,2.633,22.252,2.648,158467,87958,70509,10.486,5.82,12.806,7.108,6898,2303,0.456,0.152,22630,17157,1.497,1.135,1.829,1.386,4.551,40.559,2.689,4.33,-7.253,-4.49,-10.269,-1.272,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"NC",2021-04-01,"NC",661197,1.393,552935,1.378,95505,29800,15400,140705,21.28,1.452,0,0,0,0,9360,1600,5700,16660,2.52,121389,42113,79276,18.359,86.272,1.455,3540,0.535,3.004,1211,2329,16073,2.431,4.086,1.07,81751,39638,42113,12.364,5.995,14.785,7.169,1211,2329,0.183,0.352,10420,5653,1.576,0.855,1.884,1.022,1.504,2.589,6.242,6.963,4.451,4.235,5.802,1.696,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"PV",2021-04-01,"PV",2220504,4.68,1898123,4.73,314550,100200,52900,467650,21.061,4.826,0,0,0,0,38610,5300,22100,66010,2.973,370971,159903,211068,16.707,79.327,4.447,0,0,0,0,0,68113,3.067,-16.164,4.534,265437,105534,159903,11.954,4.753,13.984,5.56,0,0,0,0,46001,22112,2.072,0.996,2.423,1.165,0,-14.994,0,-18.499,-4.979,3.12,2.293,-19.372,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"CE",2021-04-01,"CE",84202,0.177,66158,0.165,7830,3900,1300,13030,15.475,0.134,0,0,0,0,1170,200,400,1770,2.102,11226,4024,7202,13.332,86.155,0.135,0,0,0,0,0,1105,1.312,-37.535,0.074,7625,3601,4024,9.056,4.277,11.525,5.443,0,0,0,0,710,395,0.843,0.469,1.073,0.597,0,-3.27,0,-61.836,-23.729,-24.294,-22.506,-27.447,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"ML",2021-04-01,"ML",87076,0.184,66178,0.165,7830,3900,1200,12930,14.849,0.133,0,0,0,0,1170,200,400,1770,2.033,10413,5567,4846,11.959,80.534,0.125,0,0,0,0,0,936,1.075,-30.097,0.062,7990,2423,5567,9.176,2.783,12.073,3.661,0,0,0,0,922,14,1.059,0.016,1.393,0.021,0,-29.24,0,-61.111,-32.065,-27.717,-21.479,-52.791,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"FFAA",2021-04-01,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,0.574,0,0,0,0,0,3000,0,3000,NA,40099,30117,9982,NA,72.121,0.481,2493,NA,6.629,2493,0,24322,NA,11.421,1.619,35108,4991,30117,NA,NA,NA,NA,2493,0,NA,NA,23989,333,NA,NA,NA,NA,7.644,11.598,0,0,NA,NA,NA,NA,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
"ES",2021-04-01,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,100,0,0,0,0,672750,115200,393600,1181550,2.49,8342155,2748125,5594030,17.581,86.09,100,306995,0.647,3.821,231064,75931,1502419,3.166,6.173,100,5545140,2797015,2748125,11.686,5.895,13.818,6.97,231064,75931,0.487,0.16,1097606,404813,2.313,0.853,2.735,1.009,4.348,13.13,2.79,-9,0,0,0,0,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
