"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,1098720,381600,168000,1648320,17.011,1503567,91.2,521910,17.588,-4.639,6.166,7.39,7.586,2.979,4.383,4.609,17.763,-1.401
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,209745,59900,35300,304945,3.147,265619,87.1,96792,3.107,12.313,7.281,8.545,8.738,21.601,20.691,20.507,19.981,10.906
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,203315,46000,32700,282015,2.91,242053,85.8,91655,2.831,35.555,8.997,10.17,10.349,50.253,43.649,42.717,23.759,31.879
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,112680,52700,18000,183380,1.892,173015,94.3,49234,2.024,-23.351,4.202,4.992,5.113,-29.813,-29.492,-29.494,14.768,-18.026
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,232800,98100,35800,366700,3.784,318372,86.8,108921,3.724,-17.481,5.006,5.821,5.963,-16.399,-17.775,-17.77,14.631,-18.785
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,97845,26200,15300,139345,1.438,120335,86.4,44814,1.408,17.103,7.688,8.938,9.135,28.4,26.246,25.971,20.644,14.589
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,463035,108100,78300,649435,6.702,562643,86.6,208312,6.582,32.794,8.698,9.953,10.151,45.269,40.587,39.983,23.493,30.404
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,300555,92200,49600,442355,4.565,382287,86.4,130907,4.472,5.918,6.401,7.611,7.803,6.899,7.502,7.61,18.692,3.752
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,1027880,350800,168400,1547080,15.966,1353057,87.5,431509,15.828,-2.63,5.546,6.606,6.772,-7.374,-6.688,-6.609,17.39,-3.471
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,586360,228100,96800,911260,9.404,864575,94.9,262265,10.114,-11.765,5.186,6.143,6.295,-13.39,-13.233,-13.189,17.095,-5.108
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,178505,47900,28100,254505,2.626,233822,91.9,76769,2.735,17.149,7.215,8.425,8.623,20.503,18.998,18.918,21.976,21.983
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,427165,121900,73600,622665,6.426,524134,84.2,170558,6.131,12.853,6.313,7.219,7.356,5.43,1.964,1.443,19.399,7.68
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,50375,14400,7800,72575,0.749,67487,93,23560,0.789,11.123,7.364,8.701,8.907,22.996,22.891,22.836,21.095,17.094
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,838815,305800,136100,1280715,13.217,1125861,87.9,377302,13.17,-7.497,5.565,6.624,6.786,-7.057,-6.433,-6.414,16.606,-7.825
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,197285,68100,29400,294785,3.042,256379,87,90452,2.999,-4.485,5.985,7.309,7.52,-0.039,3.241,3.709,16.965,-5.834
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,95505,29800,15400,140705,1.452,121389,86.3,39638,1.42,4.24,5.995,7.169,7.354,0.122,1.254,1.41,18.359,1.905
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,314550,100200,52900,467650,4.826,370971,79.3,105534,4.34,3.122,4.753,5.56,5.685,-20.624,-21.469,-21.599,16.707,-7.266
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,7830,3900,1300,13030,0.134,11226,86.2,3601,0.131,-24.029,4.277,5.443,5.628,-28.575,-23.12,-22.386,13.332,-25.997
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,7830,3900,1200,12930,0.133,10413,80.5,2423,0.122,-27.48,2.783,3.661,3.795,-53.527,-48.285,-47.671,11.959,-33.622
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,36100,0,55600,0.574,41393,74.4,4992,0.484,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,6470295,2175700,1044000,9689995,100,8548598,88.221,2841148,100,0,5.988,7.08,7.251,0,0,0,18.016,0
