"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-02-09,"AN",8464411,17.838,7062213,17.598,400230,34500,16600,451330,5.332,18.708,0,34500,0,34500,76050,34500,9800,120350,1.422,390077,86923,303154,4.608,86.428,17.999,11134,0.132,2.938,3109,8025,76791,0.907,-2.982,15.539,238500,151577,86923,2.818,1.791,3.377,2.146,3109,8025,0.037,0.095,15978,60813,0.189,0.718,0.226,0.861,1.321,12.213,5.59,-6.315,0.903,4.877,0.643,1.301,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"AR",2021-02-09,"AR",1329391,2.802,1132764,2.823,68175,5400,2900,76475,5.753,3.17,0,5400,0,5400,12870,5400,1700,19970,1.502,75586,25142,50444,5.686,98.838,3.488,936,0.07,1.254,94,842,19104,1.437,-1.312,3.866,50364,25222,25142,3.789,1.897,4.446,2.227,94,842,0.007,0.063,5001,14103,0.376,1.061,0.441,1.245,0.187,-6.383,3.454,0.621,24.483,13.133,35.321,7.296,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"AS",2021-02-09,"AS",1018784,2.147,901209,2.246,69935,4200,2900,77035,7.561,3.193,0,4200,0,4200,11700,4200,1700,17600,1.728,72787,8899,63888,7.144,94.486,3.359,1003,0.098,1.397,526,477,14610,1.434,6.861,2.956,40843,31944,8899,4.009,3.136,4.532,3.545,526,477,0.052,0.047,2169,12441,0.213,1.221,0.241,1.38,1.305,29.107,1.516,3.744,56.451,48.719,43.179,77.376,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"IB",2021-02-09,"IB",1171543,2.469,986279,2.458,35460,4800,1500,41760,3.565,1.731,0,4800,0,4800,5850,4800,900,11550,0.986,36655,8511,28144,3.129,87.775,1.691,972,0.083,2.724,330,642,10692,0.913,5.61,2.164,22583,14072,8511,1.928,1.201,2.29,1.427,330,642,0.028,0.055,1646,9046,0.14,0.772,0.167,0.917,1.483,11.518,4.78,4.602,-31.511,-29.891,-31.143,-32.07,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"CN",2021-02-09,"CN",2175952,4.586,1871033,4.662,79530,8900,3200,91630,4.211,3.798,0,8900,0,8900,15210,8900,1900,26010,1.195,85250,27156,58094,3.918,93.037,3.934,920,0.042,1.091,31,889,17467,0.803,-12.027,3.534,56203,29047,27156,2.583,1.335,3.004,1.552,31,889,0.001,0.041,3067,14400,0.141,0.662,0.164,0.77,0.055,-4.096,3.157,-13.55,-14.217,-17.183,-7.75,-24.491,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"CB",2021-02-09,"CB",582905,1.228,501384,1.249,33495,2400,1300,37195,6.381,1.542,0,2400,0,2400,5850,2400,800,9050,1.553,35347,8407,26940,6.064,95.032,1.631,1132,0.194,3.308,89,1043,10280,1.764,-2.918,2.08,21877,13470,8407,3.753,2.311,4.363,2.687,89,1043,0.015,0.179,1071,9209,0.184,1.58,0.214,1.837,0.408,19.132,8.393,-4.964,32.818,25.57,34.036,30.713,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"CL",2021-02-09,"CL",2394918,5.047,2092873,5.215,149475,9800,6200,165475,6.909,6.859,0,9800,0,9800,28080,9800,3700,41580,1.736,161781,32645,129136,6.755,97.768,7.465,761,0.032,0.473,-879,1640,35419,1.479,-3.74,7.167,97213,64568,32645,4.059,2.696,4.645,3.085,-879,1640,-0.037,0.068,5902,29517,0.246,1.232,0.282,1.41,-0.896,-29.003,2.606,3.634,47.91,35.903,44.964,52.489,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"CM",2021-02-09,"CM",2045221,4.31,1719964,4.286,101655,8300,4200,114155,5.582,4.732,0,8300,0,8300,18720,8300,2500,29520,1.443,106646,40232,66414,5.214,93.422,4.921,1658,0.081,1.579,580,1078,17758,0.868,-12.878,3.593,73439,33207,40232,3.591,1.624,4.27,1.931,580,1078,0.028,0.053,5911,11847,0.289,0.579,0.344,0.689,0.796,3.448,3.355,-19.238,14.176,9.791,28.25,-8.145,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"CT",2021-02-09,"CT",7780479,16.397,6531658,16.276,345770,31800,14300,391870,5.037,16.243,0,31800,0,31800,65520,31800,8500,105820,1.36,328789,69487,259302,4.226,83.903,15.171,11567,0.149,3.646,2658,8909,67227,0.864,10.813,13.604,199138,129651,69487,2.559,1.666,3.049,1.985,2658,8909,0.034,0.115,7007,60220,0.09,0.774,0.107,0.922,1.353,1065.89,7.379,0.256,-7.477,-0.939,-8.607,-5.769,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
"VC",2021-02-09,"VC",5057353,10.658,4269305,10.639,175690,20600,7000,203290,4.02,8.426,0,20600,0,20600,32760,20600,4100,57460,1.136,196489,21783,174706,3.885,96.655,9.066,5587,0.11,2.927,1405,4182,48544,0.96,-11.405,9.823,109136,87353,21783,2.158,1.727,2.556,2.046,1405,4182,0.028,0.083,6170,42374,0.122,0.838,0.145,0.993,1.304,22.982,5.028,-14.871,-14.937,-20.942,-22.929,-2.319,2024-06-13,2026-11-27,2029-05-13,2021-09-20,2022-02-25,2022-08-02,2021-08-14,2021-12-26,2022-05-09
