"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-02-07,"AN",8464411,17.838,7062213,17.598,400230,0,16600,0,416830,4.925,18.787,0,0,0,0,76050,0,9800,85850,1.014,373789,94591,279198,4.416,89.674,18.092,5153,0.061,1.398,1200,3953,79596,0.94,-0.557,15.861,234190,139599,94591,2.767,1.649,3.316,1.977,1200,3953,0.014,0.047,14927,64669,0.176,0.764,0.211,0.916,0.515,-4.418,2.914,0.379,1.424,5.32,-0.108,4.038,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"AR",2021-02-07,"AR",1329391,2.802,1132764,2.823,68175,0,2900,0,71075,5.346,3.203,0,0,0,0,12870,0,1700,14570,1.096,73985,25820,48165,5.565,104.094,3.581,664,0.05,0.906,366,298,19145,1.44,1.125,3.815,49903,24083,25820,3.754,1.812,4.405,2.126,368,298,0.028,0.022,5223,13923,0.393,1.047,0.461,1.229,0.743,2.372,1.253,0.68,27.802,14.311,35.523,14.322,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"AS",2021-02-07,"AS",1018784,2.147,901209,2.246,69935,0,2900,0,72835,7.149,3.283,0,0,0,0,11700,0,1700,13400,1.315,70731,9615,61116,6.943,97.111,3.423,1052,0.103,1.51,143,909,14350,1.409,-4.518,2.859,40173,30558,9615,3.943,2.999,4.458,3.391,143,909,0.014,0.089,2197,12153,0.216,1.193,0.244,1.349,0.357,-19.109,3.066,-1.299,59.432,52.911,42.347,89.211,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"IB",2021-02-07,"IB",1171543,2.469,986279,2.458,35460,0,1500,0,36960,3.155,1.666,0,0,0,0,5850,0,900,6750,0.576,34287,9766,24521,2.927,92.768,1.66,1395,0.119,4.241,225,1170,8901,0.76,15.929,1.774,22027,12261,9766,1.88,1.047,2.233,1.243,227,1170,0.019,0.1,1285,7617,0.11,0.65,0.13,0.772,1.041,17.566,10.549,15.69,-32.766,-32.523,-32.13,-33.943,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"CN",2021-02-07,"CN",2175952,4.586,1871033,4.662,79530,0,3200,0,82730,3.802,3.729,0,0,0,0,15210,0,1900,17110,0.786,82833,29256,53577,3.807,100.125,4.009,1497,0.069,1.841,128,1369,19790,0.909,0.335,3.944,56045,26788,29257,2.576,1.231,2.995,1.432,128,1369,0.006,0.063,3593,16197,0.165,0.744,0.192,0.866,0.229,-9.882,5.386,2.923,-12.582,-18.687,-7.004,-22.334,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"CB",2021-02-07,"CB",582905,1.228,501384,1.249,33495,0,1300,0,34795,5.969,1.568,0,0,0,0,5850,0,800,6650,1.141,32765,10325,22440,5.621,94.166,1.586,1451,0.249,4.634,244,1207,9801,1.681,8.767,1.953,21545,11220,10325,3.696,1.925,4.297,2.238,244,1207,0.042,0.207,713,9087,0.122,1.559,0.142,1.812,1.145,35.294,12.054,7.095,29.153,27.687,33.43,21.451,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"CL",2021-02-07,"CL",2394918,5.047,2092873,5.215,149475,0,6200,0,155675,6.5,7.016,0,0,0,0,28080,0,3700,31780,1.327,157683,36002,121681,6.584,101.29,7.632,3338,0.139,2.163,1251,2087,36619,1.529,0.488,7.297,96842,60840,36002,4.044,2.54,4.627,2.907,1249,2087,0.052,0.087,7082,29536,0.296,1.233,0.338,1.411,1.307,21.039,3.552,-3.449,51.219,39.013,45.993,60.252,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"CM",2021-02-07,"CM",2045221,4.31,1719964,4.286,101655,0,4200,0,105855,5.176,4.771,0,0,0,0,18720,0,2500,21220,1.038,104003,40934,63069,5.085,98.25,5.034,985,0.048,0.956,391,594,21678,1.06,-5.637,4.32,72469,31534,40935,3.543,1.542,4.213,1.833,391,594,0.019,0.029,5946,15732,0.291,0.769,0.346,0.915,0.542,-3.74,1.92,-6.335,16.798,10.696,27.906,-2.713,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"CT",2021-02-07,"CT",7780479,16.397,6531658,16.276,345770,0,14300,0,360070,4.628,16.228,0,0,0,0,65520,0,8500,74020,0.951,314380,81473,232907,4.041,87.311,15.216,2843,0.037,0.913,-1446,4289,69153,0.889,-10.928,13.78,197926,116454,81472,2.544,1.497,3.03,1.783,-1446,4289,-0.019,0.055,4957,64195,0.064,0.825,0.076,0.983,-0.725,-46.779,3.824,-6.043,-7.203,-1.031,-8.159,-5.552,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
"VC",2021-02-07,"VC",5057353,10.658,4269305,10.639,175690,0,7000,0,182690,3.612,8.234,0,0,0,0,32760,0,4100,36860,0.729,188010,26731,161279,3.718,102.912,9.1,2893,0.057,1.563,361,2532,59847,1.183,-7.784,11.926,107370,80640,26730,2.123,1.595,2.515,1.889,361,2532,0.007,0.05,5242,54604,0.104,1.08,0.123,1.279,0.337,-4.133,3.242,-8.124,-14.618,-22.743,-23.357,0.631,2024-07-06,2027-01-07,2029-07-10,2021-09-14,2022-02-16,2022-07-21,2021-08-10,2021-12-18,2022-04-28
