"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,400230,0,16600,416830,18.787,363482,87.2,131693,18.282,5.318,1.556,1.865,1.914,8.105,9.579,9.816,4.294,2.489
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,68175,0,2900,71075,3.203,72656,102.2,23488,3.654,14.325,1.767,2.074,2.121,22.765,21.846,21.661,5.465,30.44
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,69935,0,2900,72835,3.283,68626,94.2,28740,3.452,52.897,2.821,3.189,3.245,96.013,87.398,86.182,6.736,60.768
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,35460,0,1500,36960,1.666,31496,85.2,9922,1.584,-32.531,0.847,1.006,1.03,-41.153,-40.884,-40.886,2.688,-35.836
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,79530,0,3200,82730,3.729,79839,96.5,24049,4.016,-18.695,1.105,1.285,1.317,-23.206,-24.47,-24.466,3.669,-12.429
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,33495,0,1300,34795,1.568,29864,85.8,8806,1.502,27.705,1.511,1.756,1.795,4.969,3.208,2.983,5.123,22.276
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,149475,0,6200,155675,7.016,151008,97,56665,7.595,39.02,2.366,2.708,2.761,64.401,59.102,58.419,6.305,50.488
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,101655,0,4200,105855,4.771,102033,96.4,30345,5.132,10.694,1.484,1.764,1.809,3.093,3.675,3.779,4.989,19.067
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,345770,0,14300,360070,16.228,308695,85.7,107877,15.527,-1.028,1.387,1.652,1.693,-3.661,-2.947,-2.865,3.968,-5.308
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,175690,0,7000,182690,8.234,182225,99.7,75577,9.166,-22.744,1.494,1.77,1.814,3.836,4.025,4.077,3.603,-14.004
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,62675,0,2500,65175,2.937,61952,95.1,21662,3.116,31.02,2.036,2.377,2.433,41.463,39.696,39.602,5.823,38.967
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,108925,0,4500,113425,5.112,96947,85.5,37720,4.876,-10.22,1.396,1.597,1.627,-2.995,-6.184,-6.664,3.588,-14.361
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,17615,0,600,18215,0.821,16622,91.3,6521,0.836,21.804,2.038,2.408,2.465,41.632,41.511,41.448,5.196,24.006
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,280725,0,11600,292325,13.175,246003,84.2,67334,12.373,-7.788,0.993,1.182,1.211,-30.993,-30.53,-30.515,3.628,-13.402
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,73265,0,3000,76265,3.437,72359,94.9,20388,3.639,7.921,1.349,1.648,1.695,-6.261,-3.185,-2.747,4.788,14.274
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,33495,0,1300,34795,1.568,31446,90.4,9016,1.582,12.579,1.364,1.631,1.673,-5.253,-4.183,-4.035,4.756,13.508
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,91080,0,3600,94680,4.267,68359,72.2,21112,3.438,-8.819,0.951,1.112,1.137,-33.937,-34.64,-34.748,3.079,-26.526
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.098,2156,98.9,921,0.108,-44.49,1.094,1.392,1.439,-23.999,-18.195,-17.414,2.561,-38.889
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.098,2392,109.7,1073,0.12,-46.601,1.232,1.621,1.68,-14.379,-4.722,-3.59,2.747,-34.438
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,2131155,0,87600,2218755,100,1988160,89.607,682909,100,0,1.439,1.702,1.743,0,0,0,4.19,0
