"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,820260,303300,73300,1196860,17.984,1098755,91.8,356888,19.465,0.818,4.216,5.053,5.187,18.127,19.737,19.996,12.981,9.117
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,147735,47600,12600,207935,3.124,180393,86.8,58473,3.196,11.506,4.398,5.162,5.279,23.23,22.308,22.122,13.57,14.066
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,144815,36600,12700,194115,2.917,163493,84.2,56507,2.896,35.852,5.547,6.27,6.38,55.394,48.564,47.6,16.048,34.898
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,76410,41900,6500,124810,1.875,108484,86.9,31152,1.922,-24.043,2.659,3.159,3.235,-25.503,-25.162,-25.164,9.26,-22.161
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,167280,78000,14300,259580,3.9,215260,82.9,63662,3.813,-14.95,2.926,3.403,3.485,-18.032,-19.381,-19.377,9.893,-16.842
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,70935,20800,5900,97635,1.467,77788,79.7,25052,1.378,19.467,4.298,4.997,5.106,20.409,18.388,18.131,13.345,12.177
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,324975,85800,27300,438075,6.582,370986,84.7,121726,6.572,30.423,5.083,5.816,5.932,42.399,37.809,37.217,15.491,30.213
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,215145,73300,18600,307045,4.614,236652,77.1,79440,4.192,7.044,3.884,4.619,4.735,8.821,9.435,9.545,11.571,-2.735
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,735380,278900,63400,1077680,16.193,887751,82.4,242309,15.727,-1.244,3.114,3.71,3.803,-12.748,-12.101,-12.027,11.41,-4.088
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,395650,181300,31700,608650,9.145,480454,78.9,153418,8.511,-14.191,3.034,3.594,3.682,-15.01,-14.856,-14.813,9.5,-20.142
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,129365,38100,10900,178365,2.68,148614,83.3,52819,2.633,19.54,4.964,5.797,5.933,39.081,37.343,37.251,13.968,17.412
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,268045,96900,19900,384845,5.783,338334,87.9,89140,5.994,1.556,3.299,3.773,3.845,-7.566,-10.605,-11.063,12.522,5.263
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,36335,11400,2700,50435,0.758,45403,90,13182,0.804,12.438,4.12,4.868,4.984,15.441,15.342,15.291,14.192,19.3
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,598965,243100,51300,893365,13.424,779306,87.2,195455,13.806,-6.05,2.883,3.432,3.516,-19.232,-18.69,-18.673,11.494,-3.379
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,148145,54100,13400,215645,3.24,177134,82.1,57603,3.138,1.735,3.812,4.655,4.789,6.788,10.292,10.792,11.721,-1.474
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,69765,23600,5900,99265,1.492,84981,85.6,27530,1.505,7.074,4.164,4.979,5.107,16.651,17.969,18.151,12.853,8.039
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,208080,79600,16000,303680,4.563,234455,77.2,64502,4.153,-2.499,2.905,3.398,3.475,-18.617,-19.483,-19.616,10.559,-11.244
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3100,600,9190,0.138,9278,101,2533,0.164,-21.984,3.008,3.829,3.959,-15.72,-9.283,-8.417,11.019,-7.377
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3100,600,8020,0.121,7374,91.9,2283,0.131,-34.507,2.622,3.45,3.575,-26.545,-18.261,-17.289,8.468,-28.814
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4567095,1700500,387600,6655195,100,5644895,84.819,1693674,100,0,3.569,4.22,4.323,0,0,0,11.896,0
