"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-31,"AN",8464411,17.838,7062213,17.598,1098720,381600,168000,0,1648320,19.474,17.011,99450,20000,56800,176250,99450,20000,56800,176250,2.082,1441414,426554,1014860,17.029,87.447,17.939,41030,0.485,2.93,38013,3017,183039,2.162,-7.477,12.935,933984,507430,426554,11.034,5.995,13.225,7.185,38013,3017,0.449,0.036,130977,52062,1.547,0.615,1.855,0.737,4.243,13.148,0.598,-36.567,0.566,-4.636,-1.473,4.534,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"AR",2021-03-31,"AR",1329391,2.802,1132764,2.823,209745,59900,35300,0,304945,22.939,3.147,22230,3100,13600,38930,22230,3100,13600,38930,2.928,250339,71783,178556,18.831,82.093,3.116,9337,0.702,3.874,5937,3400,38913,2.927,14.842,2.75,161061,89278,71783,12.115,6.716,14.218,7.881,5937,3400,0.447,0.256,23998,14915,1.805,1.122,2.119,1.317,3.827,19.447,3.959,8.135,11.206,12.313,8.179,17.105,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"AS",2021-03-31,"AS",1018784,2.147,901209,2.246,203315,46000,32700,0,282015,27.682,2.91,21060,2400,12000,35460,21060,2400,12000,35460,3.481,225915,51729,174186,22.175,80.107,2.812,9692,0.951,4.482,5378,4314,33178,3.257,15.225,2.345,138822,87093,51729,13.626,8.549,15.404,9.664,5378,4314,0.528,0.423,22135,11043,2.173,1.084,2.456,1.225,4.03,9.514,5.211,28.676,30.973,35.538,21.672,49.067,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"IB",2021-03-31,"IB",1171543,2.469,986279,2.458,112680,52700,18000,0,183380,15.653,1.892,12870,2800,6900,22570,12870,2800,6900,22570,1.927,160884,69866,91018,13.733,87.733,2.002,6545,0.559,4.241,5368,1177,35332,3.016,19.575,2.497,115375,45509,69866,9.848,3.885,11.698,4.614,5368,1177,0.458,0.1,25883,9449,2.209,0.807,2.624,0.958,4.88,22.471,2.655,12.301,-18.915,-23.37,-12.064,-32.258,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"CN",2021-03-31,"CN",2175952,4.586,1871033,4.662,232800,98100,35800,0,366700,16.852,3.784,23400,5100,12900,41400,23400,5100,12900,41400,1.903,304229,94805,209424,13.981,82.964,3.786,11912,0.547,4.075,7844,4068,56128,2.579,10.469,3.966,199517,104712,94805,9.169,4.812,10.663,5.596,7844,4068,0.36,0.187,38342,17786,1.762,0.817,2.049,0.951,4.092,19.695,4.042,-5.273,-17.444,-17.488,-18.127,-16.094,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"CB",2021-03-31,"CB",582905,1.228,501384,1.249,97845,26200,15300,0,139345,23.905,1.438,9360,1400,5600,16360,9360,1400,5600,16360,2.807,114080,25968,88112,19.571,81.869,1.42,4216,0.723,3.837,3395,821,19927,3.419,5.719,1.408,70024,44056,25968,12.013,7.558,13.966,8.787,3395,821,0.582,0.141,14881,5046,2.553,0.866,2.968,1.006,5.095,22.811,1.899,-25.045,15.635,17.101,7.269,31.787,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"CL",2021-03-31,"CL",2394918,5.047,2092873,5.215,463035,108100,78300,0,649435,27.117,6.702,49140,5700,30600,85440,49140,5700,30600,85440,3.568,534134,138006,396128,22.303,82.246,6.647,26372,1.101,5.194,16696,9676,92575,3.865,20.841,6.542,336070,198064,138006,14.033,8.27,16.058,9.464,16696,9676,0.697,0.404,58506,34069,2.443,1.423,2.795,1.628,5.228,28.644,5.136,9.441,31.702,32.792,25.306,44.202,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"CM",2021-03-31,"CM",2045221,4.31,1719964,4.286,300555,92200,49600,0,442355,21.629,4.565,30420,4800,18600,53820,30420,4800,18600,53820,2.632,356085,110377,245708,17.411,80.498,4.432,15529,0.759,4.56,10202,5327,77466,3.788,12.418,5.474,233231,122854,110377,11.404,6.007,13.56,7.143,10202,5327,0.499,0.26,52968,24498,2.59,1.198,3.08,1.424,4.574,14.816,4.533,7.561,2.831,5.916,1.831,4.743,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"CT",2021-03-31,"CT",7780479,16.397,6531658,16.276,1027880,350800,168400,0,1547080,19.884,15.966,104130,18300,63000,185430,104130,18300,63000,185430,2.383,1274944,432858,842086,16.386,82.41,15.867,55377,0.712,4.541,48191,7186,247574,3.182,19.211,17.496,853901,421043,432858,10.975,5.412,13.073,6.446,48191,7186,0.619,0.092,183297,64277,2.356,0.826,2.806,0.984,5.981,30.608,1.736,-4.543,-3.232,-2.629,-2,-5.632,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
"VC",2021-03-31,"VC",5057353,10.658,4269305,10.639,586360,228100,96800,0,911260,18.019,9.404,67860,12000,39000,118860,67860,12000,39000,118860,2.35,768217,265189,503028,15.19,84.303,9.561,26197,0.518,3.53,20706,5491,177822,3.516,2.812,12.566,516703,251514,265189,10.217,4.973,12.103,5.891,20706,5491,0.409,0.109,141358,36464,2.795,0.721,3.311,0.854,4.175,10.02,2.232,-18.012,-10.293,-11.766,-8.769,-13.287,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
