"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-02-15,"AN",8464411,17.838,7062213,17.598,475110,34500,36300,0,545910,6.449,18.729,0,0,0,0,74880,34500,19700,129080,1.525,457018,75284,381734,5.399,83.717,17.841,8459,0.1,1.886,3747,4712,78075,0.922,4.42,17.1,266151,190867,75284,3.144,2.255,3.769,2.703,3747,4712,0.044,0.056,30760,47315,0.363,0.559,0.436,0.67,1.428,9.024,2.531,1.63,0.017,4.995,0.032,0,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"AR",2021-02-15,"AR",1329391,2.802,1132764,2.823,81045,5400,6300,0,92745,6.977,3.182,0,0,0,0,12870,5400,3400,21670,1.63,91343,17385,73958,6.871,98.488,3.566,1015,0.076,1.124,575,440,16693,1.256,2.142,3.656,54364,36979,17385,4.089,2.782,4.799,3.264,575,440,0.043,0.033,4094,12599,0.308,0.948,0.361,1.112,1.069,5.353,1.204,1.148,27.266,13.562,30.099,23.37,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"AS",2021-02-15,"AS",1018784,2.147,901209,2.246,83975,4200,6300,0,94475,9.273,3.241,0,0,0,0,14040,4200,3400,21640,2.124,80484,13552,66932,7.9,85.191,3.142,679,0.067,0.851,506,173,8700,0.854,-4.122,1.905,47018,33466,13552,4.615,3.285,5.217,3.713,506,173,0.05,0.017,6701,1999,0.658,0.196,0.744,0.222,1.088,5.711,0.52,-26.91,46.344,50.955,46.834,45.676,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"IB",2021-02-15,"IB",1171543,2.469,986279,2.458,42480,4800,3200,0,50480,4.309,1.732,0,0,0,0,7020,4800,1700,13520,1.154,43862,6556,37306,3.744,86.89,1.712,1079,0.092,2.522,422,657,8179,0.698,-3.731,1.791,25209,18653,6556,2.152,1.592,2.556,1.891,423,657,0.036,0.056,2956,5223,0.252,0.446,0.3,0.53,1.707,7.14,3.651,-8.928,-30.66,-29.85,-31.53,-29.401,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"CN",2021-02-15,"CN",2175952,4.586,1871033,4.662,93570,8900,7000,0,109470,5.031,3.756,0,0,0,0,14040,8900,3800,26740,1.229,104706,17964,86742,4.812,95.648,4.088,1797,0.083,1.746,933,864,20376,0.936,1.494,4.463,61335,43371,17964,2.819,1.993,3.278,2.318,933,864,0.043,0.04,5163,15213,0.237,0.699,0.276,0.813,1.545,18.499,2.033,-3.219,-10.859,-18.099,-10.309,-11.619,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"CB",2021-02-15,"CB",582905,1.228,501384,1.249,39345,2400,2900,0,44645,7.659,1.532,0,0,0,0,5850,2400,1600,9850,1.69,42494,4662,37832,7.29,95.182,1.659,929,0.159,2.235,450,479,8279,1.42,-5.92,1.813,23578,18916,4662,4.045,3.245,4.703,3.773,450,479,0.077,0.082,1790,6489,0.307,1.113,0.357,1.294,1.946,13.076,2.598,-10.087,35.098,24.756,28.699,43.902,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"CL",2021-02-15,"CL",2394918,5.047,2092873,5.215,177555,9800,13500,0,200855,8.387,6.891,0,0,0,0,28080,9800,7300,45180,1.886,186398,29856,156542,7.783,92.802,7.277,2522,0.105,1.372,1576,946,25378,1.06,-3.112,5.558,108127,78271,29856,4.515,3.268,5.166,3.74,1576,946,0.066,0.04,10035,15343,0.419,0.641,0.479,0.733,1.479,3.358,1.223,-6.928,44.185,36.537,43.653,44.922,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"CM",2021-02-15,"CM",2045221,4.31,1719964,4.286,120375,8300,9200,0,137875,6.741,4.73,0,0,0,0,18720,8300,5000,32020,1.566,125951,27195,98756,6.158,91.352,4.917,2760,0.135,2.24,197,2563,20963,1.025,9.251,4.591,76573,49378,27195,3.744,2.414,4.452,2.871,197,2563,0.01,0.125,3714,17249,0.182,0.843,0.216,1.003,0.258,-4.94,5.475,12.879,14.084,9.745,19.122,7.051,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"CT",2021-02-15,"CT",7780479,16.397,6531658,16.276,410120,31800,31400,0,473320,6.083,16.239,0,0,0,0,64350,31800,17100,113250,1.456,402742,78736,324006,5.176,85.089,15.722,8741,0.112,2.219,5437,3304,85520,1.099,7.409,18.731,240739,162003,78736,3.094,2.082,3.686,2.48,5437,3304,0.07,0.042,44259,41261,0.569,0.53,0.678,0.632,2.311,18.416,2.082,-2.329,-4.117,-0.964,-1.559,-7.672,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"VC",2021-02-15,"VC",5057353,10.658,4269305,10.639,207280,20600,15700,0,243580,4.816,8.357,0,0,0,0,31590,20600,8700,60890,1.204,219822,31312,188510,4.347,90.246,8.581,1937,0.038,0.889,1330,607,28920,0.572,-3.197,6.334,125567,94255,31312,2.483,1.864,2.941,2.208,1330,607,0.026,0.012,17836,11084,0.353,0.219,0.418,0.26,1.071,5.745,0.648,-14.791,-19.488,-21.589,-20.999,-17.339,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
