"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-02-15,"EX",1063987,2.242,911213,2.271,74375,4300,5400,0,84075,7.902,2.884,0,0,0,0,11700,4300,2900,18900,1.776,78038,15806,62232,7.334,92.82,3.046,812,0.076,1.051,607,205,10032,0.943,-10.731,2.197,46922,31116,15806,4.41,2.924,5.149,3.415,607,205,0.057,0.019,5521,4511,0.519,0.424,0.606,0.495,1.311,4.485,0.663,-24.236,35.861,28.635,40.312,29.667,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"GA",2021-02-15,"GA",2701819,5.694,2362643,5.887,128815,11000,9800,0,149615,5.538,5.133,0,0,0,0,19890,11000,5300,36190,1.339,134518,23832,110686,4.979,89.909,5.251,3262,0.121,2.485,3210,52,23522,0.871,-5.697,5.152,79175,55343,23832,2.93,2.048,3.351,2.342,3210,52,0.119,0.002,19603,3919,0.726,0.145,0.83,0.166,4.226,18.748,0.094,-53.539,-7.78,-9.852,-6.777,-9.18,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"RI",2021-02-15,"RI",319914,0.674,270788,0.675,19955,1300,1400,0,22655,7.082,0.777,0,0,0,0,2340,1300,800,4440,1.388,21095,4197,16898,6.594,93.114,0.824,376,0.118,1.815,348,28,3292,1.029,-0.544,0.721,12646,8449,4197,3.953,2.641,4.67,3.12,348,28,0.109,0.009,2404,888,0.751,0.278,0.888,0.328,2.83,14.313,0.333,-26.429,22.255,15.282,25.772,17.118,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"MD",2021-02-15,"MD",6779888,14.288,5695623,14.193,333375,27700,25400,0,386475,5.7,13.259,0,0,0,0,52650,27700,13800,94150,1.389,338333,32941,305392,4.99,87.543,13.208,6396,0.094,1.927,2015,4381,71502,1.055,-0.759,15.661,185637,152696,32941,2.738,2.252,3.259,2.681,2015,4381,0.03,0.065,5451,66051,0.08,0.974,0.096,1.16,1.097,38.28,2.954,-3.019,-7.559,-7.202,-12.886,-0.133,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"MC",2021-02-15,"MC",1511251,3.185,1237479,3.084,87305,6200,6600,0,100105,6.624,3.434,0,0,0,0,14040,6200,3600,23840,1.578,90378,15472,74906,5.98,90.283,3.528,2089,0.138,2.366,354,1735,14586,0.965,6.928,3.195,52925,37453,15472,3.502,2.478,4.277,3.027,354,1735,0.023,0.115,1445,13141,0.096,0.87,0.117,1.062,0.673,55.879,4.857,3.359,10.769,7.818,11.422,9.889,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"NC",2021-02-15,"NC",661197,1.393,552935,1.378,39345,2700,2900,0,44945,6.798,1.542,0,0,0,0,5850,2700,1600,10150,1.535,40295,9607,30688,6.094,89.654,1.573,366,0.055,0.917,97,269,6022,0.911,-8.73,1.319,24951,15344,9607,3.774,2.321,4.512,2.775,97,269,0.015,0.041,2117,3905,0.32,0.591,0.383,0.706,0.39,-1.763,1.784,-12.129,12.922,10.696,20.076,2.927,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"PV",2021-02-15,"PV",2220504,4.68,1898123,4.73,107460,9100,7900,0,124460,5.605,4.27,0,0,0,0,16380,9100,4300,29780,1.341,97787,14821,82966,4.404,78.569,3.817,2635,0.119,2.769,849,1786,24808,1.117,4.618,5.433,56304,41483,14821,2.536,1.868,2.966,2.185,849,1786,0.038,0.08,7327,17481,0.33,0.787,0.386,0.921,1.531,3.855,4.499,4.941,-18.44,-8.761,-19.313,-17.162,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"CE",2021-02-15,"CE",84202,0.177,66158,0.165,4320,400,400,0,5120,6.081,0.176,0,0,0,0,2340,400,200,2940,3.492,3522,1594,1928,4.183,68.789,0.137,275,0.327,8.469,275,0,1304,1.549,24.19,0.286,2558,964,1594,3.038,1.145,3.867,1.457,275,0,0.327,0,1304,0,1.549,0,1.971,0,12.046,25.99,0,-100,-22.599,-0.565,-3.341,-49.224,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"ML",2021-02-15,"ML",87076,0.184,66178,0.165,3150,400,400,0,3950,4.536,0.136,0,0,0,0,1170,400,200,1770,2.033,2822,654,2168,3.241,71.443,0.11,58,0.067,2.098,58,0,424,0.487,15.217,0.093,1738,1084,654,1.996,1.245,2.626,1.638,58,0,0.067,0,411,13,0.472,0.015,0.621,0.02,3.452,15.449,0,8.333,-40.217,-26.087,-36.494,-44.789,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"FFAA",2021-02-15,"FFAA",NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
"ES",2021-02-15,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2561608,421426,2140182,5.398,87.884,100,46188,0.097,1.836,22986,23202,456575,0.962,1.609,100,1491517,1070091,421426,3.143,2.255,3.717,2.667,22986,23202,0.048,0.049,172891,283684,0.364,0.598,0.431,0.707,1.565,12.003,2.216,-3.83,0,0,0,0,2022-07-16,2023-08-05,2024-08-23,2022-01-05,2022-08-27,2023-04-19,2021-11-12,2022-05-29,2022-12-13
