"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-01-17,"EX",1063987,2.242,911213,2.271,32450,0,1000,33450,3.144,2.929,0,0,0,0,10725,0,1000,11725,1.102,25849,25849,0,2.429,77.277,3.023,1763,0.166,7.32,1763,0,18071,1.698,1.329,3.676,25849,0,25849,2.429,0,2.837,0,1763,0,0.166,0,18071,0,1.698,0,1.983,0,7.32,1.329,NA,NA,34.835,30.642,35.095,-100,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"GA",2021-01-17,"GA",2701819,5.694,2362643,5.887,56080,0,1800,57880,2.142,5.068,0,0,0,0,18525,0,1800,20325,0.752,54243,54043,200,2.008,93.716,6.345,2237,0.083,4.301,2187,50,25714,0.952,1.368,5.231,54143,100,54043,2.004,0.004,2.292,0.004,2187,50,0.081,0.002,25614,100,0.948,0.004,1.084,0.004,4.209,1.173,100,100,11.433,-10.994,11.457,33.333,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"RI",2021-01-17,"RI",319914,0.674,270788,0.675,8840,0,200,9040,2.826,0.792,0,0,0,0,2925,0,200,3125,0.977,7158,7158,0,2.237,79.181,0.837,602,0.188,9.182,602,0,4295,1.343,0.163,0.874,7158,0,7158,2.237,0,2.643,0,602,0,0.188,0,4295,0,1.343,0,1.586,0,9.182,0.163,NA,NA,24.184,17.507,24.416,-100,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"MD",2021-01-17,"MD",6779888,14.288,5695623,14.193,147540,0,4700,152240,2.245,13.331,0,0,0,0,48750,0,4700,53450,0.788,95634,94999,635,1.411,62.818,11.186,8857,0.131,10.207,8699,158,74319,1.096,7.642,15.119,95316,317,94999,1.406,0.005,1.673,0.006,8697,158,0.128,0.002,74001,317,1.091,0.005,1.299,0.006,10.041,7.427,99.371,99.371,-21.711,-6.698,-21.802,66.667,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"MC",2021-01-17,"MC",1511251,3.185,1237479,3.084,38360,0,1200,39560,2.618,3.464,0,0,0,0,12675,0,1200,13875,0.918,31736,31736,0,2.1,80.222,3.712,2368,0.157,8.063,2368,0,21843,1.445,9.533,4.444,31736,0,31736,2.1,0,2.565,0,2368,0,0.157,0,21843,0,1.445,0,1.765,0,8.063,9.533,NA,NA,16.546,8.76,16.796,-100,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"NC",2021-01-17,"NC",661197,1.393,552935,1.378,17700,0,500,18200,2.753,1.594,0,0,0,0,5850,0,500,6350,0.96,10991,10991,0,1.662,60.39,1.286,843,0.127,8.307,843,0,6111,0.924,4.337,1.243,10991,0,10991,1.662,0,1.988,0,843,0,0.127,0,6111,0,0.924,0,1.105,0,8.307,4.337,NA,NA,-7.681,14.429,-7.564,-100,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"PV",2021-01-17,"PV",2220504,4.68,1898123,4.73,47205,0,1400,48605,2.189,4.256,0,0,0,0,15600,0,1400,17000,0.766,24505,24505,0,1.104,50.417,2.866,1020,0.046,4.343,1020,0,12499,0.563,-0.62,2.543,24505,0,24505,1.104,0,1.291,0,1020,0,0.046,0,12499,0,0.563,0,0.658,0,4.343,-0.62,NA,NA,-38.761,-9.06,-38.598,-100,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"CE",2021-01-17,"CE",84202,0.177,66158,0.165,1005,0,200,1205,1.431,0.106,0,0,0,0,0,0,200,200,0.238,968,929,39,1.15,80.332,0.113,14,0.017,1.468,5,9,290,0.344,-2.357,0.059,948,19,929,1.126,0.023,1.433,0.029,3,9,0.004,0.011,270,19,0.321,0.023,0.408,0.029,0.317,-6.25,90,90,-36.158,-40.113,-37.375,666.667,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"ML",2021-01-17,"ML",87076,0.184,66178,0.165,1005,0,200,1205,1.384,0.106,0,0,0,0,0,0,200,200,0.23,1269,1269,0,1.457,105.311,0.148,19,0.022,1.52,19,0,490,0.563,-6.489,0.1,1269,0,1269,1.457,0,1.918,0,19,0,0.022,0,490,0,0.563,0,0.74,0,1.52,-6.489,NA,NA,-19.565,-42.391,-18.966,-100,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"FFAA",2021-01-17,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
"ES",2021-01-17,"ES",47450795,100,40129822,100,1106300,0,35700,1142000,2.407,100,1300,0,0,1300,362375,0,35700,398075,0.839,854945,851858,3087,1.802,74.864,100,42998,0.091,5.296,42227,771,491559,1.036,0.06,100,853401,1543,851858,1.798,0.003,2.127,0.004,42225,771,0.089,0.002,490015,1543,1.033,0.003,1.221,0.004,5.205,-0.098,99.87,99.87,0,0,0,0,2021-07-27,2021-12-09,2022-04-24,2212-09-06,2340-06-13,2468-03-20,2164-10-07,2260-08-05,2356-06-03
