"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-16,"EX",1063987,2.242,911213,2.271,244025,74000,36200,0,354225,33.292,2.585,0,3100,0,3100,32760,3100,8100,43960,4.132,341230,141908,199322,32.071,96.331,2.767,13256,1.246,4.042,9017,4239,55996,5.263,-6.09,2.668,241569,99661,141908,22.704,9.367,26.511,10.937,9017,4239,0.847,0.398,42266,13730,3.972,1.29,4.638,1.507,3.877,-10.362,4.442,10.06,23.417,15.299,19.677,33.528,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"GA",2021-04-16,"GA",2701819,5.694,2362643,5.887,637765,188300,98800,0,924865,34.231,6.749,0,8000,0,8000,105300,8000,25200,138500,5.126,817578,397846,419732,30.26,88.4,6.63,14419,0.534,1.795,7373,7046,159804,5.915,-10.431,7.614,607712,209866,397846,22.493,7.768,25.722,8.883,7373,7046,0.273,0.261,135381,24423,5.011,0.904,5.73,1.034,1.228,-14.553,3.474,22.268,16.438,18.528,18.565,10.734,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"RI",2021-04-16,"RI",319914,0.674,270788,0.675,69095,22200,10200,0,101495,31.726,0.741,0,900,0,900,9360,900,2400,12660,3.957,92486,40498,51988,28.91,91.124,0.75,3053,0.954,3.414,2879,174,13542,4.233,-15.673,0.645,66492,25994,40498,20.784,8.125,24.555,9.599,2879,174,0.9,0.054,12269,1273,3.835,0.398,4.531,0.47,4.526,-16.639,0.674,-5.071,11.276,9.941,9.557,15.823,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"MD",2021-04-16,"MD",6779888,14.288,5695623,14.193,1154715,472500,179300,0,1806515,26.645,13.183,0,20000,0,20000,157950,20000,43200,221150,3.262,1612760,727476,885284,23.787,89.275,13.079,48829,0.72,3.122,46638,2191,284996,4.204,2.965,13.578,1170118,442642,727476,17.259,6.529,20.544,7.772,46638,2191,0.688,0.032,268620,16376,3.962,0.242,4.716,0.288,4.151,5.323,0.497,-24.691,-8.462,-7.734,-9.024,-6.928,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"MC",2021-04-16,"MC",1511251,3.185,1237479,3.084,260465,105200,37700,0,403365,26.691,2.944,0,4400,0,4400,31590,4400,8300,44290,2.931,318242,114722,203520,21.058,78.897,2.581,17817,1.179,5.931,17166,651,39975,2.645,31.874,1.905,216482,101760,114722,14.325,6.733,17.494,8.223,17166,651,1.136,0.043,36955,3020,2.445,0.2,2.986,0.244,8.612,55.856,0.644,-54.256,-18.964,-7.567,-24.49,-4.02,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"NC",2021-04-16,"NC",661197,1.393,552935,1.378,130605,46000,20100,0,196705,29.75,1.435,0,1900,0,1900,17550,1900,4700,24150,3.652,177032,68886,108146,26.774,89.999,1.436,5255,0.795,3.059,3153,2102,30964,4.683,1.018,1.475,122959,54073,68886,18.596,8.178,22.238,9.779,3153,2102,0.477,0.318,23256,7708,3.517,1.166,4.206,1.394,2.632,-3.813,4.045,19.061,3.087,3.015,-1.977,16.579,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"PV",2021-04-16,"PV",2220504,4.68,1898123,4.73,454950,154700,70900,0,680550,30.648,4.966,0,6500,0,6500,70200,6500,18000,94700,4.265,604493,274999,329494,27.223,88.824,4.902,17144,0.772,2.919,12490,4654,126316,5.689,-0.419,6.018,439746,164747,274999,19.804,7.419,23.167,8.679,12490,4654,0.562,0.21,90412,35904,4.072,1.617,4.763,1.892,2.923,-0.877,2.907,0.755,4.744,6.111,4.391,5.759,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"CE",2021-04-16,"CE",84202,0.177,66158,0.165,10170,6100,1600,0,17870,21.223,0.13,0,300,0,300,1170,300,300,1770,2.102,17750,10168,7582,21.08,99.328,0.144,647,0.768,3.783,638,9,2273,2.699,15.381,0.108,13959,3791,10168,16.578,4.502,21.099,5.73,638,9,0.758,0.011,2123,150,2.521,0.178,3.209,0.227,4.789,16.138,0.238,5.634,-18.644,-26.554,-12.614,-35.823,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"ML",2021-04-16,"ML",87076,0.184,66178,0.165,10170,6100,1500,0,17770,20.407,0.13,0,300,300,600,1170,300,300,1770,2.033,15521,6935,8586,17.825,87.344,0.126,493,0.566,3.281,260,233,2444,2.807,0.535,0.116,11228,4293,6935,12.894,4.93,16.966,6.487,260,233,0.299,0.268,1085,1359,1.246,1.561,1.64,2.054,2.371,7.639,5.739,-4.498,-31.522,-29.348,-32.033,-29.722,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"FFAA",2021-04-16,"FFAA",NA,NA,NA,NA,19500,66100,0,0,85600,NA,0.625,0,0,0,0,0,0,0,0,NA,69717,58727,10990,NA,81.445,0.565,217,NA,0.312,134,83,4006,NA,-44.392,0.191,64222,5495,58727,NA,NA,NA,NA,134,83,NA,NA,3807,199,NA,NA,NA,NA,0.209,-45.969,1.534,25.949,NA,NA,NA,NA,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"ES",2021-04-16,"ES",47450795,100,40129822,100,8958885,3371400,1372800,0,13703085,28.879,100,4680,106300,300,111280,1241370,139200,328800,1709370,3.602,12330755,5673353,6657402,25.986,89.985,100,445670,0.939,3.75,370506,75164,2098930,4.423,1.224,100,9002054,3328701,5673353,18.971,7.015,22.432,8.295,370506,75164,0.781,0.158,1842338,256592,3.883,0.541,4.591,0.639,4.292,0.102,2.31,10.084,0,0,0,0,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
