"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-16,"AN",8464411,17.838,7062213,17.598,1468440,589600,219200,0,2277240,26.904,16.618,0,24800,0,24800,184860,24800,51200,260860,3.082,2116629,970327,1146302,25.006,92.947,17.165,74785,0.884,3.663,61641,13144,339890,4.016,-0.727,16.193,1543478,573151,970327,18.235,6.771,21.855,8.116,61641,13144,0.728,0.155,302676,37214,3.576,0.44,4.286,0.527,4.16,-3.571,2.347,30.603,-3.773,-6.839,-3.88,-3.478,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"AR",2021-04-16,"AR",1329391,2.802,1132764,2.823,291645,92600,45800,0,430045,32.349,3.138,0,3900,0,3900,40950,3900,10500,55350,4.164,375697,159959,215738,28.261,87.362,3.047,27734,2.086,7.97,24331,3403,72325,5.44,26.608,3.446,267828,107869,159959,20.147,8.114,23.644,9.523,24331,3403,1.83,0.256,66127,6198,4.974,0.466,5.838,0.547,9.992,25.466,3.258,40.226,8.744,11.991,6.199,15.666,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"AS",2021-04-16,"AS",1018784,2.147,901209,2.246,280535,71000,42200,0,393735,38.648,2.873,0,3000,0,3000,38610,3000,9500,51110,5.017,343170,124254,218916,33.684,87.158,2.783,13132,1.289,3.979,8499,4633,60316,5.92,5.703,2.874,233712,109458,124254,22.94,10.744,25.933,12.146,8499,4633,0.834,0.455,46657,13659,4.58,1.341,5.177,1.516,3.774,-1.397,4.42,40.179,29.623,33.815,20.921,53.158,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"IB",2021-04-16,"IB",1171543,2.469,986279,2.458,162990,81400,24300,0,268690,22.935,1.961,4680,0,0,4680,22230,3400,6300,31930,2.725,247693,124453,123240,21.142,92.185,2.009,7205,0.615,2.996,5298,1907,47930,4.091,-3.67,2.284,186073,61620,124453,15.883,5.26,18.866,6.248,5298,1907,0.452,0.163,41370,6560,3.531,0.56,4.195,0.665,2.931,-4.82,3.194,4.276,-18.631,-20.575,-16.277,-25.018,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"CN",2021-04-16,"CN",2175952,4.586,1871033,4.662,319380,151600,47800,0,518780,23.842,3.786,0,6400,0,6400,43290,6400,12000,61690,2.835,452142,214900,237242,20.779,87.155,3.667,16907,0.777,3.885,15166,1741,84056,3.863,5.912,4.005,333521,118621,214900,15.328,5.451,17.826,6.34,15166,1741,0.697,0.08,79901,4155,3.672,0.191,4.27,0.222,4.764,5.158,1.49,22.856,-20.039,-17.444,-19.203,-22.295,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"CB",2021-04-16,"CB",582905,1.228,501384,1.249,132945,40500,19900,0,193345,33.169,1.411,0,0,0,0,17550,1700,4600,23850,4.092,159103,63275,95828,27.295,82.29,1.29,5673,0.973,3.697,4928,745,25712,4.411,3.298,1.225,111189,47914,63275,19.075,8.22,22.176,9.556,4928,745,0.845,0.128,22825,2887,3.916,0.495,4.552,0.576,4.638,0.622,1.579,30.811,5.049,14.902,0.548,17.177,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"CL",2021-04-16,"CL",2394918,5.047,2092873,5.215,647895,166900,100800,0,915595,38.231,6.682,0,0,0,0,92430,7000,22500,121930,5.091,787728,293096,494632,32.892,86.035,6.388,33061,1.38,4.381,27996,5065,130598,5.453,4.316,6.222,540412,247316,293096,22.565,10.327,25.822,11.817,27996,5065,1.169,0.211,113068,17530,4.721,0.732,5.403,0.838,5.464,4.551,2.091,2.821,26.57,32.395,18.945,47.213,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"CM",2021-04-16,"CM",2045221,4.31,1719964,4.286,412875,142400,63800,0,619075,30.269,4.518,0,0,0,0,56160,6000,14200,76360,3.734,543061,215359,327702,26.553,87.721,4.404,23583,1.153,4.54,19582,4001,79574,3.891,5.783,3.791,379210,163851,215359,18.541,8.011,22.048,9.526,19582,4001,0.957,0.196,65659,13915,3.21,0.68,3.817,0.809,5.445,7.862,2.503,-3.038,2.181,4.826,-2.267,14.198,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"CT",2021-04-16,"CT",7780479,16.397,6531658,16.276,1413980,541900,221100,0,2176980,27.98,15.887,0,22800,0,22800,193050,22800,52700,268550,3.452,2002444,1038348,964096,25.737,91.983,16.239,80231,1.031,4.174,68282,11949,337777,4.341,2.468,16.093,1520396,482048,1038348,19.541,6.196,23.277,7.38,68282,11949,0.878,0.154,307870,29907,3.957,0.384,4.714,0.458,4.702,-0.055,2.542,38.439,-0.964,-3.11,3.005,-11.675,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
"VC",2021-04-16,"VC",5057353,10.658,4269305,10.639,836740,352300,131600,0,1320640,26.113,9.638,0,0,0,0,125190,14800,34800,174790,3.456,1236279,627217,609062,24.445,93.612,10.026,42229,0.835,3.537,35035,7194,200436,3.963,-1.073,9.549,931748,304531,627217,18.424,6.022,21.824,7.133,35035,7194,0.693,0.142,180011,20425,3.559,0.404,4.216,0.478,3.907,-1.652,2.419,4.337,-5.93,-9.57,-2.883,-14.155,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
