"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,1098720,381600,168000,1648320,17.011,1483868,90,514632,17.788,-4.639,6.08,7.287,7.48,3.145,4.551,4.778,17.531,-0.284,0,0,0,0,0,0,0,0.085,176250,99450,56800,20000,25326,153632,0.053,0.324,-87.9419426870115,-91.3680781758958
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,209745,59900,35300,304945,3.147,258902,84.9,93627,3.104,12.313,7.043,8.265,8.453,19.481,18.586,18.406,19.475,10.777,0,0,0,0,0,0,0,0.006,38930,22230,13600,3100,9164,29019,0.019,0.061,-97.729810197246,-96.9055374592834
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,203315,46000,32700,282015,2.91,234491,83.1,89604,2.811,35.555,8.795,9.943,10.117,49.209,42.651,41.725,23.017,30.921,0,0,0,0,0,0,0,0.027,35460,21060,12000,2400,10420,32187,0.022,0.068,-97.4692966133234,-96.4169381107492
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,112680,52700,18000,183380,1.892,160884,87.7,45509,1.929,-23.351,3.885,4.614,4.726,-34.1,-33.798,-33.8,13.733,-21.888,0,0,0,0,0,0,0,0.006,22570,12870,6900,2800,6261,25027,0.013,0.053,-98.0275400074432,-97.8827361563518
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,232800,98100,35800,366700,3.784,315167,85.9,108593,3.778,-17.481,4.991,5.804,5.945,-15.336,-16.729,-16.724,14.484,-17.613,0,0,0,0,0,0,0,0.012,41400,23400,12900,5100,14122,54700,0.03,0.115,-95.7201339784146,-95.114006514658
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,97845,26200,15300,139345,1.438,114080,81.9,44056,1.368,17.103,7.558,8.787,8.98,28.22,26.069,25.795,19.571,11.321,0,0,0,0,0,0,0,0.001,16360,9360,5600,1400,1862,13011,0.004,0.027,-98.9951618905843,-99.3485342019544
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,463035,108100,78300,649435,6.702,554254,85.3,207364,6.644,32.794,8.659,9.908,10.105,46.89,42.155,41.545,23.143,31.639,0,0,0,0,0,0,0,0.035,85440,49140,30600,5700,27240,77503,0.057,0.163,-93.9337551172311,-90.7166123778502
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,300555,92200,49600,442355,4.565,356085,80.5,122854,4.269,5.918,6.007,7.143,7.323,1.906,2.481,2.584,17.411,-0.967,0,0,0,0,0,0,0,0.009,53820,30420,18600,4800,11867,51253,0.025,0.108,-95.9806475623372,-95.928338762215
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,1027880,350800,168400,1547080,15.966,1353057,87.5,431509,16.22,-2.63,5.546,6.606,6.772,-5.912,-5.215,-5.135,17.39,-1.082,0,0,0,0,0,0,0,0.024,185430,104130,63000,18300,33948,257210,0.072,0.542,-79.8288053591366,-88.2736156351791
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,586360,228100,96800,911260,9.404,821536,90.2,257143,9.848,-11.765,5.085,6.023,6.172,-13.742,-13.585,-13.542,16.244,-7.601,0,0,0,0,0,0,0,0.018,118860,67860,39000,12000,18944,185416,0.04,0.391,-85.4484555266096,-93.485342019544
