"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,32450,0,1000,33450,2.936,17862,53.4,0,2.642,30.944,0,0,0,NA,NA,NA,1.679,17.807,1000,0,1000,0,0,3569,0,0.004,11725,10725,1000,0,0,14553,0,0.031,-96.8623481781377,NA
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,56080,0,1800,57880,5.08,44014,76,0,6.509,-10.786,0,0,0,NA,NA,NA,1.629,14.317,1800,0,1800,0,0,6269,0,0.025,20325,18525,1800,0,0,23749,0,0.05,-94.9392712550607,NA
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,8840,0,200,9040,0.793,5385,59.6,0,0.796,17.715,0,0,0,NA,NA,NA,1.683,18.122,200,0,200,0,0,734,0,0.001,3125,2925,200,0,0,4527,0,0.01,-98.9878542510121,NA
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,147540,0,4700,152240,13.361,63385,41.6,0,9.374,-6.485,0,0,0,NA,NA,NA,0.935,-34.394,4700,0,4700,0,0,14157,0,0.011,53450,48750,4700,0,0,52048,0,0.11,-88.8663967611336,NA
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,38360,0,1200,39560,3.472,21739,55,0,3.215,9.011,0,0,0,NA,NA,NA,1.438,0.944,1200,0,1200,0,0,1834,0,0.01,13875,12675,1200,0,0,14452,0,0.03,-96.9635627530364,NA
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,17700,0,500,18200,1.597,8314,45.7,0,1.23,14.668,0,0,0,NA,NA,NA,1.257,-11.762,500,0,500,0,0,894,0,0.006,6350,5850,500,0,0,5354,0,0.011,-98.8866396761134,NA
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,47205,0,1400,48605,4.266,20003,41.2,0,2.958,-8.85,0,0,0,NA,NA,NA,0.901,-36.785,1400,0,1400,0,0,2232,0,0.012,17000,15600,1400,0,0,12269,0,0.026,-97.3684210526316,NA
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,200,1205,0.106,911,75.6,0,0.135,-40.25,0,0,0,NA,NA,NA,1.082,-24.077,200,0,200,0,0,91,0,0.001,200,0,200,0,0,335,0,0.001,-99.8987854251012,NA
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,200,1205,0.106,1098,91.1,0,0.162,-42.523,0,0,0,NA,NA,NA,1.261,-11.513,200,0,200,0,0,93,0,0.001,200,0,200,0,0,672,0,0.001,-99.8987854251012,NA
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1103700,0,35700,1139400,100,676186,59.346,0,100,0,0,0,0,NA,NA,NA,1.425,0,35700,0,35700,0,0,94548,0,0.294,395475,359775,35700,0,0,468863,0,0.988,0,NA
