"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,209520,0,6800,216320,18.985,123459,57.1,0,18.258,6.433,0,0,0,NA,NA,NA,1.459,2.354,6800,0,6800,0,0,13628,0,0.085,76025,69225,6800,0,0,69525,0,0.147,-85.1214574898785,NA
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,35415,0,1200,36615,3.214,20854,57,0,3.084,14.687,0,0,0,NA,NA,NA,1.569,10.081,1200,0,1200,0,0,3811,0,0.006,12900,11700,1200,0,0,14668,0,0.031,-96.8623481781377,NA
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,35420,0,1200,36620,3.214,29074,79.4,0,4.3,49.696,0,0,0,NA,NA,NA,2.854,100.263,1200,0,1200,0,0,3796,0,0.027,12900,11700,1200,0,0,14668,0,0.031,-96.8623481781377,NA
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,12840,0,600,13440,1.18,7552,56.2,0,1.117,-52.225,0,0,0,NA,NA,NA,0.645,-54.764,600,0,600,0,0,2621,0,0.006,600,0,600,0,0,4362,0,0.009,-99.0890688259109,NA
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,41310,0,1300,42610,3.74,25159,59,0,3.721,-18.454,0,0,0,NA,NA,NA,1.156,-18.863,1300,0,1300,0,0,2869,0,0.012,14950,13650,1300,0,0,17829,0,0.038,-96.1538461538462,NA
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,17700,0,500,18200,1.597,12779,70.2,0,1.89,30.076,0,0,0,NA,NA,NA,2.192,53.843,500,0,500,0,0,1477,0,0.001,6350,5850,500,0,0,11215,0,0.024,-97.5708502024291,NA
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,76740,0,2500,79240,6.955,57969,73.2,0,8.573,37.795,0,0,0,NA,NA,NA,2.421,69.857,2500,0,2500,0,0,9726,0,0.035,27850,25350,2500,0,0,35866,0,0.076,-92.3076923076923,NA
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,53100,0,1700,54800,4.81,30613,55.9,0,4.527,11.59,0,0,0,NA,NA,NA,1.497,5.037,1700,0,1700,0,0,3734,0,0.009,19250,17550,1700,0,0,22947,0,0.048,-95.1417004048583,NA
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,180020,0,5800,185820,16.309,105587,56.8,0,15.615,-0.539,0,0,0,NA,NA,NA,1.357,-4.768,5800,0,5800,0,0,13454,0,0.024,65275,59475,5800,0,0,81072,0,0.171,-82.6923076923077,NA
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,91450,0,2900,94350,8.281,80429,85.2,0,11.895,-22.306,0,0,0,NA,NA,NA,1.59,11.601,2900,0,2900,0,0,9559,0,0.018,33125,30225,2900,0,0,68752,0,0.145,-85.3238866396761,NA
