"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,244620,0,6800,251420,18.678,251172,99.9,37978,19.452,4.707,0.449,0.538,0.552,72.115,74.461,74.839,2.967,9.048
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,41265,0,1200,42465,3.155,43531,102.5,2945,3.371,12.586,0.222,0.26,0.266,-15.02,-15.656,-15.784,3.275,20.335
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,44195,0,1200,45395,3.372,44087,97.1,10694,3.414,57.072,1.05,1.187,1.207,302.664,284.966,282.467,4.327,59.028
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,22590,0,600,23190,1.723,22372,96.5,2879,1.733,-30.225,0.246,0.292,0.299,-5.731,-5.3,-5.302,1.91,-29.824
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,46185,0,1300,47485,3.528,52768,111.1,5149,4.087,-23.079,0.237,0.275,0.282,-9.227,-10.721,-10.716,2.425,-10.882
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,20625,0,500,21125,1.569,20743,98.2,300,1.606,27.797,0.051,0.06,0.061,-80.257,-80.589,-80.631,3.559,30.773
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,93315,0,2500,95815,7.118,99536,103.9,13245,7.709,41.034,0.553,0.633,0.645,112.151,105.313,104.432,4.156,52.733
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,61875,0,1700,63575,4.723,64349,101.2,3623,4.984,9.58,0.177,0.211,0.216,-32.046,-31.663,-31.594,3.146,15.624
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,211220,0,5800,217020,16.122,182713,84.2,9620,14.15,-1.676,0.124,0.147,0.151,-52.57,-52.219,-52.178,2.348,-13.701
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,109000,0,2900,111900,8.313,105490,94.3,5393,8.17,-22.003,0.107,0.126,0.129,-59.094,-59.019,-58.999,2.086,-23.346
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,39275,0,1000,40275,2.992,35441,88,1721,2.745,33.451,0.162,0.189,0.193,-37.952,-38.727,-38.768,3.331,22.409
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,66805,0,1800,68605,5.097,70384,102.6,12042,5.451,-10.492,0.446,0.51,0.519,70.973,65.352,64.506,2.605,-4.267
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,11765,0,200,11965,0.889,9387,78.5,455,0.727,31.879,0.142,0.168,0.172,-45.441,-45.488,-45.513,2.934,7.83
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,171915,0,4700,176615,13.12,169501,96,4073,13.127,-8.171,0.06,0.072,0.073,-76.955,-76.8,-76.796,2.5,-8.126
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,45185,0,1200,46385,3.446,48652,104.9,5829,3.768,8.191,0.386,0.471,0.485,47.959,52.814,53.506,3.219,18.307
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,20625,0,500,21125,1.569,18703,88.5,1757,1.448,12.66,0.266,0.318,0.326,1.935,3.087,3.246,2.829,3.95
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,55980,0,1400,57380,4.263,48927,85.3,5159,3.789,-8.917,0.232,0.272,0.278,-10.875,-11.824,-11.97,2.203,-19.027
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.162,1829,83.9,503,0.142,-8.503,0.597,0.76,0.786,129.155,146.657,149.01,2.172,-20.176
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.162,1631,74.8,332,0.126,-11.984,0.381,0.502,0.52,46.259,62.754,64.689,1.873,-31.166
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1310400,0,35700,1346100,100,1291216,95.923,123697,100,0,0.261,0.308,0.316,0,0,0,2.721,0
