"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-27,"AN",8464411,17.838,7062213,17.598,999270,361600,111200,1472070,17.391,17.301,0,0,0,0,99450,17800,0,117250,1.385,1345166,358203,986963,15.892,91.379,18.591,14930,0.176,1.122,10755,4175,170931,2.019,5.909,15.86,851684,493481,358203,10.062,5.83,12.06,6.988,10754,4175,0.127,0.049,90912,80018,1.074,0.945,1.287,1.133,1.279,10.6,0.853,1.039,4.221,-3.01,1.657,8.972,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"AR",2021-03-27,"AR",1329391,2.802,1132764,2.823,187515,56800,21700,266015,20.01,3.126,0,0,0,0,22230,2800,0,25030,1.883,232103,62420,169683,17.459,87.252,3.208,2220,0.167,0.966,1841,379,31390,2.361,-2.081,2.913,147261,84842,62419,11.077,6.382,13,7.49,1841,379,0.138,0.029,16019,15371,1.205,1.156,1.414,1.357,1.266,1.437,0.449,-5.496,14.49,11.563,11.911,19.29,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"AS",2021-03-27,"AS",1018784,2.147,901209,2.246,182255,43600,20700,246555,24.201,2.898,0,0,0,0,21060,2100,0,23160,2.273,205691,45963,159728,20.19,83.426,2.843,3387,0.332,1.674,2707,680,23961,2.352,4.761,2.223,125827,79864,45963,12.351,7.839,13.962,8.862,2707,680,0.266,0.067,14903,9058,1.463,0.889,1.654,1.005,2.199,13.4,0.859,-6.897,32.417,34.979,24.783,46.523,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"IB",2021-03-27,"IB",1171543,2.469,986279,2.458,99810,49900,11100,160810,13.726,1.89,0,0,0,0,12870,2400,0,15270,1.303,140669,59268,81401,12.007,87.475,1.944,4812,0.411,3.542,3360,1452,19883,1.697,17.325,1.845,99969,40700,59269,8.533,3.474,10.136,4.127,3360,1452,0.287,0.124,13537,6346,1.155,0.542,1.373,0.643,3.478,19.818,3.7,12.358,-21.264,-23.451,-13.791,-35.065,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"CN",2021-03-27,"CN",2175952,4.586,1871033,4.662,209400,93000,22900,325300,14.95,3.823,0,0,0,0,23400,4600,0,28000,1.287,268126,76917,191209,12.322,82.424,3.706,7659,0.352,2.94,6526,1133,35079,1.612,17.901,3.255,172522,95604,76918,7.929,4.394,9.221,5.11,6526,1133,0.3,0.052,15694,19384,0.721,0.891,0.839,1.036,3.931,58.174,1.199,-2.254,-19.189,-16.638,-19.893,-17.869,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"CB",2021-03-27,"CB",582905,1.228,501384,1.249,88485,24800,9700,122985,21.099,1.445,0,0,0,0,9360,1200,0,10560,1.812,103068,18122,84946,17.682,83.805,1.424,1999,0.343,1.978,1720,279,15486,2.657,5.168,1.437,60595,42473,18122,10.395,7.286,12.086,8.471,1720,279,0.295,0.048,6777,8709,1.163,1.494,1.352,1.737,2.921,32.83,0.661,-9.498,15.961,17.671,5.021,36.187,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"CL",2021-03-27,"CL",2394918,5.047,2092873,5.215,413895,102400,47700,563995,23.55,6.629,0,0,0,0,49140,5100,0,54240,2.265,487065,121328,365737,20.337,86.36,6.732,10314,0.431,2.163,7569,2745,79755,3.33,1.673,7.4,304197,182869,121328,12.702,7.636,14.535,8.738,7570,2745,0.316,0.115,38155,41601,1.593,1.737,1.823,1.988,2.552,12.775,1.524,-6.745,33.386,31.345,28.329,42.729,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"CM",2021-03-27,"CM",2045221,4.31,1719964,4.286,270135,87400,31000,388535,18.997,4.566,0,0,0,0,30420,4300,0,34720,1.698,313956,89419,224537,15.351,80.805,4.339,9124,0.446,2.993,7842,1282,52742,2.579,12.262,4.894,201688,112269,89419,9.861,5.489,11.726,6.527,7843,1282,0.383,0.063,30615,22127,1.497,1.082,1.78,1.286,4.046,25.672,1.155,-2.179,0.673,5.94,-0.374,2.598,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"CT",2021-03-27,"CT",7780479,16.397,6531658,16.276,923750,332500,105400,1361650,17.501,16.004,0,0,0,0,104130,16400,0,120530,1.549,1127962,323514,804448,14.497,82.838,15.59,32115,0.413,2.931,27452,4663,167331,2.151,5.956,15.526,725738,402224,323514,9.328,5.17,11.111,6.158,27452,4663,0.353,0.06,66555,100776,0.855,1.295,1.019,1.543,3.931,60.308,1.173,-13.429,-4.922,-2.397,-5.759,-3.364,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"VC",2021-03-27,"VC",5057353,10.658,4269305,10.639,518500,216100,57800,792400,15.668,9.313,0,0,0,0,67860,10700,0,78560,1.553,669044,187895,481149,13.229,84.433,9.247,32924,0.651,5.176,30548,2376,123704,2.446,25.915,11.478,428470,240575,187895,8.472,4.757,10.036,5.635,30549,2376,0.604,0.047,70697,53008,1.398,1.048,1.656,1.242,7.677,67.421,0.997,-5.372,-13.239,-12.62,-14.407,-11.084,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"EX",2021-03-27,"EX",1063987,2.242,911213,2.271,160955,45400,17800,224155,21.067,2.635,0,0,0,0,17550,2200,0,19750,1.856,194138,48116,146022,18.246,86.609,2.683,5299,0.498,2.806,5017,282,30755,2.891,6.874,2.854,121127,73011,48116,11.384,6.862,13.293,8.013,5017,282,0.472,0.027,18854,11901,1.772,1.119,2.069,1.306,4.321,22.931,0.388,-11.444,19.67,17.529,15.013,28.262,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"GA",2021-03-27,"GA",2701819,5.694,2362643,5.887,369835,115500,41400,526735,19.496,6.191,0,0,0,0,56160,5700,0,61860,2.29,436733,153158,283575,16.164,82.913,6.036,5459,0.202,1.266,4097,1362,58994,2.183,2.838,5.474,294946,141788,153158,10.917,5.248,12.484,6.001,4098,1362,0.152,0.05,31325,27670,1.159,1.024,1.326,1.171,1.409,11.382,0.97,-5.376,6.006,8.728,10.295,-1.907,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"RI",2021-03-27,"RI",319914,0.674,270788,0.675,45695,13600,4800,64095,20.035,0.753,0,0,0,0,4680,700,0,5380,1.682,56609,18304,38305,17.695,88.32,0.782,1576,0.493,2.864,1393,183,7351,2.298,19.102,0.682,37456,19152,18304,11.708,5.987,13.832,7.073,1392,183,0.435,0.057,4138,3213,1.293,1.004,1.528,1.187,3.86,51.909,0.965,-6.789,16.024,11.721,18.287,11.907,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"MD",2021-03-27,"MD",6779888,14.288,5695623,14.193,753405,289800,85200,1128405,16.643,13.262,0,0,0,0,85410,14300,0,99710,1.471,960478,335435,625043,14.167,85.118,13.275,17365,0.256,1.841,10855,6510,129074,1.904,7.464,11.976,647957,312521,335436,9.557,4.61,11.376,5.487,10855,6510,0.16,0.096,37873,91201,0.559,1.345,0.665,1.601,1.704,26.733,2.127,1.082,-7.09,-7.181,-3.445,-13.832,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"MC",2021-03-27,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,217254,59383,157871,14.376,82.282,3.003,2946,0.195,1.375,976,1970,25734,1.703,-1.194,2.388,138318,78935,59383,9.153,5.223,11.177,6.379,975,1970,0.065,0.13,8435,17297,0.558,1.145,0.682,1.398,0.71,-8.295,2.56,2.671,-5.714,-2.575,-7.527,-2.374,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"NC",2021-03-27,"NC",661197,1.393,552935,1.378,86145,28200,9700,124045,18.761,1.458,0,0,0,0,9360,1400,0,10760,1.627,109542,38498,71044,16.567,88.308,1.514,1837,0.278,1.706,1492,345,14428,2.182,-1.777,1.339,74020,35522,38498,11.195,5.372,13.387,6.424,1492,345,0.226,0.052,8980,5448,1.358,0.824,1.624,0.985,2.057,-2.476,0.981,-0.602,8.686,4.666,13.104,0.411,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
"PV",2021-03-27,"PV",2220504,4.68,1898123,4.73,275940,94900,30800,401640,18.088,4.72,0,0,0,0,37440,4700,0,42140,1.898,328717,144275,184442,14.804,81.844,4.543,11739,0.529,3.703,8884,2855,69859,3.146,16.095,6.482,236496,92221,144275,10.651,4.153,12.459,4.859,8884,2855,0.4,0.129,48856,21004,2.2,0.946,2.574,1.107,3.903,18.215,3.195,11.451,-2.927,0.855,7.608,-22.374,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
