"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,662310,144200,36300,842810,18.692,774701,91.9,228829,19.82,4.79,2.703,3.24,3.326,1.271,2.651,2.873,9.152,11.108
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,112635,22600,6300,141535,3.139,131441,92.9,46898,3.363,12.029,3.528,4.14,4.234,32.151,31.162,30.963,9.887,20.029
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,112055,17400,6300,135755,3.011,118737,87.5,39435,3.038,40.236,3.871,4.376,4.453,45,38.628,37.728,11.655,41.485
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,56520,19900,3200,79620,1.766,61659,77.4,22161,1.577,-28.479,1.892,2.247,2.301,-29.14,-28.816,-28.818,5.263,-36.108
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,129840,37100,7000,173940,3.858,148158,85.2,51479,3.79,-15.88,2.366,2.751,2.818,-11.376,-12.835,-12.83,6.809,-17.342
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,55725,9900,2900,68525,1.52,59968,87.5,20584,1.534,23.761,3.531,4.105,4.196,32.282,30.063,29.78,10.288,24.89
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,246585,40800,13500,300885,6.673,263681,87.6,90732,6.746,32.221,3.789,4.335,4.421,41.919,37.344,36.755,11.01,33.658
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,167175,34800,9200,211175,4.684,164826,78.1,69232,4.217,8.668,3.385,4.025,4.127,26.805,27.521,27.649,8.059,-2.165
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,570410,132700,31400,734510,16.29,657774,89.6,188818,16.828,-0.65,2.427,2.891,2.963,-9.091,-8.417,-8.34,8.454,2.631
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,288010,86200,15700,389910,8.648,323505,83,102016,8.276,-18.862,2.017,2.39,2.449,-24.436,-24.298,-24.261,6.397,-22.346
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,102455,18100,5400,125955,2.794,112229,89.1,39580,2.871,24.599,3.72,4.344,4.446,39.351,37.61,37.518,10.548,28.049
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,179125,46100,9800,235025,5.213,223906,95.3,58919,5.728,-8.456,2.181,2.494,2.541,-18.31,-20.996,-21.4,8.287,0.604
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,28145,5400,1400,34945,0.775,28978,82.9,9280,0.741,14.99,2.901,3.427,3.508,8.664,8.571,8.522,9.058,9.962
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,464415,115600,25400,605415,13.427,509698,84.2,175666,13.04,-6.024,2.591,3.084,3.16,-2.941,-2.29,-2.269,7.518,-8.736
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,121235,25700,6600,153535,3.405,124534,81.1,50556,3.186,6.914,3.345,4.085,4.203,25.316,29.428,30.014,8.24,0.037
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,55725,11200,2900,69825,1.549,62070,88.9,21992,1.588,11.172,3.326,3.977,4.08,24.596,26.004,26.198,9.388,13.962
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,148410,37900,7900,194210,4.307,131551,67.7,48052,3.366,-7.963,2.164,2.532,2.589,-18.936,-19.799,-19.931,5.924,-28.08
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,1500,400,6220,0.138,6334,101.8,1195,0.162,-22.062,1.419,1.806,1.868,-46.836,-42.776,-42.23,7.522,-8.681
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,1500,400,5050,0.112,4984,98.7,1276,0.128,-39.129,1.465,1.928,1.998,-45.106,-38.916,-38.19,5.724,-30.516
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,3508245,808600,192000,4508845,100,3908734,86.69,1266700,100,0,2.67,3.157,3.233,0,0,0,8.237,0
