"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-21,"AN",8464411,17.838,7062213,17.598,1653300,589600,219200,0,2462100,29.088,16.506,0,0,0,0,184860,24800,0,209660,2.477,2320492,1039550,1280942,27.415,94.248,17.192,121249,1.432,5.513,72951,48298,350309,4.139,21.19,16.991,1680021,640471,1039550,19.848,7.567,23.789,9.069,72951,48298,0.862,0.571,260812,89497,3.081,1.057,3.693,1.267,4.539,8.392,8.156,84.762,-3.621,-7.467,-4.737,-0.578,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"AR",2021-04-21,"AR",1329391,2.802,1132764,2.823,332595,92600,45800,0,470995,35.429,3.158,0,0,0,0,40950,3900,0,44850,3.374,413947,182807,231140,31.138,87.888,3.067,13851,1.042,3.462,10458,3393,82528,6.208,4.385,4.003,298377,115570,182807,22.445,8.693,26.341,10.202,10458,3393,0.787,0.255,69830,12698,5.253,0.955,6.165,1.121,3.632,1.133,3.025,26.815,9.458,12.705,7.727,14.216,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"AS",2021-04-21,"AS",1018784,2.147,901209,2.246,319145,71000,42200,0,432345,42.437,2.898,0,0,0,0,38610,3000,0,41610,4.084,392222,154620,237602,38.499,90.72,2.906,12089,1.187,3.18,8397,3692,75203,7.382,6.529,3.648,273421,118801,154620,26.838,11.661,30.339,13.182,8397,3692,0.824,0.362,57415,17788,5.636,1.746,6.371,1.974,3.168,6.763,3.207,5.78,35.352,34.979,28.812,53.212,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"IB",2021-04-21,"IB",1171543,2.469,986279,2.458,179370,81400,24300,0,285070,24.333,1.911,0,0,0,0,21060,0,0,21060,1.798,269110,136082,133028,22.971,94.401,1.994,6175,0.527,2.348,3710,2465,36068,3.079,-1.768,1.749,202596,66514,136082,17.293,5.677,20.541,6.744,3710,2465,0.317,0.21,27136,8932,2.316,0.762,2.751,0.906,1.865,-8.343,3.849,25.608,-19.239,-22.6,-17,-25.411,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"CN",2021-04-21,"CN",2175952,4.586,1871033,4.662,340440,151600,47800,0,539840,24.809,3.619,0,0,0,0,21060,6400,0,27460,1.262,508147,251537,256610,23.353,94.129,3.765,15883,0.73,3.227,10665,5218,89304,4.104,-1.432,4.331,379842,128305,251537,17.456,5.896,20.301,6.857,10665,5218,0.49,0.24,77072,12232,3.542,0.562,4.119,0.654,2.889,-7.213,4.239,62.271,-17.902,-21.086,-16.218,-22.533,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"CB",2021-04-21,"CB",582905,1.228,501384,1.249,150495,40500,19900,0,210895,36.18,1.414,0,0,0,0,17550,0,0,17550,3.011,177077,70771,106306,30.378,83.965,1.312,6443,1.105,3.776,3840,2603,29117,4.995,4.9,1.412,123924,53153,70771,21.26,9.119,24.716,10.601,3840,2603,0.659,0.447,22123,6994,3.795,1.2,4.412,1.395,3.198,-3.566,5.149,45.224,6.84,15.147,2.04,19.813,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"CL",2021-04-21,"CL",2394918,5.047,2092873,5.215,740325,166900,100800,0,1008025,42.09,6.758,0,0,0,0,92430,0,0,92430,3.859,878223,353271,524952,36.67,87.123,6.506,27884,1.164,3.279,19648,8236,147881,6.175,5.841,7.173,615747,262476,353271,25.711,10.96,29.421,12.541,19648,8236,0.82,0.344,123437,24444,5.154,1.021,5.898,1.168,3.296,2.602,3.239,25.916,28.908,33.901,23.403,44.002,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"CM",2021-04-21,"CM",2045221,4.31,1719964,4.286,469035,142400,63800,0,675235,33.015,4.527,0,0,0,0,56160,0,0,56160,2.746,583440,231584,351856,28.527,86.405,4.322,13850,0.677,2.432,8533,5317,83859,4.1,2.739,4.067,407512,175928,231584,19.925,8.602,23.693,10.229,8533,5317,0.417,0.26,63171,20688,3.089,1.012,3.673,1.203,2.139,-0.781,3.116,15.221,0.278,5.035,-4.368,13.021,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"CT",2021-04-21,"CT",7780479,16.397,6531658,16.276,1607030,541900,221100,0,2370030,30.461,15.889,0,0,0,0,193050,22800,0,215850,2.774,2142871,1081891,1060980,27.542,90.415,15.876,59851,0.769,2.873,27590,32261,299666,3.852,1.495,14.535,1612381,530490,1081891,20.723,6.818,24.686,8.122,27590,32261,0.355,0.415,231316,68350,2.973,0.878,3.541,1.046,1.741,-9.418,6.475,71.372,-3.177,-3.098,-0.538,-10.419,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
"VC",2021-04-21,"VC",5057353,10.658,4269305,10.639,961930,352300,131600,0,1445830,28.589,9.693,0,0,0,0,125190,0,0,125190,2.475,1357860,690026,667834,26.849,93.916,10.06,50248,0.994,3.843,30793,19455,232583,4.599,2.623,11.281,1023943,333917,690026,20.247,6.603,23.984,7.821,30793,19455,0.609,0.385,188580,44003,3.729,0.87,4.417,1.031,3.101,-5.103,6.187,57.615,-5.611,-9.054,-2.822,-13.244,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
