"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,739530,208600,73300,1021430,18.292,796930,78,233434,19.632,2.546,2.758,3.305,3.393,1.679,3.065,3.288,9.415,10.056,178620,77220,37000,64400,4605,22229,0.01,0.085,178620,77220,37000,64400,14467,143011,0.03,0.301,-81.56766687079,-78.4172661870504
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,130185,32700,12600,175485,3.143,134040,76.4,47125,3.302,12.158,3.545,4.16,4.254,30.696,29.718,29.521,10.083,17.861,33950,17550,6300,10100,227,2599,0,0.006,33950,17550,6300,10100,2930,18621,0.006,0.039,-97.6117575015309,-95.6834532374101
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,128435,25200,12700,166335,2.979,121707,73.2,41196,2.998,38.743,4.044,4.571,4.652,49.086,42.534,41.608,11.946,39.644,30580,16380,6400,7800,1761,2970,0.004,0.027,30580,16380,6400,7800,2773,17693,0.006,0.037,-97.7342314758114,-95.6834532374101
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,65880,28800,6500,101180,1.812,62033,61.3,22426,1.528,-26.611,1.914,2.274,2.329,-29.424,-29.101,-29.103,5.295,-38.105,21560,9360,3300,8900,265,374,0.001,0.006,21560,9360,3300,8900,1850,7877,0.004,0.017,-98.958971218616,-97.1223021582734
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,148560,53700,14300,216560,3.878,157037,72.5,53582,3.869,-15.433,2.462,2.864,2.933,-9.211,-10.705,-10.7,7.217,-15.639,42620,18720,7300,16600,2103,8879,0.004,0.012,42620,18720,7300,16600,3515,29243,0.007,0.062,-96.2033067973056,-94.9640287769784
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,62745,14300,5900,82945,1.485,62843,75.8,20584,1.548,20.962,3.531,4.105,4.196,30.196,28.011,27.733,10.781,26.023,14420,7020,3000,4400,0,2875,0,0.001,14420,7020,3000,4400,621,11545,0.001,0.024,-98.5303123086344,-99.2805755395683
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,285195,59000,27300,371495,6.653,272552,73.4,93024,6.714,31.819,3.884,4.445,4.533,43.208,38.593,37.998,11.38,33.03,70610,38610,13800,18200,2292,8871,0.005,0.035,70610,38610,13800,18200,5680,43069,0.012,0.091,-94.4274341702388,-91.3669064748201
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,190575,50400,18600,259575,4.649,169166,65.2,70132,4.167,7.856,3.429,4.078,4.18,26.427,27.141,27.269,8.271,-3.314,48400,23400,9400,15600,900,4340,0.002,0.009,48400,23400,9400,15600,5212,18807,0.011,0.04,-97.5505205143907,-92.0863309352518
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,651140,191900,63400,906440,16.233,676590,74.6,189899,16.668,-1.001,2.441,2.907,2.98,-10.013,-9.346,-9.269,8.696,1.65,171930,80730,32000,59200,1081,18816,0.002,0.024,171930,80730,32000,59200,6545,145574,0.014,0.307,-81.2002449479486,-89.9280575539568
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,340660,124700,31700,497060,8.902,349392,70.3,105717,8.607,-16.48,2.09,2.476,2.537,-22.93,-22.79,-22.751,6.909,-19.243,107150,52650,16000,38500,3701,25887,0.008,0.018,107150,52650,16000,38500,5508,62430,0.012,0.132,-91.9167176974893,-91.3669064748201
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,115325,26200,10900,152425,2.73,116392,76.4,40517,2.867,21.753,3.808,4.446,4.551,40.399,38.645,38.552,10.939,27.872,26470,12870,5500,8100,937,4163,0.002,0.004,26470,12870,5500,8100,2151,17553,0.005,0.037,-97.7342314758114,-96.4028776978417
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,222415,66700,19900,309015,5.534,233345,75.5,59133,5.748,-2.81,2.189,2.503,2.55,-19.307,-21.96,-22.359,8.637,0.956,73990,43290,10100,20600,214,9439,0,0.025,73990,43290,10100,20600,894,54204,0.002,0.114,-93.0189834660135,-98.5611510791367
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,31655,7800,2700,42155,0.755,29849,70.8,9295,0.735,12.008,2.905,3.433,3.514,7.122,7.031,6.983,9.33,9.065,7210,3510,1300,2400,15,871,0,0.001,7210,3510,1300,2400,102,4438,0,0.009,-99.4488671157379,-100
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,529935,167200,51300,748435,13.403,539372,72.1,176399,13.287,-6.192,2.602,3.097,3.173,-4.074,-3.43,-3.41,7.955,-7.006,143020,65520,25900,51600,733,29674,0.002,0.011,143020,65520,25900,51600,5810,153680,0.012,0.324,-80.1592161665646,-91.3669064748201
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,134105,37200,13400,184705,3.308,126784,68.6,51011,3.123,3.855,3.375,4.122,4.241,24.449,28.533,29.115,8.389,-1.934,31170,12870,6800,11500,455,2250,0.001,0.01,31170,12870,6800,11500,2483,16220,0.005,0.034,-97.9179424372321,-96.4028776978417
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,62745,16200,5900,84845,1.519,63690,75.1,22386,1.569,9.077,3.386,4.049,4.153,24.827,26.238,26.432,9.633,12.598,15020,7020,3000,5000,394,1620,0.001,0.006,15020,7020,3000,5000,1964,10545,0.004,0.022,-98.6527862829149,-97.1223021582734
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,177660,54800,16000,248460,4.45,136036,54.8,48576,3.351,-4.924,2.188,2.559,2.617,-19.344,-20.203,-20.335,6.126,-28.387,54250,29250,8100,16900,524,4485,0.001,0.012,54250,29250,8100,16900,3101,18609,0.007,0.039,-97.6117575015309,-94.9640287769784
