"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-18,"AN",8464411,17.838,7062213,17.598,1468440,589600,219200,2277240,26.904,16.618,0,0,0,0,184860,24800,51200,260860,3.082,2171705,1000040,1171665,25.657,95.366,17.128,27538,0.325,1.284,21198,6340,335992,3.969,-0.577,16.163,1585873,585832,1000041,18.736,6.921,22.456,8.295,21198,6340,0.25,0.075,288915,47077,3.413,0.556,4.091,0.667,1.355,-2.326,1.094,11.7,-3.98,-6.839,-4.354,-2.958,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"AR",2021-04-18,"AR",1329391,2.802,1132764,2.823,291645,92600,45800,430045,32.349,3.138,0,0,0,0,40950,3900,10500,55350,4.164,386272,165651,220621,29.056,89.821,3.046,5287,0.398,1.388,4067,1220,76785,5.776,2.99,3.694,275962,110310,165652,20.759,8.298,24.362,9.738,4067,1220,0.306,0.092,68467,8318,5.15,0.626,6.044,0.734,1.496,1.739,1.118,14.589,8.708,11.991,5.973,16.349,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"AS",2021-04-18,"AS",1018784,2.147,901209,2.246,280535,71000,42200,393735,38.648,2.873,0,0,0,0,38610,3000,9500,51110,5.017,362156,137443,224713,35.548,91.98,2.856,9493,0.932,2.692,8043,1450,66753,6.552,5.065,3.211,249799,112357,137442,24.519,11.029,27.718,12.467,8043,1450,0.789,0.142,51145,15609,5.02,1.532,5.675,1.732,3.327,4.589,1.307,6.67,33.023,33.815,25.167,54.641,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"IB",2021-04-18,"IB",1171543,2.469,986279,2.458,162990,81400,24300,268690,22.935,1.961,0,0,0,0,22230,3400,6300,31930,2.725,255845,129798,126047,21.838,95.219,2.018,4076,0.348,1.619,3375,701,43689,3.729,-4.628,2.102,192822,63023,129799,16.459,5.379,19.55,6.39,3375,701,0.288,0.06,36960,6729,3.155,0.574,3.747,0.682,1.782,-5.628,1.125,1.264,-18.267,-20.575,-15.978,-24.579,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"CN",2021-04-18,"CN",2175952,4.586,1871033,4.662,319380,151600,47800,518780,23.842,3.786,0,0,0,0,43290,6400,12000,61690,2.835,471063,231193,239870,21.649,90.802,3.715,9460,0.435,2.049,8803,657,89961,4.134,3.393,4.328,351128,119935,231193,16.137,5.512,18.767,6.41,8803,657,0.405,0.03,85084,4877,3.91,0.224,4.547,0.261,2.572,3.141,0.551,7.994,-18.993,-17.444,-17.622,-22.715,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"CB",2021-04-18,"CB",582905,1.228,501384,1.249,132945,40500,19900,193345,33.169,1.411,0,0,0,0,17550,1700,4600,23850,4.092,164120,67071,97049,28.156,84.885,1.294,2508,0.43,1.552,2202,306,25682,4.406,-0.062,1.235,115596,48525,67071,19.831,8.325,23.055,9.678,2204,306,0.378,0.052,22398,3285,3.842,0.564,4.467,0.655,1.944,-0.942,0.635,6.448,5.375,14.902,1.235,16.727,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"CL",2021-04-18,"CL",2394918,5.047,2092873,5.215,647895,166900,100800,915595,38.231,6.682,0,0,0,0,92430,7000,22500,121930,5.091,816440,316313,500127,34.091,89.17,6.439,14356,0.599,1.79,12983,1373,133979,5.594,1.278,6.445,566377,250063,316314,23.649,10.441,27.062,11.948,12983,1373,0.542,0.057,116005,17974,4.844,0.751,5.543,0.859,2.346,1.283,0.552,1.245,27.581,32.395,20.726,46.397,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"CM",2021-04-18,"CM",2045221,4.31,1719964,4.286,412875,142400,63800,619075,30.269,4.518,0,0,0,0,56160,6000,14200,76360,3.734,555975,224534,331441,27.184,89.807,4.385,6457,0.316,1.175,5523,934,79267,3.876,-0.193,3.813,390255,165720,224535,19.081,8.103,22.69,9.635,5523,934,0.27,0.046,64999,14268,3.178,0.698,3.779,0.83,1.436,-0.504,0.567,1.249,1.74,4.826,-2.593,13.615,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"CT",2021-04-18,"CT",7780479,16.397,6531658,16.276,1413980,541900,221100,2176980,27.98,15.887,0,0,0,0,193050,22800,52700,268550,3.452,2047483,1063527,983956,26.316,94.052,16.148,22519,0.289,1.112,17554,4965,336671,4.327,-0.164,16.196,1555505,491978,1063527,19.992,6.323,23.815,7.532,17554,4965,0.226,0.064,300684,35987,3.865,0.463,4.603,0.551,1.141,-1.181,1.019,9.227,-1.519,-3.11,2.057,-11.343,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"VC",2021-04-18,"VC",5057353,10.658,4269305,10.639,836740,352300,131600,1320640,26.113,9.638,0,0,0,0,125190,14800,34800,174790,3.456,1259405,644806,614599,24.902,95.363,9.933,11563,0.229,0.927,10178,1385,223563,4.421,5.455,10.755,952105,307300,644805,18.826,6.076,22.301,7.198,10178,1385,0.201,0.027,200369,23193,3.962,0.459,4.693,0.543,1.081,5.351,0.453,6.346,-6.802,-9.57,-3.895,-14.807,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"EX",2021-04-18,"EX",1063987,2.242,911213,2.271,244025,74000,36200,354225,33.292,2.585,0,0,0,0,32760,3100,8100,43960,4.132,348367,147446,200921,32.742,98.346,2.748,3568,0.335,1.035,3169,399,53938,5.069,-1.872,2.595,247907,100460,147447,23.3,9.442,27.206,11.025,3169,399,0.298,0.038,39612,14326,3.723,1.346,4.347,1.572,1.295,-3.241,0.399,2.124,22.569,15.299,18.944,32.389,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"GA",2021-04-18,"GA",2701819,5.694,2362643,5.887,637765,188300,98800,924865,34.231,6.749,0,0,0,0,105300,8000,25200,138500,5.126,849753,421526,428227,31.451,91.879,6.702,16088,0.595,1.93,13965,2123,142038,5.257,-5.885,6.833,635639,214113,421526,23.526,7.925,26.904,9.062,13963,2123,0.517,0.079,113775,28261,4.211,1.046,4.816,1.196,2.246,-8.672,1.001,7.281,17.703,18.528,20.098,11.119,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"RI",2021-04-18,"RI",319914,0.674,270788,0.675,69095,22200,10200,101495,31.726,0.741,0,0,0,0,9360,900,2400,12660,3.957,95065,42801,52264,29.716,93.665,0.75,1290,0.403,1.376,1221,69,14037,4.388,1.799,0.675,68933,26132,42801,21.547,8.168,25.456,9.65,1221,69,0.382,0.022,12715,1322,3.975,0.413,4.696,0.488,1.803,1.793,0.265,1.849,11.276,9.941,9.995,14.526,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
"MD",2021-04-18,"MD",6779888,14.288,5695623,14.193,1154715,472500,179300,1806515,26.645,13.183,0,0,0,0,157950,20000,43200,221150,3.262,1657027,758499,898528,24.44,91.725,13.069,22133,0.326,1.354,18822,3311,268056,3.954,-3.063,12.895,1207763,449264,758499,17.814,6.626,21.205,7.888,18822,3311,0.278,0.049,248630,19425,3.667,0.287,4.365,0.341,1.583,-3.865,0.742,8.513,-8.532,-7.734,-9.061,-7.095,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
