"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-01-10,"AN",8464411,17.838,7062213,17.598,140295,0,0,0,140295,1.657,18.859,0,0,0,0,140295,0,0,140295,1.657,77406,77406,0,0.914,55.174,21.301,3980,0.047,5.42,3980,0,77406,0.914,5.42,21.301,77406,0,77406,0.914,0,1.096,0,3980,0,0.047,0,77406,0,0.914,0,1.096,0,5.42,5.42,NA,NA,19.414,5.724,19.321,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"AR",2021-01-10,"AR",1329391,2.802,1132764,2.823,23715,0,0,0,23715,1.784,3.188,0,0,0,0,23715,0,0,23715,1.784,10647,10647,0,0.801,44.896,2.93,352,0.026,3.419,352,0,10647,0.801,3.419,2.93,10647,0,10647,0.801,0,0.94,0,352,0,0.026,0,10647,0,0.801,0,0.94,0,3.419,3.419,NA,NA,4.568,13.776,4.569,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"AS",2021-01-10,"AS",1018784,2.147,901209,2.246,23720,0,0,0,23720,2.328,3.188,0,0,0,0,23720,0,0,23720,2.328,18576,18576,0,1.823,78.314,5.112,366,0.036,2.01,366,0,18576,1.823,2.01,5.112,18576,0,18576,1.823,0,2.061,0,366,0,0.036,0,18576,0,1.823,0,2.061,0,2.01,2.01,NA,NA,138.1,48.486,137.99,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"IB",2021-01-10,"IB",1171543,2.469,986279,2.458,12840,0,0,0,12840,1.096,1.726,0,0,0,0,12840,0,0,12840,1.096,4520,4520,0,0.386,35.202,1.244,131,0.011,2.985,131,0,4520,0.386,2.985,1.244,4520,0,4520,0.386,0,0.458,0,131,0,0.011,0,4520,0,0.386,0,0.458,0,2.985,2.985,NA,NA,-49.615,-30.093,-49.608,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"CN",2021-01-10,"CN",2175952,4.586,1871033,4.662,27660,0,0,0,27660,1.271,3.718,0,0,0,0,27660,0,0,27660,1.271,12262,12262,0,0.564,44.331,3.374,1345,0.062,12.32,1345,0,12262,0.564,12.32,3.374,12262,0,12262,0.564,0,0.655,0,1345,0,0.062,0,12262,0,0.564,0,0.655,0,12.32,12.32,NA,NA,-26.428,-18.927,-26.371,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"CB",2021-01-10,"CB",582905,1.228,501384,1.249,11850,0,0,0,11850,2.033,1.593,0,0,0,0,11850,0,0,11850,2.033,6427,6427,0,1.103,54.236,1.769,2046,0.351,46.702,2046,0,6427,1.103,46.702,1.769,6427,0,6427,1.103,0,1.282,0,2046,0,0.351,0,6427,0,1.103,0,1.282,0,46.702,46.702,NA,NA,44.055,29.723,43.995,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"CL",2021-01-10,"CL",2394918,5.047,2092873,5.215,51390,0,0,0,51390,2.146,6.908,0,0,0,0,51390,0,0,51390,2.146,33578,33578,0,1.402,65.34,9.24,2626,0.11,8.484,2626,0,33578,1.402,8.484,9.24,33578,0,33578,1.402,0,1.604,0,2626,0,0.11,0,33578,0,1.402,0,1.604,0,8.484,8.484,NA,NA,83.079,36.873,83.029,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"CM",2021-01-10,"CM",2045221,4.31,1719964,4.286,35550,0,0,0,35550,1.738,4.779,0,0,0,0,35550,0,0,35550,1.738,16933,16933,0,0.828,47.632,4.66,2277,0.111,15.536,2277,0,16933,0.828,15.536,4.66,16933,0,16933,0.828,0,0.984,0,2277,0,0.111,0,16933,0,0.828,0,0.984,0,15.536,15.536,NA,NA,8.121,10.882,8.094,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"CT",2021-01-10,"CT",7780479,16.397,6531658,16.276,120545,0,0,0,120545,1.549,16.204,0,0,0,0,120545,0,0,120545,1.549,58545,58545,0,0.752,48.567,16.111,9859,0.127,20.25,9859,0,58545,0.752,20.25,16.111,58545,0,58545,0.752,0,0.896,0,9859,0,0.127,0,58545,0,0.752,0,0.896,0,20.25,20.25,NA,NA,-1.744,-1.177,-1.828,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
"VC",2021-01-10,"VC",5057353,10.658,4269305,10.639,61225,0,0,0,61225,1.211,8.23,0,0,0,0,61225,0,0,61225,1.211,35771,35771,0,0.707,58.425,9.844,9903,0.196,38.283,9903,0,35771,0.707,38.283,9.844,35771,0,35771,0.707,0,0.838,0,9903,0,0.196,0,35771,0,0.707,0,0.838,0,38.283,38.283,NA,NA,-7.637,-22.781,-7.702,NA,2021-10-04,2022-04-04,2022-10-04,NA,NA,NA,NA,NA,NA
