"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-01-20,"EX",1063987,2.242,911213,2.271,39275,0,1000,40275,3.785,2.992,6825,0,0,6825,6825,0,1000,7825,0.735,30941,30433,508,2.908,76.824,3.016,1816,0.171,6.235,1816,0,16648,1.565,-6.361,3.747,30687,254,30433,2.884,0.024,3.368,0.028,1816,0,0.171,0,16394,254,1.541,0.024,1.799,0.028,6.29,-6.454,0,0,34.523,33.452,35.463,-27.273,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"GA",2021-01-20,"GA",2701819,5.694,2362643,5.887,66805,0,1800,68605,2.539,5.097,10725,0,0,10725,10725,0,1800,12525,0.464,59104,56710,2394,2.188,86.151,5.761,1233,0.046,2.131,1227,6,21359,0.791,-12.909,4.807,57907,1197,56710,2.143,0.044,2.451,0.051,1227,6,0.045,0,20162,1197,0.746,0.044,0.853,0.051,2.165,-13.594,0.504,0.504,1.177,-10.485,0.658,33.333,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"RI",2021-01-20,"RI",319914,0.674,270788,0.675,11765,0,200,11965,3.74,0.889,2925,0,0,2925,2925,0,200,3125,0.977,8335,8247,88,2.605,69.662,0.812,286,0.089,3.553,286,0,3684,1.152,-12.763,0.829,8291,44,8247,2.592,0.014,3.062,0.016,286,0,0.089,0,3640,44,1.138,0.014,1.344,0.016,3.573,-12.898,0,0,20.475,31.899,21.747,-57.576,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"MD",2021-01-20,"MD",6779888,14.288,5695623,14.193,171915,0,4700,176615,2.605,13.12,24375,0,0,24375,24375,0,4700,29075,0.429,129194,127570,1624,1.906,73.15,12.593,9026,0.133,7.511,8933,93,79966,1.179,-5.05,17.998,128382,812,127570,1.894,0.012,2.254,0.014,8933,93,0.132,0.001,79154,812,1.167,0.012,1.39,0.014,7.479,-5.205,12.935,12.935,-11.863,-8.175,-11.038,-63.636,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"MC",2021-01-20,"MC",1511251,3.185,1237479,3.084,45185,0,1200,46385,3.069,3.446,6825,0,0,6825,6825,0,1200,8025,0.531,39142,36098,3044,2.59,84.385,3.815,2412,0.16,6.567,1824,588,19237,1.273,-6.339,4.33,37620,1522,36098,2.489,0.101,3.04,0.123,1824,588,0.121,0.039,17715,1522,1.172,0.101,1.432,0.123,5.096,-9.64,62.955,62.955,19.78,8.195,16.909,206.061,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"NC",2021-01-20,"NC",661197,1.393,552935,1.378,20625,0,500,21125,3.195,1.569,2925,0,0,2925,2925,0,500,3425,0.518,14559,13553,1006,2.202,68.918,1.419,1568,0.237,12.07,1364,204,7139,1.08,10.957,1.607,14056,503,13553,2.126,0.076,2.542,0.091,1364,204,0.206,0.031,6636,503,1.004,0.076,1.2,0.091,10.747,8.166,68.227,68.227,1.866,12.635,-0.141,130.303,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"PV",2021-01-20,"PV",2220504,4.68,1898123,4.73,55980,0,1400,57380,2.584,4.263,8775,0,0,8775,8775,0,1400,10175,0.458,33523,32743,780,1.51,58.423,3.268,5454,0.246,19.431,5454,0,15752,0.709,24.266,3.545,33133,390,32743,1.492,0.018,1.746,0.021,5454,0,0.246,0,15362,390,0.692,0.018,0.809,0.021,19.704,25.037,0,0,-30.171,-8.91,-29.92,-45.455,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"CE",2021-01-20,"CE",84202,0.177,66158,0.165,1980,0,200,2180,2.589,0.162,975,0,0,975,975,0,200,1175,1.395,1110,1052,58,1.318,50.917,0.108,30,0.036,2.778,30,0,290,0.344,-9.938,0.065,1081,29,1052,1.284,0.034,1.634,0.044,30,0,0.036,0,261,29,0.31,0.034,0.395,0.044,2.854,-10.922,0,0,-38.983,-8.475,-39.69,3.03,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"ML",2021-01-20,"ML",87076,0.184,66178,0.165,1980,0,200,2180,2.504,0.162,975,0,0,975,975,0,200,1175,1.349,1326,1268,58,1.523,60.826,0.129,29,0.033,2.236,29,0,321,0.369,9.932,0.072,1297,29,1268,1.49,0.033,1.96,0.044,29,0,0.033,0,292,29,0.335,0.033,0.441,0.044,2.287,11.027,0,0,-29.891,-11.957,-30.014,0,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"FFAA",2021-01-20,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
"ES",2021-01-20,"ES",47450795,100,40129822,100,1310400,0,35700,1346100,2.837,100,202800,0,0,202800,206700,0,35700,242400,0.511,1025937,994653,31284,2.162,76.216,100,59840,0.126,6.194,53539,6301,444299,0.936,-7.061,100,1010295,15642,994653,2.129,0.033,2.518,0.039,53539,6301,0.113,0.013,428657,15642,0.903,0.033,1.068,0.039,5.596,-8.546,67.455,67.455,0,0,0,0,2021-08-24,2022-01-26,2022-06-30,2038-06-16,2050-01-27,2061-09-08,2035-10-11,2045-08-09,2055-06-08
