"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,820260,303300,73300,1196860,17.984,1113414,93,363191,19.39,0.818,4.291,5.143,5.279,17.789,19.394,19.653,13.154,8.699,0,0,0,0,6303,14659,0.013,0.085,175430,80730,0,94700,100080,162246,0.211,0.342,-81.8374933616569,-68.3658170914543
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,147735,47600,12600,207935,3.124,182899,88,58794,3.185,11.506,4.423,5.19,5.308,21.407,20.499,20.316,13.758,13.69,0,0,0,0,321,2506,0.001,0.006,32450,17550,0,14900,8376,27129,0.018,0.057,-96.9729155602761,-97.3013493253373
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,144815,36600,12700,194115,2.917,166072,85.6,58343,2.892,35.852,5.727,6.474,6.588,57.207,50.298,49.322,16.301,34.703,0,0,0,0,1836,2579,0.004,0.027,27780,16380,0,11400,13344,29795,0.028,0.063,-96.6542750929368,-95.8020989505247
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,76410,41900,6500,124810,1.875,110608,88.6,31322,1.926,-24.043,2.674,3.176,3.253,-26.607,-26.271,-26.273,9.441,-21.982,0,0,0,0,170,2124,0,0.006,23630,10530,0,13100,6637,23888,0.014,0.05,-97.3446627721721,-97.9010494752624
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,167280,78000,14300,259580,3.9,219594,84.6,65658,3.824,-14.95,3.017,3.509,3.594,-17.167,-18.531,-18.526,10.092,-16.606,0,0,0,0,1996,4334,0.004,0.012,43020,18720,0,24300,9696,39564,0.02,0.083,-95.5921402018056,-97.0014992503748
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,70935,20800,5900,97635,1.467,79283,81.2,25897,1.381,19.467,4.443,5.165,5.279,21.96,19.913,19.653,13.601,12.395,0,0,0,0,845,1495,0.002,0.001,14690,8190,0,6500,4678,10771,0.01,0.023,-98.7785448751991,-98.5007496251874
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,324975,85800,27300,438075,6.582,380228,86.8,124889,6.622,30.423,5.215,5.967,6.086,43.152,38.538,37.943,15.876,31.195,0,0,0,0,3163,9242,0.007,0.035,66580,39780,0,26800,22550,65868,0.048,0.139,-92.6181625066383,-92.8035982008996
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,215145,73300,18600,307045,4.614,239085,77.9,80114,4.164,7.044,3.917,4.658,4.776,7.531,8.138,8.247,11.69,-3.4,0,0,0,0,674,2433,0.001,0.009,47470,24570,0,22900,7061,33942,0.015,0.072,-96.1763143919278,-97.7511244377811
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,735380,278900,63400,1077680,16.193,899255,83.4,246018,15.66,-1.244,3.162,3.767,3.861,-13.199,-12.556,-12.482,11.558,-4.492,0,0,0,0,3709,11504,0.008,0.024,171240,84240,0,87000,38822,110072,0.082,0.232,-87.6792352628784,-87.7061469265367
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,395650,181300,31700,608650,9.145,486767,80,154732,8.477,-14.191,3.06,3.624,3.714,-16.011,-15.858,-15.816,9.625,-20.464,0,0,0,0,1314,6313,0.003,0.018,111590,54990,0,56600,34323,60394,0.072,0.127,-93.255443441317,-89.2053973013493
