"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,129365,38100,10900,178365,2.68,151027,84.7,53832,2.63,19.54,5.059,5.908,6.047,38.889,37.154,37.062,14.194,17.296,0,0,0,0,1013,2413,0.002,0.004,25940,14040,0,11900,7779,19223,0.016,0.041,-97.8226234731811,-97.6011994002998
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,268045,96900,19900,384845,5.783,350571,91.1,95809,6.105,1.556,3.546,4.055,4.132,-2.655,-5.855,-6.337,12.975,7.222,0,0,0,0,6669,12237,0.014,0.025,75830,45630,0,30200,19520,71800,0.041,0.151,-91.9808815719596,-93.8530734632684
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,36335,11400,2700,50435,0.758,46881,93,14058,0.816,12.438,4.394,5.192,5.315,20.63,20.527,20.473,14.654,21.095,0,0,0,0,876,1478,0.002,0.001,8280,4680,0,3600,2738,10147,0.006,0.021,-98.8847583643123,-99.1004497751124
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,598965,243100,51300,893365,13.424,792291,88.7,199142,13.798,-6.05,2.937,3.496,3.582,-19.368,-18.827,-18.81,11.686,-3.434,0,0,0,0,3687,12985,0.008,0.011,144930,69030,0,75900,18585,124251,0.039,0.262,-86.0860329261816,-94.1529235382309
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,148145,54100,13400,215645,3.24,180650,83.8,57981,3.146,1.735,3.837,4.685,4.821,5.321,8.777,9.269,11.954,-1.221,0,0,0,0,378,3516,0.001,0.01,30940,14040,0,16900,6534,31286,0.014,0.066,-96.4949548592671,-97.9010494752624
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,69765,23600,5900,99265,1.492,86471,87.1,28229,1.506,7.074,4.269,5.105,5.237,17.2,18.525,18.707,13.078,8.07,0,0,0,0,699,1490,0.001,0.006,14420,7020,0,7400,3583,12184,0.008,0.026,-98.6192246415295,-98.8005997001499
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,208080,79600,16000,303680,4.563,240162,79.1,65625,4.182,-2.499,2.955,3.457,3.535,-18.87,-19.734,-19.866,10.816,-10.625,0,0,0,0,1123,5707,0.002,0.012,55220,30420,0,24800,11169,58533,0.024,0.123,-93.4678704195433,-96.4017991004498
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3100,600,9190,0.138,9278,101,2533,0.162,-21.984,3.008,3.829,3.959,-17.419,-11.112,-10.264,11.019,-8.947,0,0,0,0,0,0,0,0.001,900,0,0,900,173,1101,0,0.002,-99.8937865108869,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3100,600,8020,0.121,7682,95.8,2370,0.134,-34.507,2.722,3.581,3.712,-25.284,-16.857,-15.869,8.822,-27.098,0,0,0,0,87,308,0,0.001,900,0,0,900,653,1376,0.001,0.003,-99.8406797663303,-99.8500749625187
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4567095,1700500,387600,6655195,100,5742218,86.282,1728537,100,0,3.643,4.307,4.412,0,0,0,12.101,0,0,0,0,0,34863,97323,0.073,0.294,1071240,540540,0,530700,316301,893570,0.667,1.883,0,0
