"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,102455,18100,5400,125955,2.794,112229,89.1,39580,2.871,24.599,3.72,4.344,4.446,39.351,37.61,37.518,10.548,28.049,0,0,0,0,288,1223,0.001,0.004,22840,14040,0,8800,1551,17767,0.003,0.037,-97.6388002552648,-97.5609756097561
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,179125,46100,9800,235025,5.213,223906,95.3,58919,5.728,-8.456,2.181,2.494,2.541,-18.31,-20.996,-21.4,8.287,0.604,0,0,0,0,28,6111,0,0.025,48040,25740,0,22300,867,53362,0.002,0.112,-92.8525845564774,-98.3739837398374
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,28145,5400,1400,34945,0.775,28978,82.9,9280,0.741,14.99,2.901,3.427,3.508,8.664,8.571,8.522,9.058,9.962,0,0,0,0,75,1592,0,0.001,7280,4680,0,2600,87,4073,0,0.009,-99.4256541161455,-100
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,464415,115600,25400,605415,13.427,509698,84.2,175666,13.04,-6.024,2.591,3.084,3.16,-2.941,-2.29,-2.269,7.518,-8.736,0,0,0,0,461,37099,0.001,0.011,121320,65520,0,55800,5901,127518,0.012,0.269,-82.8334396936822,-90.2439024390244
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,121235,25700,6600,153535,3.405,124534,81.1,50556,3.186,6.914,3.345,4.085,4.203,25.316,29.428,30.014,8.24,0.037,0,0,0,0,323,1170,0.001,0.01,29950,17550,0,12400,3779,16244,0.008,0.034,-97.8302488832163,-93.4959349593496
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,55725,11200,2900,69825,1.549,62070,88.9,21992,1.588,11.172,3.326,3.977,4.08,24.596,26.004,26.198,9.388,13.962,0,0,0,0,273,1373,0.001,0.006,14760,9360,0,5400,1902,10254,0.004,0.022,-98.5960433950223,-96.7479674796748
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,148410,37900,7900,194210,4.307,131551,67.7,48052,3.366,-7.963,2.164,2.532,2.589,-18.936,-19.799,-19.931,5.924,-28.08,0,0,0,0,560,3922,0.001,0.012,39360,21060,0,18300,3150,16983,0.007,0.036,-97.702616464582,-94.3089430894309
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,1500,400,6220,0.138,6334,101.8,1195,0.162,-22.062,1.419,1.806,1.868,-46.836,-42.776,-42.23,7.522,-8.681,0,0,0,0,59,61,0,0.001,700,0,0,700,108,808,0,0.002,-99.8723675813657,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,1500,400,5050,0.112,4984,98.7,1276,0.128,-39.129,1.465,1.928,1.998,-45.106,-38.916,-38.19,5.724,-30.516,0,0,0,0,9,274,0,0.001,700,0,0,700,14,889,0,0.002,-99.8723675813657,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,3508245,808600,192000,4508845,100,3908734,86.69,1266700,100,0,2.67,3.157,3.233,0,0,0,8.237,0,0,0,0,0,4852,79269,0.01,0.294,886680,496080,0,390600,58395,743543,0.123,1.567,0,0
