"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-05,"EX",1063987,2.242,911213,2.271,178505,47900,28100,0,254505,23.92,2.626,0,0,0,0,17550,2500,10300,30350,2.852,236428,82886,153542,22.221,92.897,2.704,1303,0.122,0.554,1302,1,31693,2.979,-11.197,2.704,159657,76771,82886,15.006,7.215,17.521,8.425,1302,1,0.122,0,28497,3196,2.678,0.3,3.127,0.351,0.822,-11.533,0.001,-8.082,20.607,17.128,20.87,20.01,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"GA",2021-04-05,"GA",2701819,5.694,2362643,5.887,427165,121900,73600,0,622665,23.046,6.426,0,0,0,0,57330,6400,32200,95930,3.551,540723,198379,342344,20.013,86.84,6.184,8295,0.307,1.558,7988,307,93071,3.445,3.143,7.939,369551,171172,198379,13.678,6.335,15.641,7.245,7987,307,0.296,0.011,66410,26661,2.458,0.987,2.811,1.128,2.209,6.22,0.18,-3.806,8.606,12.856,10.173,5.373,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"RI",2021-04-05,"RI",319914,0.674,270788,0.675,50375,14400,7800,0,72575,22.686,0.749,0,0,0,0,4680,800,3000,8480,2.651,67487,20367,47120,21.095,92.989,0.772,0,0,0,0,0,7727,2.415,-16.941,0.659,43927,23560,20367,13.731,7.364,16.222,8.701,0,0,0,0,3686,4041,1.152,1.263,1.361,1.492,0,-27.412,0,-4.332,14.54,11.128,10.6,22.488,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"MD",2021-04-05,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,0,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1144369,389633,754736,16.879,89.354,13.088,9254,0.136,0.815,9221,33,149161,2.2,-5.157,12.724,767001,377368,389633,11.313,5.566,13.466,6.626,9221,33,0.136,0,97335,51826,1.436,0.764,1.709,0.91,1.217,-1.651,0.009,-11.109,-8.399,-7.496,-8.876,-7.418,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"MC",2021-04-05,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,0,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,258999,78083,180916,17.138,87.86,2.962,1310,0.087,0.508,1307,3,35854,2.372,-4.364,3.059,168541,90458,78083,11.152,5.986,13.62,7.31,1307,3,0.086,0,28272,7582,1.871,0.502,2.285,0.613,0.782,1.188,0.003,-20.599,-7.002,-4.49,-10.173,-0.432,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"NC",2021-04-05,"NC",661197,1.393,552935,1.378,95505,29800,15400,0,140705,21.28,1.452,0,0,0,0,9360,1600,5700,16660,2.52,121389,42113,79276,18.359,86.272,1.388,0,0,0,0,0,8174,1.236,-18.35,0.697,81751,39638,42113,12.364,5.995,14.785,7.169,0,0,0,0,4748,3426,0.718,0.518,0.859,0.62,0,-23.91,0,-9.149,-0.359,4.235,-0.411,-0.283,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"PV",2021-04-05,"PV",2220504,4.68,1898123,4.73,314550,100200,52900,0,467650,21.061,4.826,0,0,0,0,38610,5300,22100,66010,2.973,370972,159902,211070,16.707,79.327,4.243,0,0,0,-1,1,18776,0.846,-38.47,1.602,265437,105535,159902,11.954,4.753,13.984,5.56,0,1,0,0,11172,7604,0.503,0.342,0.589,0.401,0,-44.296,0.001,-27.29,-9.338,3.12,-3.713,-20.941,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"CE",2021-04-05,"CE",84202,0.177,66158,0.165,7830,3900,1300,0,13030,15.475,0.134,0,0,0,0,1170,200,400,1770,2.102,12616,5350,7266,14.983,96.823,0.144,695,0.825,5.83,679,16,1519,1.804,49.951,0.13,8983,3633,5350,10.668,4.315,13.578,5.491,679,16,0.806,0.019,1441,78,1.711,0.093,2.178,0.118,8.177,65.442,0.442,-45.07,-18.644,-24.294,-14.072,-28.227,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"ML",2021-04-05,"ML",87076,0.184,66178,0.165,7830,3900,1200,0,12930,14.849,0.133,0,0,0,0,1170,200,400,1770,2.033,11201,6341,4860,12.863,86.628,0.128,394,0.452,3.646,390,4,1117,1.283,35.723,0.095,8771,2430,6341,10.073,2.791,13.254,3.672,391,4,0.449,0.005,1104,13,1.268,0.015,1.668,0.02,4.666,36.128,0.165,18.182,-30.435,-27.717,-18.864,-53.576,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"FFAA",2021-04-05,"FFAA",NA,NA,NA,NA,19500,36100,0,0,55600,NA,0.574,0,0,0,0,0,3000,0,3000,NA,50245,40247,9998,NA,90.369,0.575,4426,NA,9.66,4423,3,27718,NA,9.471,2.365,45246,4999,40247,NA,NA,NA,NA,4422,3,NA,NA,27562,156,NA,NA,NA,NA,10.832,9.665,0.06,-17.021,NA,NA,NA,NA,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
"ES",2021-04-05,"ES",47450795,100,40129822,100,6470295,2175700,1044000,0,9689995,20.421,100,0,0,0,0,672750,115200,393600,1181550,2.49,8743694,3038082,5705612,18.427,90.234,100,97548,0.206,1.128,91719,5829,1172255,2.47,-5.671,100,5890888,2852806,3038082,12.415,6.012,14.68,7.109,91719,5829,0.193,0.012,923658,248597,1.947,0.524,2.302,0.619,1.582,-4.499,0.205,-9.784,0,0,0,0,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
