"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-24,"EX",1063987,2.242,911213,2.271,276785,81700,36200,3300,397985,37.405,2.578,0,0,0,0,32760,7700,0,43760,4.113,392742,162648,230094,36.912,98.683,2.724,2338,0.22,0.599,2221,117,47943,4.506,-2.503,2.509,277695,115047,162648,26.099,10.813,30.475,12.626,2221,117,0.209,0.011,32957,14986,3.098,1.408,3.617,1.645,0.806,-2.796,0.102,-1.853,21.499,14.987,17.542,31.866,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"GA",2021-04-24,"GA",2701819,5.694,2362643,5.887,743065,208000,98800,8350,1058215,39.167,6.856,0,0,0,0,105300,19700,0,133350,4.936,963378,471186,492192,35.657,91.038,6.683,11206,0.415,1.177,9112,2094,129713,4.801,-3.626,6.787,718829,246096,472733,26.605,9.109,30.425,10.416,9642,2094,0.357,0.078,97153,34106,3.596,1.262,4.112,1.444,1.36,-4.259,0.858,-0.088,17.369,20.407,19.821,11.085,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"RI",2021-04-24,"RI",319914,0.674,270788,0.675,78455,24500,10200,1000,114155,35.683,0.74,0,0,0,0,9360,2300,0,12660,3.957,108998,53642,55356,34.071,95.482,0.756,1015,0.317,0.94,995,20,15223,4.758,-1.768,0.797,81336,27678,53658,25.424,8.652,30.037,10.221,1011,20,0.316,0.006,13624,1615,4.259,0.505,5.031,0.596,1.259,-1.511,0.072,-2.945,12.166,9.792,14.502,5.512,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"MD",2021-04-24,"MD",6779888,14.288,5695623,14.193,1312665,521900,179300,20900,2034765,30.012,13.183,0,0,0,0,157950,49400,0,228250,3.367,1871342,935831,935511,27.601,91.968,12.981,23720,0.35,1.284,21844,1876,236448,3.487,0.675,12.372,1403590,467756,935834,20.702,6.899,24.643,8.213,21848,1876,0.322,0.028,214649,21803,3.166,0.322,3.769,0.383,1.581,1.429,0.403,-6.175,-9.148,-7.734,-6.765,-15.866,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"MC",2021-04-24,"MC",1511251,3.185,1237479,3.084,292055,116200,37700,4650,450605,29.817,2.919,0,0,0,0,31590,11000,0,47240,3.126,393887,167136,226751,26.064,87.413,2.732,5600,0.371,1.442,5112,488,70209,4.646,0.234,3.674,280511,113376,167135,18.562,7.502,22.668,9.162,5112,488,0.338,0.032,58699,11510,3.884,0.762,4.743,0.93,1.856,-0.37,0.432,3.433,-14.223,-8.352,-16.402,-8.512,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"NC",2021-04-24,"NC",661197,1.393,552935,1.378,148155,50800,20100,2050,221105,33.44,1.432,0,0,0,0,17550,4800,0,24400,3.69,205897,85040,120857,31.14,93.122,1.428,307,0.046,0.149,263,44,24841,3.757,-13.016,1.3,146281,60429,85852,22.124,9.139,26.455,10.929,264,44,0.04,0.007,19723,5931,2.983,0.897,3.567,1.073,0.181,-14.464,0.073,-6.036,2.513,2.8,-0.36,11.451,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"PV",2021-04-24,"PV",2220504,4.68,1898123,4.73,525150,170900,70900,6850,773800,34.848,5.013,0,0,0,0,70200,16200,0,93250,4.199,673145,311656,361489,30.315,86.992,4.669,9592,0.432,1.446,8241,1351,60569,2.728,2.555,3.169,493769,180744,313025,22.237,8.14,26.014,9.522,9398,1351,0.423,0.061,47882,14055,2.156,0.633,2.523,0.74,1.94,7.299,0.753,-4.035,-0.235,7.115,0.149,-0.732,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"CE",2021-04-24,"CE",84202,0.177,66158,0.165,11340,6800,1600,250,19990,23.741,0.13,0,0,0,0,1170,700,0,2120,2.518,19466,9471,9995,23.118,97.379,0.135,201,0.239,1.043,175,26,1679,1.994,10.825,0.088,14475,4998,9477,17.191,5.936,21.879,7.555,182,26,0.216,0.031,479,1207,0.569,1.433,0.724,1.824,1.273,43.413,0.523,2.202,-23.729,-26.554,-22.577,-27.61,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"ML",2021-04-24,"ML",87076,0.184,66178,0.165,11340,6800,1500,250,19890,22.842,0.129,0,0,0,0,1170,700,0,2120,2.435,18476,8805,9671,21.218,92.891,0.128,242,0.278,1.327,155,87,2724,3.128,0.405,0.143,13641,4835,8806,15.666,5.553,20.613,7.306,155,87,0.178,0.1,2182,542,2.506,0.622,3.297,0.819,1.149,-3.366,1.832,19.121,-30.435,-29.891,-29.445,-32.28,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"FFAA",2021-04-24,"FFAA",NA,NA,NA,NA,19500,66100,0,0,85600,NA,0.555,0,0,0,0,0,0,0,0,NA,70711,59013,11698,NA,82.606,0.49,50,NA,0.071,50,0,863,NA,-8.581,0.045,64862,5849,59013,NA,NA,NA,NA,50,0,NA,NA,537,325,NA,NA,NA,NA,0.077,-8.983,0,-8.192,NA,NA,NA,NA,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"ES",2021-04-24,"ES",47450795,100,40129822,100,10199085,3717000,1372800,146400,15435285,32.529,100,0,0,0,0,1240200,345600,0,1732200,3.651,14416144,6634115,7782029,30.381,93.397,100,149893,0.316,1.051,121668,28225,1911108,4.028,-1.26,100,10536064,3891014,6645050,22.204,8.2,26.255,9.696,130201,28225,0.274,0.059,1387466,534575,2.924,1.127,3.457,1.332,1.251,-1.164,0.731,0.091,0,0,0,0,2021-05-12,2021-06-29,2021-08-16,2021-09-06,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
