"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,209520,0,0,209520,18.983,109831,52.4,0,18.883,6.421,0,0,0,NA,NA,NA,1.298,5.857
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,35415,0,0,35415,3.209,17043,48.1,0,2.93,14.517,0,0,0,NA,NA,NA,1.282,4.589
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,35420,0,0,35420,3.209,25278,71.4,0,4.346,49.474,0,0,0,NA,NA,NA,2.481,102.419
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,12840,0,0,12840,1.163,4931,38.4,0,0.848,-52.881,0,0,0,NA,NA,NA,0.421,-65.663
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,41310,0,0,41310,3.743,22290,54,0,3.832,-18.385,0,0,0,NA,NA,NA,1.024,-16.43
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,17700,0,0,17700,1.604,11302,63.9,0,1.943,30.594,0,0,0,NA,NA,NA,1.939,58.179
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,76740,0,0,76740,6.953,48243,62.9,0,8.294,37.765,0,0,0,NA,NA,NA,2.014,64.337
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,53100,0,0,53100,4.811,26879,50.6,0,4.621,11.626,0,0,0,NA,NA,NA,1.314,7.217
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,180020,0,0,180020,16.311,92133,51.2,0,15.84,-0.527,0,0,0,NA,NA,NA,1.184,-3.395
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,91450,0,0,91450,8.286,70870,77.5,0,12.185,-22.258,0,0,0,NA,NA,NA,1.401,14.322
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,32450,0,0,32450,2.94,14293,44,0,2.457,31.138,0,0,0,NA,NA,NA,1.343,9.592
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,56080,0,0,56080,5.081,37745,67.3,0,6.489,-10.764,0,0,0,NA,NA,NA,1.397,13.971
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,8840,0,0,8840,0.801,4651,52.6,0,0.8,18.834,0,0,0,NA,NA,NA,1.454,18.605
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,147540,0,0,147540,13.368,49228,33.4,0,8.464,-6.441,0,0,0,NA,NA,NA,0.726,-40.765
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,38360,0,0,38360,3.476,19905,51.9,0,3.422,9.123,0,0,0,NA,NA,NA,1.317,7.452
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,17700,0,0,17700,1.604,7420,41.9,0,1.276,15.125,0,0,0,NA,NA,NA,1.122,-8.449
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,47205,0,0,47205,4.277,17771,37.6,0,3.055,-8.612,0,0,0,NA,NA,NA,0.8,-34.709
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,0,1005,0.091,820,81.6,0,0.141,-48.555,0,0,0,NA,NA,NA,0.974,-20.552
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,0,1005,0.091,1005,100,0,0.173,-50.512,0,0,0,NA,NA,NA,1.154,-5.842
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,0.846,0.826,1103700,0,0,1103700,100,581638,0.527,0,100,0,0,0,0,NA,NA,NA,1.226,0
