"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,739530,208600,73300,1021430,18.292,933763,91.4,255704,19.816,2.546,3.021,3.621,3.716,3.612,5.024,5.251,11.032,11.086
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,130185,32700,12600,175485,3.143,153194,87.3,50190,3.251,12.158,3.775,4.431,4.531,29.489,28.52,28.324,11.524,16.041
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,128435,25200,12700,166335,2.979,133011,80,44596,2.823,38.743,4.377,4.948,5.035,50.135,43.536,42.605,13.056,31.47
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,65880,28800,6500,101180,1.812,84205,83.2,24425,1.787,-26.611,2.085,2.476,2.536,-28.494,-28.167,-28.168,7.188,-27.623
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,148560,53700,14300,216560,3.878,175271,80.9,54926,3.72,-15.433,2.524,2.936,3.007,-13.424,-14.849,-14.844,8.055,-18.889
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,62745,14300,5900,82945,1.485,68014,82,21002,1.443,20.962,3.603,4.189,4.281,23.575,21.502,21.237,11.668,17.495
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,285195,59000,27300,371495,6.653,306277,82.4,99651,6.5,31.819,4.161,4.761,4.856,42.712,38.112,37.519,12.789,28.779
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,190575,50400,18600,259575,4.649,201466,77.6,72611,4.275,7.856,3.55,4.222,4.328,21.767,22.455,22.578,9.851,-0.807
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,651140,191900,63400,906440,16.233,774027,85.4,202956,16.426,-1.001,2.609,3.107,3.185,-10.533,-9.87,-9.794,9.948,0.178
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,340660,124700,31700,497060,8.902,394021,79.3,113077,8.362,-16.48,2.236,2.649,2.714,-23.313,-23.174,-23.135,7.791,-21.546
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,115325,26200,10900,152425,2.73,129802,85.2,45432,2.755,21.753,4.27,4.986,5.103,46.451,44.622,44.525,12.2,22.847
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,222415,66700,19900,309015,5.534,270942,87.7,75257,5.75,-2.81,2.785,3.185,3.246,-4.466,-7.607,-8.079,10.028,0.981
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,31655,7800,2700,42155,0.755,34780,82.5,10988,0.738,12.008,3.435,4.058,4.154,17.802,17.701,17.649,10.872,9.476
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,529935,167200,51300,748435,13.403,643424,86,179265,13.654,-6.192,2.644,3.147,3.224,-9.314,-8.705,-8.686,9.49,-4.436
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,134105,37200,13400,184705,3.308,147188,79.7,51349,3.124,3.855,3.398,4.149,4.269,16.537,20.361,20.906,9.739,-1.925
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,62745,16200,5900,84845,1.519,73784,87,24241,1.566,9.077,3.666,4.384,4.497,25.744,27.165,27.361,11.159,12.37
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,177660,54800,16000,248460,4.45,175424,70.6,54348,3.723,-4.924,2.448,2.863,2.928,-16.054,-16.948,-17.085,7.9,-20.447
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,2200,600,8290,0.148,7634,92.1,1818,0.162,-16.124,2.159,2.748,2.841,-25.948,-20.292,-19.531,9.066,-8.704
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,2200,600,7120,0.128,5964,83.8,1652,0.127,-30.702,1.897,2.496,2.587,-34.93,-27.592,-26.731,6.849,-31.03
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4026555,1169800,387600,5583955,100,4712191,84.388,1383488,100,0,2.916,3.448,3.531,0,0,0,9.931,0
