"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-02-28,"AN",8464411,17.838,7062213,17.598,662310,144200,36300,0,842810,9.957,18.692,0,0,0,0,93600,69700,0,163300,1.929,754728,299697,455031,8.916,89.549,20.1,15172,0.179,2.052,13949,1223,162426,1.919,-0.047,22.687,527212,227515,299697,6.229,2.688,7.465,3.222,13947,1223,0.165,0.014,147863,14561,1.747,0.172,2.094,0.206,2.717,0.553,0.54,-5.785,12.681,4.788,18.265,1.549,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"AR",2021-02-28,"AR",1329391,2.802,1132764,2.823,112635,22600,6300,0,141535,10.647,3.139,0,0,0,0,16380,10900,0,27280,2.052,128857,35807,93050,9.693,91.042,3.432,1264,0.095,0.991,967,297,20435,1.537,1.829,2.854,82332,46525,35807,6.193,3.5,7.268,4.107,967,297,0.073,0.022,16627,3809,1.251,0.287,1.468,0.336,1.188,1.31,0.642,4.213,22.484,12.027,17.581,32.225,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"AS",2021-02-28,"AS",1018784,2.147,901209,2.246,112055,17400,6300,0,135755,13.325,3.011,0,0,0,0,14040,8400,0,22440,2.203,114483,36386,78097,11.237,84.331,3.049,2645,0.26,2.365,2478,167,20225,1.985,2.937,2.825,75435,39049,36386,7.404,3.833,8.37,4.333,2480,167,0.243,0.016,18405,1822,1.807,0.179,2.042,0.202,3.399,4.729,0.43,-12.066,42.012,40.242,40.573,44.805,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"IB",2021-02-28,"IB",1171543,2.469,986279,2.458,56520,19900,3200,0,79620,6.796,1.766,0,0,0,0,7020,9600,0,16620,1.419,59992,16643,43349,5.121,75.348,1.598,1350,0.115,2.302,1074,276,7871,0.672,10.532,1.099,38317,21675,16642,3.271,1.85,3.885,2.198,1074,276,0.092,0.024,6728,1143,0.574,0.098,0.682,0.116,2.884,7.855,1.29,29.445,-35.277,-28.473,-37.896,-30.11,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"CN",2021-02-28,"CN",2175952,4.586,1871033,4.662,129840,37100,7000,0,173940,7.994,3.858,0,0,0,0,18720,17900,0,36620,1.683,143599,40850,102749,6.599,82.557,3.824,2521,0.116,1.787,2450,71,25468,1.17,5.062,3.557,92225,51374,40851,4.238,2.361,4.929,2.746,2450,71,0.113,0.003,23515,1953,1.081,0.09,1.257,0.104,2.729,6.75,0.138,-11.749,-16.616,-15.874,-19.537,-10.805,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"CB",2021-02-28,"CB",582905,1.228,501384,1.249,55725,9900,2900,0,68525,11.756,1.52,0,0,0,0,8190,4800,0,12990,2.228,58226,17418,40808,9.989,84.97,1.551,919,0.158,1.604,890,29,10932,1.875,1.759,1.527,37822,20404,17418,6.489,3.5,7.544,4.07,890,29,0.153,0.005,10194,739,1.749,0.127,2.033,0.147,2.41,3.095,0.142,-13.466,26.303,23.779,23.201,32.225,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"CL",2021-02-28,"CL",2394918,5.047,2092873,5.215,246585,40800,13500,0,300885,12.563,6.673,0,0,0,0,35100,19700,0,54800,2.288,253543,74420,179123,10.587,84.266,6.752,3936,0.164,1.577,3552,384,38406,1.604,2.184,5.364,163982,89561,74421,6.847,3.74,7.835,4.279,3552,384,0.148,0.016,33934,4472,1.417,0.187,1.621,0.214,2.214,2.896,0.431,-2.909,33.782,32.217,29.998,41.292,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"CM",2021-02-28,"CM",2045221,4.31,1719964,4.286,167175,34800,9200,0,211175,10.325,4.684,0,0,0,0,23400,16800,0,40200,1.966,162038,25765,136273,7.923,76.732,4.315,902,0.044,0.56,307,595,19762,0.966,-0.833,2.76,93901,68136,25765,4.591,3.331,5.459,3.961,305,595,0.015,0.029,12648,7113,0.618,0.348,0.735,0.414,0.326,-1.357,0.881,0.084,0.116,8.677,-12.835,25.841,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"CT",2021-02-28,"CT",7780479,16.397,6531658,16.276,570410,132700,31400,0,734510,9.44,16.29,0,0,0,0,80730,64100,0,144830,1.861,638234,263243,374991,8.203,86.892,16.998,12093,0.155,1.931,11480,613,156104,2.006,2.504,21.804,450739,187495,263244,5.793,2.41,6.901,2.871,11480,613,0.148,0.008,147435,8669,1.895,0.111,2.257,0.133,2.613,3.127,0.328,-7.045,3.665,-0.653,9.987,-8.954,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
"VC",2021-02-28,"VC",5057353,10.658,4269305,10.639,288010,86200,15700,0,389910,7.71,8.648,0,0,0,0,40950,41700,0,82650,1.634,320062,116487,203575,6.329,82.086,8.524,3444,0.068,1.088,3216,228,55223,1.092,-3.029,7.713,218274,101787,116487,4.316,2.013,5.113,2.384,3214,228,0.064,0.005,51634,3588,1.021,0.071,1.209,0.084,1.494,-2.909,0.225,-4.777,-20.023,-18.859,-18.056,-23.952,2021-07-04,2021-10-15,2022-01-25,2024-11-07,2027-07-21,2030-04-02,2024-03-23,2026-07-04,2028-10-15
