"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-22,"AN",8464411,17.838,7062213,17.598,1653300,651300,219200,26150,2549950,30.126,16.52,0,61700,0,87850,184860,86500,0,297510,3.515,2386916,1050976,1335940,28.199,93.606,17.16,66424,0.785,2.862,38925,27499,345072,4.077,-1.495,17.042,1718946,667970,1050976,20.308,7.892,24.34,9.458,38925,27499,0.46,0.325,237109,107963,2.801,1.275,3.357,1.529,2.317,-9.088,4.294,20.633,-3.801,-7.389,-4.987,-0.617,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"AR",2021-04-22,"AR",1329391,2.802,1132764,2.823,332595,102300,45800,4100,484795,36.467,3.141,0,9700,0,13800,40950,13600,0,58650,4.412,436089,196553,239536,32.804,89.953,3.135,22142,1.666,5.349,17944,4198,88126,6.629,6.783,4.352,316321,119768,196553,23.794,9.009,27.925,10.573,17944,4198,1.35,0.316,72824,15302,5.478,1.151,6.429,1.351,6.014,4.288,3.632,20.507,11.884,12.099,11.322,13.449,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"AS",2021-04-22,"AS",1018784,2.147,901209,2.246,319145,78400,42200,3150,442895,43.473,2.869,0,7400,0,10550,38610,10400,0,52160,5.12,402983,157769,245214,39.555,90.988,2.897,10761,1.056,2.744,6955,3806,72945,7.16,-3.003,3.602,280376,122607,157769,27.521,12.035,31.111,13.605,6955,3806,0.683,0.374,55163,17782,5.415,1.745,6.121,1.973,2.544,-3.922,3.204,-0.034,34.932,33.628,28.759,51.555,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"IB",2021-04-22,"IB",1171543,2.469,986279,2.458,184050,89900,24300,3600,301850,25.765,1.956,4680,8500,0,16780,25740,8500,0,37840,3.23,276829,138811,138018,23.629,91.711,1.99,7719,0.659,2.868,5224,2495,36341,3.102,0.757,1.795,207820,69009,138811,17.739,5.89,21.071,6.997,5224,2495,0.446,0.213,27045,9296,2.308,0.793,2.742,0.943,2.579,-0.335,3.751,4.075,-19.401,-20.778,-17.007,-25.828,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"CN",2021-04-22,"CN",2175952,4.586,1871033,4.662,362670,167400,47800,6700,584570,26.865,3.787,22230,15800,0,44730,43290,22200,0,72190,3.318,523232,257590,265642,24.046,89.507,3.762,15085,0.693,2.969,10569,4516,87997,4.044,-1.464,4.346,390411,132821,257590,17.942,6.104,20.866,7.099,10569,4516,0.486,0.208,72056,15941,3.311,0.733,3.851,0.852,2.782,-6.508,3.52,30.322,-17.968,-17.423,-16.057,-23.133,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"CB",2021-04-22,"CB",582905,1.228,501384,1.249,150495,44700,19900,1800,216895,37.209,1.405,0,4200,0,6000,17550,4200,0,23550,4.04,182628,71826,110802,31.331,84.201,1.313,5551,0.952,3.135,3303,2248,29198,5.009,0.278,1.442,127227,55401,71826,21.826,9.504,25.375,11.05,3303,2248,0.567,0.386,20966,8232,3.597,1.412,4.182,1.642,2.665,-5.23,4.229,17.701,6.922,14.414,2.115,19.683,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"CL",2021-04-22,"CL",2394918,5.047,2092873,5.215,740325,184300,100800,7400,1032825,43.126,6.691,0,17400,0,24800,92430,17400,0,117230,4.895,910748,371280,539468,38.028,88.18,6.547,32525,1.358,3.704,25267,7258,156081,6.517,5.545,7.708,641014,269734,371280,26.766,11.263,30.628,12.888,25267,7258,1.055,0.303,128598,27483,5.37,1.148,6.145,1.313,4.103,4.181,2.765,12.432,29.721,32.574,25.227,41.834,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"CM",2021-04-22,"CM",2045221,4.31,1719964,4.286,469035,157300,63800,6300,696435,34.052,4.512,0,14900,0,21200,56160,14900,0,77360,3.782,608848,240656,368192,29.769,87.424,4.377,25408,1.242,4.355,17240,8168,89370,4.37,6.572,4.414,424752,184096,240656,20.768,9.001,24.695,10.703,17240,8168,0.843,0.399,65124,24246,3.184,1.185,3.786,1.41,4.231,3.092,4.643,17.198,1.555,4.687,-2.835,13.348,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"CT",2021-04-22,"CT",7780479,16.397,6531658,16.276,1607030,598600,221100,24000,2450730,31.498,15.877,0,56700,0,80700,193050,79500,0,296550,3.811,2217908,1060650,1157258,28.506,90.5,15.945,75037,0.964,3.502,26898,48139,295695,3.8,-1.325,14.603,1639279,578629,1060650,21.069,7.437,25.097,8.859,26898,48139,0.346,0.619,187165,108530,2.406,1.395,2.866,1.662,1.668,-19.087,9.074,58.786,-2.757,-3.171,-1.427,-6.347,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"VC",2021-04-22,"VC",5057353,10.658,4269305,10.639,961930,389100,131600,15600,1498230,29.625,9.707,0,36800,0,52400,125190,36800,0,177590,3.512,1391648,678214,713434,27.517,92.886,10.005,33788,0.668,2.488,10988,22800,197598,3.907,-15.042,9.759,1034931,356717,678214,20.464,7.053,24.241,8.355,10988,22800,0.217,0.451,138218,59380,2.733,1.174,3.237,1.391,1.073,-26.706,6.828,34.945,-6.127,-8.923,-4.258,-11.182,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"EX",2021-04-22,"EX",1063987,2.242,911213,2.271,276785,81700,36200,3300,397985,37.405,2.578,0,7700,0,11000,32760,10800,0,46860,4.404,377168,152292,224876,35.449,94.769,2.711,13622,1.28,3.747,7322,6300,49194,4.624,-1.201,2.429,264730,112438,152292,24.881,10.568,29.052,12.339,7322,6300,0.688,0.592,32178,17016,3.024,1.599,3.531,1.867,2.845,-4.886,5.936,6.61,20.919,14.987,16.408,33.081,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"GA",2021-04-22,"GA",2701819,5.694,2362643,5.887,743065,208000,98800,8350,1058215,39.167,6.856,0,19700,0,28050,105300,27700,0,141350,5.232,947613,465303,482310,35.073,89.548,6.812,33346,1.234,3.647,24554,8792,144454,5.347,4.943,7.134,706458,241155,465303,26.147,8.926,29.901,10.207,24554,8792,0.909,0.325,106119,38335,3.928,1.419,4.492,1.623,3.601,4.311,3.784,6.732,19.635,20.407,22.331,12.404,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"RI",2021-04-22,"RI",319914,0.674,270788,0.675,78455,24500,10200,1000,114155,35.683,0.74,0,2300,0,3300,9360,3200,0,13560,4.239,104710,49466,55244,32.731,91.726,0.753,3052,0.954,3.002,2620,432,15277,4.775,3.721,0.754,77088,27622,49466,24.096,8.634,28.468,10.201,2620,432,0.819,0.135,13475,1802,4.212,0.563,4.976,0.665,3.518,5.479,1.589,-7.779,11.721,9.792,12.735,8.727,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"MD",2021-04-22,"MD",6779888,14.288,5695623,14.193,1312665,521900,179300,20900,2034765,30.012,13.183,0,49400,0,70300,157950,69400,0,248250,3.662,1806916,876812,930104,26.651,88.802,12.99,45077,0.665,2.559,43124,1953,242985,3.584,-1.084,12,1341864,465052,876812,19.792,6.859,23.56,8.165,43124,1953,0.636,0.029,218384,24601,3.221,0.363,3.834,0.432,3.32,-0.927,0.422,-2.454,-9.085,-7.734,-7.402,-13.625,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"MC",2021-04-22,"MC",1511251,3.185,1237479,3.084,292055,116200,37700,4650,450605,29.817,2.919,0,11000,0,15650,31590,15400,0,51640,3.417,376989,152775,224214,24.945,83.663,2.71,16820,1.113,4.67,11942,4878,76564,5.066,15.191,3.781,264882,112107,152775,17.527,7.418,21.405,9.059,11942,4878,0.79,0.323,65566,10998,4.339,0.728,5.298,0.889,4.721,10.708,4.549,51.843,-14.914,-8.352,-17.999,-6.586,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"NC",2021-04-22,"NC",661197,1.393,552935,1.378,148155,50800,20100,2050,221105,33.44,1.432,0,4800,0,6850,17550,6700,0,26300,3.978,200145,82423,117722,30.27,90.52,1.439,2757,0.417,1.397,1742,1015,28368,4.29,-6.515,1.401,141284,58861,82423,21.368,8.902,25.552,10.645,1742,1015,0.263,0.154,21478,6890,3.248,1.042,3.884,1.246,1.248,-5.516,1.755,-9.497,3.302,2.8,-0.028,12.102,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"PV",2021-04-22,"PV",2220504,4.68,1898123,4.73,525150,170900,70900,6850,773800,34.848,5.013,0,16200,0,23050,70200,22700,0,99750,4.492,651736,293942,357794,29.351,84.225,4.685,1439,0.065,0.221,766,673,64387,2.9,-25.068,3.18,472839,178897,293942,21.294,8.057,24.911,9.425,766,673,0.034,0.03,45583,18804,2.053,0.847,2.401,0.991,0.162,-24.076,0.378,-27.367,0.107,7.115,-0.374,1.461,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"CE",2021-04-22,"CE",84202,0.177,66158,0.165,11340,6800,1600,250,19990,23.741,0.13,0,700,0,950,1170,1000,0,2420,2.874,18631,9535,9096,22.127,93.202,0.134,684,0.812,3.811,12,672,1528,1.815,29.163,0.075,14083,4548,9535,16.725,5.401,21.287,6.874,12,672,0.014,0.798,762,766,0.905,0.91,1.152,1.158,0.085,-24.778,17.337,350.588,-24.294,-26.554,-21.751,-31.986,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"ML",2021-04-22,"ML",87076,0.184,66178,0.165,11340,6800,1500,250,19890,22.842,0.129,0,700,0,950,1170,1000,300,2720,3.124,17627,8163,9464,20.243,88.622,0.127,573,0.658,3.36,222,351,2599,2.985,10.69,0.128,12895,4732,8163,14.809,5.434,19.485,7.15,222,351,0.255,0.403,1927,672,2.213,0.772,2.912,1.015,1.752,5.647,8.012,28.244,-30.978,-29.891,-30.715,-31.57,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"FFAA",2021-04-22,"FFAA",NA,NA,NA,NA,19500,66100,0,0,85600,NA,0.555,0,0,0,0,0,0,0,0,NA,70600,58898,11702,NA,82.477,0.508,345,NA,0.491,129,216,1100,NA,-2.655,0.054,64749,5851,58898,NA,NA,NA,NA,129,216,NA,NA,661,439,NA,NA,NA,NA,0.2,-20.073,3.833,44.884,NA,NA,NA,NA,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
"ES",2021-04-22,"ES",47450795,100,40129822,100,10199085,3717000,1372800,146400,15435285,32.529,100,26910,345600,0,518910,1244880,451900,300,1843480,3.885,13909964,6373934,7536030,29.315,90.118,100,412155,0.869,3.053,255746,156409,2024879,4.267,-1.788,100,10141949,3768015,6373934,21.374,7.941,25.273,9.39,255746,156409,0.539,0.33,1510401,514478,3.183,1.084,3.764,1.282,2.587,-7.639,4.331,20.651,0,0,0,0,2021-05-10,2021-06-23,2021-08-06,2021-09-11,2022-01-18,2022-05-27,2021-08-12,2021-11-29,2022-03-18
