"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-29,"EX",1063987,2.242,911213,2.271,160955,45400,17800,224155,21.067,2.635,0,0,0,0,17550,2200,0,19750,1.856,204735,57585,147150,19.242,91.336,2.704,5299,0.498,2.657,5017,282,34711,3.262,6.046,2.778,131160,73575,57585,12.327,6.915,14.394,8.074,5017,282,0.472,0.027,25887,8824,2.433,0.829,2.841,0.968,3.977,15.722,0.385,-14.851,20.607,17.529,17.759,26.002,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"GA",2021-03-29,"GA",2701819,5.694,2362643,5.887,369835,115500,41400,526735,19.496,6.191,0,0,0,0,56160,5700,0,61860,2.29,447652,158630,289022,16.569,84.986,5.912,5459,0.202,1.235,4097,1362,62250,2.304,2.684,4.982,303141,144511,158630,11.22,5.349,12.831,6.116,4098,1362,0.152,0.05,37725,24525,1.396,0.908,1.597,1.038,1.37,9.269,0.951,-6.024,3.829,8.728,7.184,-2.533,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"RI",2021-03-29,"RI",319914,0.674,270788,0.675,45695,13600,4800,64095,20.035,0.753,0,0,0,0,4680,700,0,5380,1.682,59760,20722,39038,18.68,93.237,0.789,1576,0.493,2.709,1393,183,9710,3.035,13.834,0.777,40241,19519,20722,12.579,6.101,14.861,7.208,1392,183,0.435,0.057,6965,2745,2.177,0.858,2.572,1.014,3.583,25.45,0.946,-7.886,17.062,11.721,20.166,11.17,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"MD",2021-03-29,"MD",6779888,14.288,5695623,14.193,753405,289800,85200,1128405,16.643,13.262,0,0,0,0,85410,14300,0,99710,1.471,995208,344124,651084,14.679,88.196,13.144,17365,0.256,1.776,10855,6510,147002,2.168,6.494,11.765,669666,325542,344124,9.877,4.802,11.758,5.716,10855,6510,0.16,0.096,53849,93153,0.794,1.374,0.945,1.636,1.648,17.418,2.041,1.059,-8.007,-7.181,-5.646,-12.5,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"MC",2021-03-29,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,223145,57393,165752,14.766,84.513,2.947,2946,0.195,1.338,976,1970,25109,1.661,-1.227,2.009,140269,82876,57393,9.282,5.484,11.335,6.697,975,1970,0.065,0.13,6910,18199,0.457,1.204,0.558,1.471,0.7,-9.944,2.435,2.535,-7.473,-2.575,-11.33,-0.073,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"NC",2021-03-29,"NC",661197,1.393,552935,1.378,86145,28200,9700,124045,18.761,1.458,0,0,0,0,9360,1400,0,10760,1.627,113215,40791,72424,17.123,91.269,1.495,1837,0.278,1.649,1492,345,13907,2.103,-1.835,1.113,77003,36212,40791,11.646,5.477,13.926,6.549,1492,345,0.226,0.052,8523,5384,1.289,0.814,1.541,0.974,1.976,-2.605,0.962,-0.591,7.322,4.666,11.253,-0.2,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"PV",2021-03-29,"PV",2220504,4.68,1898123,4.73,275940,94900,30800,401640,18.088,4.72,0,0,0,0,37440,4700,0,42140,1.898,352196,156334,195862,15.861,87.689,4.652,11739,0.529,3.448,8884,2855,89231,4.019,12.175,7.141,254265,97931,156334,11.451,4.41,13.396,5.159,8884,2855,0.4,0.129,63911,25320,2.878,1.14,3.367,1.334,3.62,13.35,3.003,9.317,-0.598,0.855,9.391,-19.643,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"CE",2021-03-29,"CE",84202,0.177,66158,0.165,6660,3700,900,11260,13.373,0.132,0,0,0,0,1170,200,0,1370,1.627,11097,3987,7110,13.179,98.552,0.147,189,0.224,1.733,109,80,1665,1.977,12.652,0.133,7542,3555,3987,8.957,4.222,11.4,5.373,109,80,0.129,0.095,652,1013,0.774,1.203,0.986,1.531,1.466,19.633,2.302,8.574,-16.949,-25.424,-14.434,-23.069,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"ML",2021-03-29,"ML",87076,0.184,66178,0.165,6660,3700,800,11160,12.816,0.131,0,0,0,0,2340,200,0,2540,2.917,10084,5250,4834,11.581,90.358,0.133,100,0.115,1.002,98,2,1311,1.506,-8.065,0.105,7667,2417,5250,8.805,2.776,11.585,3.652,98,2,0.113,0.002,1278,33,1.468,0.038,1.931,0.05,1.295,-8.256,0.083,3.125,-27.717,-28.804,-15.887,-49.417,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"FFAA",2021-03-29,"FFAA",NA,NA,NA,NA,19500,33100,0,52600,NA,0.618,0,0,0,0,19500,33100,0,52600,NA,22527,12841,9686,NA,42.827,0.298,2028,NA,9.893,1993,35,22527,NA,9.893,1.803,17684,4843,12841,NA,NA,NA,NA,1993,35,NA,NA,17684,4843,NA,NA,NA,NA,12.702,12.702,0.728,0.728,NA,NA,NA,NA,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
"ES",2021-03-29,"ES",47450795,100,40129822,100,5797545,2060500,650400,8508445,17.931,100,0,0,0,0,691080,133100,0,824180,1.737,7571439,2363021,5208418,15.956,88.987,100,168023,0.354,2.27,135234,32789,1249531,2.633,7.381,100,4967230,2604209,2363021,10.468,5.488,12.378,6.489,135234,32789,0.285,0.069,756190,493341,1.594,1.04,1.884,1.229,2.799,16.862,1.275,-4.496,0,0,0,0,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
