"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,1098720,381600,168000,1648320,17.011,1483868,90,514632,17.788,-4.639,6.08,7.287,7.48,3.145,4.551,4.778,17.531,-0.284,0,0,0,0,7202,42454,0.015,0.085,176250,99450,56800,20000,42356,189919,0.089,0.4,-87.3657612128869,-89.5662368112544
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,209745,59900,35300,304945,3.147,258902,84.9,93627,3.104,12.313,7.043,8.265,8.453,19.481,18.586,18.406,19.475,10.777,0,0,0,0,4349,8563,0.009,0.006,38930,22230,13600,3100,13847,38172,0.029,0.08,-97.4731522425774,-96.6002344665885
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,203315,46000,32700,282015,2.91,234491,83.1,89604,2.811,35.555,8.795,9.943,10.117,49.209,42.651,41.725,23.017,30.921,0,0,0,0,2511,8576,0.005,0.027,35460,21060,12000,2400,11841,36766,0.025,0.077,-97.5679090334807,-97.0691676436108
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,112680,52700,18000,183380,1.892,160884,87.7,45509,1.929,-23.351,3.885,4.614,4.726,-34.1,-33.798,-33.8,13.733,-21.888,0,0,0,0,0,0,0,0.006,22570,12870,6900,2800,7729,28717,0.016,0.061,-98.0732785849653,-98.1242672919109
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,232800,98100,35800,366700,3.784,315167,85.9,108593,3.778,-17.481,4.991,5.804,5.945,-15.336,-16.729,-16.724,14.484,-17.613,0,0,0,0,3881,10938,0.008,0.012,41400,23400,12900,5100,17692,60815,0.037,0.128,-95.9570435881238,-95.662368112544
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,97845,26200,15300,139345,1.438,114080,81.9,44056,1.368,17.103,7.558,8.787,8.98,28.22,26.069,25.795,19.571,11.321,0,0,0,0,0,0,0,0.001,16360,9360,5600,1400,3725,16779,0.008,0.035,-98.8945041061276,-99.0621336459555
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,463035,108100,78300,649435,6.702,554254,85.3,207364,6.644,32.794,8.659,9.908,10.105,46.89,42.155,41.545,23.143,31.639,0,0,0,0,9300,20120,0.02,0.035,85440,49140,30600,5700,37033,97945,0.078,0.206,-93.4933670246368,-90.8558030480657
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,300555,92200,49600,442355,4.565,356085,80.5,122854,4.269,5.918,6.007,7.143,7.323,1.906,2.481,2.584,17.411,-0.967,0,0,0,0,0,0,0,0.009,53820,30420,18600,4800,18095,64299,0.038,0.136,-95.7043588123816,-95.5451348182884
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,1027880,350800,168400,1547080,15.966,1353057,87.5,431509,16.22,-2.63,5.546,6.606,6.772,-5.912,-5.215,-5.135,17.39,-1.082,0,0,0,0,10466,78113,0.022,0.024,185430,104130,63000,18300,52101,290578,0.11,0.612,-80.669614655717,-87.1043376318874
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,586360,228100,96800,911260,9.404,821536,90.2,257143,9.848,-11.765,5.085,6.023,6.172,-13.742,-13.585,-13.542,16.244,-7.601,0,0,0,0,5629,53319,0.012,0.018,118860,67860,39000,12000,29486,209196,0.062,0.441,-86.0707517372078,-92.7315357561547
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,178505,47900,28100,254505,2.626,231560,91,76693,2.776,17.149,7.208,8.417,8.615,22.284,20.756,20.675,21.763,23.792,0,0,0,0,2064,12073,0.004,0.004,30350,17550,10300,2500,6044,49748,0.013,0.105,-96.6835123183828,-98.4759671746776
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,427165,121900,73600,622665,6.426,498870,80.1,162397,5.98,12.853,6.011,6.874,7.004,1.97,-1.383,-1.887,18.464,5.026,0,0,0,0,7869,20420,0.017,0.025,95930,57330,32200,6400,25943,79968,0.055,0.169,-94.6620341124447,-93.5521688159437
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,50375,14400,7800,72575,0.749,65886,90.8,21980,0.79,11.123,6.871,8.117,8.31,16.558,16.458,16.406,20.595,17.145,0,0,0,0,1014,2470,0.002,0.001,8480,4680,3000,800,3573,12076,0.008,0.025,-99.2103600758054,-99.0621336459555
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,838815,305800,136100,1280715,13.217,1092992,85.3,376909,13.102,-7.497,5.559,6.618,6.779,-5.689,-5.056,-5.036,16.121,-8.302,0,0,0,0,17014,34715,0.036,0.011,152310,85410,50900,16000,89684,177105,0.189,0.373,-88.2185723310171,-77.8429073856975
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,197285,68100,29400,294785,3.042,246425,83.6,87958,2.954,-4.485,5.82,7.108,7.313,-1.261,1.979,2.441,16.306,-7.25,0,0,0,0,2303,9201,0.005,0.01,30750,17550,9600,3600,17157,39787,0.036,0.084,-97.3468098547063,-95.7796014067995
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,95505,29800,15400,140705,1.452,121389,86.3,39638,1.455,4.24,5.995,7.169,7.354,1.702,2.851,3.01,18.359,4.427,0,0,0,0,2329,3540,0.005,0.006,16660,9360,5700,1600,5653,16073,0.012,0.034,-98.9260897030954,-98.5932004689332
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,314550,100200,52900,467650,4.826,370971,79.3,105534,4.447,3.122,4.753,5.56,5.685,-19.371,-20.23,-20.362,16.707,-4.972,0,0,0,0,0,0,0,0.012,66010,38610,22100,5300,22112,68113,0.047,0.144,-95.4516740366393,-94.4900351699883
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,7830,3900,1300,13030,0.134,11226,86.2,3601,0.135,-24.029,4.277,5.443,5.628,-27.448,-21.907,-21.162,13.332,-24.165,0,0,0,0,0,0,0,0.001,1770,1170,400,200,395,1105,0.001,0.002,-99.9368288060644,-99.8827667057444
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,7830,3900,1200,12930,0.133,10413,80.5,2423,0.125,-27.48,2.783,3.661,3.795,-52.793,-47.469,-46.845,11.959,-31.979,0,0,0,0,0,0,0,0.001,1770,1170,400,200,14,936,0,0.002,-99.9368288060644,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,36100,0,55600,0.574,40099,72.1,4991,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2493,0,0,3000,0,0,3000,333,24322,0.001,0.051,-98.3891345546431,-99.8827667057444
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,6470295,2175700,1044000,9689995,100,8342155,86.09,2797015,100,0,5.895,6.97,7.139,0,0,0,17.581,0,0,0,0,0,75931,306995,0.16,0.294,1181550,672750,393600,115200,404813,1502419,0.853,3.166,0,0
