"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-10,"AN",8464411,17.838,7062213,17.598,1283580,564800,168000,0,2016380,23.822,16.812,0,0,0,0,184860,183200,0,368060,4.348,1806226,731534,1074692,21.339,89.578,17.341,29487,0.348,1.66,28078,1409,302659,3.576,6.939,16.206,1268880,537346,731534,14.991,6.348,17.967,7.609,28078,1409,0.332,0.017,287223,15436,3.393,0.182,4.067,0.219,2.263,8.241,0.263,-12.623,-2.786,-5.752,-2.983,-2.338,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"AR",2021-04-10,"AR",1329391,2.802,1132764,2.823,250695,88700,35300,0,374695,28.185,3.124,0,0,0,0,40950,28800,0,69750,5.247,306429,102766,203663,23.05,81.781,2.942,3057,0.23,1.008,2897,160,40810,3.07,-0.735,2.185,204598,101831,102767,15.39,7.66,18.062,8.99,2897,160,0.218,0.012,35771,5039,2.691,0.379,3.158,0.445,1.436,3.235,0.157,-22.009,4.996,11.492,-0.401,17.846,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"AS",2021-04-10,"AS",1018784,2.147,901209,2.246,241925,68000,32700,0,342625,33.631,2.857,0,0,0,0,38610,22000,0,60610,5.949,289128,96581,192547,28.38,84.386,2.776,6274,0.616,2.218,5799,475,47075,4.621,5.592,2.521,192855,96274,96581,18.93,9.45,21.4,10.683,5800,475,0.569,0.047,42457,4619,4.167,0.453,4.711,0.513,3.101,7.723,0.496,-10.64,29.297,33.069,22.508,45.385,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"IB",2021-04-10,"IB",1171543,2.469,986279,2.458,140760,78000,18000,0,236760,20.209,1.974,0,0,0,0,28080,25300,0,53380,4.556,205960,94606,111354,17.58,86.991,1.977,6197,0.529,3.102,5580,617,32945,2.812,0.402,1.764,150283,55677,94606,12.828,4.752,15.237,5.645,5580,617,0.476,0.053,26502,6443,2.262,0.55,2.687,0.653,3.856,5.481,1.121,-16.194,-19.927,-20.049,-16.982,-26.892,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"CN",2021-04-10,"CN",2175952,4.586,1871033,4.662,276090,145200,35800,0,457090,21.006,3.811,0,0,0,0,43290,47100,0,90390,4.154,374594,145070,229524,17.215,81.952,3.596,6508,0.299,1.768,6212,296,56222,2.584,9.56,3.01,259832,114762,145070,11.941,5.274,13.887,6.134,6212,296,0.285,0.014,50381,5841,2.315,0.268,2.693,0.312,2.449,10.465,0.259,2.312,-21.587,-16.899,-22.722,-18.862,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"CB",2021-04-10,"CB",582905,1.228,501384,1.249,115395,38800,15300,0,169495,29.078,1.413,0,0,0,0,17550,12600,0,30150,5.172,135914,45647,90267,23.317,80.188,1.305,2523,0.433,1.891,2417,106,15579,2.673,-3.732,0.834,90781,45133,45648,15.574,7.743,18.106,9.002,2417,106,0.415,0.018,15260,319,2.618,0.055,3.044,0.064,2.735,-2.129,0.235,-46.115,6.27,15.065,0.79,19.123,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"CL",2021-04-10,"CL",2394918,5.047,2092873,5.215,555465,159900,78300,0,793665,33.14,6.617,0,0,0,0,92430,51800,0,144230,6.022,669795,207920,461875,27.967,84.393,6.43,12665,0.529,1.927,11514,1151,107152,4.474,8.583,5.737,438858,230937,207921,18.325,9.643,20.969,11.034,11514,1151,0.481,0.048,84527,22625,3.529,0.945,4.039,1.081,2.694,10.156,0.501,3.085,27.402,31.108,18.593,48.354,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"CM",2021-04-10,"CM",2045221,4.31,1719964,4.286,356715,136400,49600,0,542715,26.536,4.525,0,0,0,0,56160,44200,0,100360,4.907,470098,168710,301388,22.985,86.62,4.513,6611,0.323,1.426,5853,758,87811,4.293,-6.882,4.702,319404,150694,168710,15.617,7.368,18.57,8.761,5853,758,0.286,0.037,68024,19787,3.326,0.967,3.955,1.15,1.867,-4.521,0.506,-14.179,4.71,4.988,1.068,13.354,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"CT",2021-04-10,"CT",7780479,16.397,6531658,16.276,1220930,519100,168400,0,1908430,24.528,15.912,0,0,0,0,193050,168300,0,361350,4.644,1687739,779607,908132,21.692,88.436,16.203,23072,0.297,1.386,21147,1925,334682,4.302,7.404,17.92,1233673,454066,779607,15.856,5.836,18.888,6.952,21147,1925,0.272,0.025,312125,22557,4.012,0.29,4.779,0.345,1.744,7.268,0.426,9.33,-1.183,-2.958,2.615,-10.215,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"VC",2021-04-10,"VC",5057353,10.658,4269305,10.639,711550,337500,96800,0,1145850,22.657,9.554,0,0,0,0,125190,109400,0,234590,4.639,1035843,467630,568213,20.482,90.4,9.945,0,0,0,0,0,171268,3.387,-11.162,9.17,751736,284106,467630,14.864,5.618,17.608,6.655,-1,0,0,0,149426,21841,2.955,0.432,3.5,0.512,0,-11.259,0,-10.495,-6.69,-10.358,-3.805,-13.569,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"EX",2021-04-10,"EX",1063987,2.242,911213,2.271,211265,70900,28100,0,310265,29.161,2.587,0,0,0,0,32760,23000,0,55760,5.241,289832,117767,172065,27.24,93.414,2.783,4598,0.432,1.612,4496,102,56010,5.264,6.598,2.999,203799,86033,117766,19.154,8.086,22.366,9.442,4496,102,0.423,0.01,46746,9264,4.393,0.871,5.13,1.017,2.256,7.851,0.119,0.696,24.13,15.388,23.958,24.4,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"GA",2021-04-10,"GA",2701819,5.694,2362643,5.887,532465,180300,73600,0,786365,29.105,6.556,0,0,0,0,105300,58400,0,163700,6.059,682745,311450,371295,25.27,86.823,6.555,24971,0.924,3.796,24767,204,158611,5.871,8.436,8.493,497097,185647,311450,18.399,6.871,21.04,7.858,24766,204,0.917,0.008,143521,15089,5.312,0.558,6.075,0.639,5.243,12.736,0.11,-20.438,15.121,15.139,19.072,5.708,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"RI",2021-04-10,"RI",319914,0.674,270788,0.675,59735,21300,7800,0,88835,27.768,0.741,0,0,0,0,9360,6900,0,16260,5.083,79986,30455,49531,25.002,90.039,0.768,1042,0.326,1.32,998,44,12499,3.907,1.966,0.669,55221,24765,30456,17.261,7.741,20.393,9.146,998,44,0.312,0.014,11294,1205,3.53,0.377,4.171,0.445,1.841,9.576,0.178,-38.237,13.947,9.941,11.707,19.092,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"MD",2021-04-10,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,0,1585365,23.383,13.218,0,0,0,0,157950,146700,0,304650,4.493,1358368,502263,856105,20.035,85.682,13.041,30604,0.451,2.305,28818,1786,232507,3.429,6.489,12.449,930315,428052,502263,13.722,6.314,16.334,7.515,28817,1786,0.425,0.026,181756,50750,2.681,0.749,3.191,0.891,3.197,7.435,0.419,3.234,-8.728,-7.489,-11.196,-2.862,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"MC",2021-04-10,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,0,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,280716,82792,197924,18.575,78.178,2.695,2449,0.162,0.88,2227,222,24337,1.61,-9.41,1.303,181754,98962,82792,12.027,6.548,14.687,7.997,2227,222,0.147,0.015,15827,8510,1.047,0.563,1.279,0.688,1.24,-8.673,0.225,-10.75,-15.385,-5.997,-22.165,0.738,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"NC",2021-04-10,"NC",661197,1.393,552935,1.378,113055,44100,15400,0,172555,26.097,1.439,0,0,0,0,17550,14300,0,31850,4.817,149955,55923,94032,22.679,86.903,1.44,3887,0.588,2.661,3236,651,28566,4.32,15.75,1.53,102939,47016,55923,15.569,7.111,18.617,8.503,3236,651,0.489,0.098,21188,7378,3.204,1.116,3.832,1.334,3.246,18.026,1.404,9.677,3.374,3.302,0.757,9.4,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"PV",2021-04-10,"PV",2220504,4.68,1898123,4.73,384750,148200,52900,0,585850,26.384,4.885,0,0,0,0,70200,48000,0,118200,5.323,497390,235652,261738,22.4,84.901,4.775,19213,0.865,4.018,17187,2026,126419,5.693,17.922,6.769,366521,130869,235652,16.506,5.894,19.31,6.895,17187,2026,0.774,0.091,101084,25335,4.552,1.141,5.325,1.335,4.92,20.486,1.572,8.692,2.03,4.38,6.821,-9.323,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"CE",2021-04-10,"CE",84202,0.177,66158,0.165,9000,5800,1300,0,16100,19.121,0.134,0,0,0,0,1170,1900,0,3070,3.646,15584,8301,7283,18.508,96.795,0.15,107,0.127,0.691,107,0,4358,5.176,2.517,0.233,11943,3641,8302,14.184,4.324,18.052,5.503,107,0,0.127,0,4318,40,5.128,0.048,6.527,0.06,0.904,2.541,0,0,-15.254,-24.294,-8.206,-33.477,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"ML",2021-04-10,"ML",87076,0.184,66178,0.165,9000,5800,1200,0,16000,18.375,0.133,0,0,0,0,1170,1900,0,3070,3.526,13281,7082,6199,15.252,83.006,0.128,204,0.234,1.56,38,166,2868,3.294,7.658,0.154,10182,3100,7082,11.693,3.56,15.386,4.684,39,166,0.045,0.191,2192,677,2.517,0.777,3.312,1.023,0.385,1.811,5.658,32.485,-30.435,-27.717,-24.327,-45.231,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
"FFAA",2021-04-10,"FFAA",NA,NA,NA,NA,19500,66100,0,0,85600,NA,0.714,0,0,0,0,0,30000,0,30000,NA,66633,56022,10611,NA,77.842,0.64,922,NA,1.403,912,10,25240,NA,1.102,1.351,61327,5306,56021,NA,NA,NA,NA,912,10,NA,NA,24926,314,NA,NA,NA,NA,1.51,1.075,0.189,3.289,NA,NA,NA,NA,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
