"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-05-05,"AN",8464411,17.838,7062213,17.598,2185650,951000,282000,48650,3467300,40.963,16.439,0,0,0,0,278460,281300,33500,615760,7.275,3051706,1154720,1896986,36.053,88.014,17.033,75517,0.892,2.537,42656,32861,406888,4.807,1.242,16.027,2126959,948493,1178466,25.128,11.206,30.117,13.431,43846,32861,0.518,0.388,224638,205996,2.654,2.434,3.181,2.917,2.105,3.365,3.589,-0.547,-4.513,-7.843,-6.014,-1.425,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"AR",2021-05-05,"AR",1329391,2.802,1132764,2.823,444915,149400,58700,7600,660615,49.693,3.132,0,0,0,0,51480,44200,6900,106080,7.98,557760,228754,329006,41.956,84.43,3.113,11791,0.887,2.16,7410,4381,78333,5.892,1.088,3.086,401040,164503,236537,30.167,12.374,35.404,14.522,7410,4381,0.557,0.33,49572,32464,3.729,2.442,4.376,2.866,1.882,-0.713,2.736,3.815,11.099,11.777,12.833,8.849,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"AS",2021-05-05,"AS",1018784,2.147,901209,2.246,419765,114600,53800,5850,594015,58.306,2.816,0,0,0,0,46800,34000,6200,89700,8.805,520635,163465,357170,51.104,87.647,2.906,14596,1.433,2.884,7497,7099,72328,7.099,4.299,2.849,347648,178585,169063,34.124,17.529,38.576,19.816,7497,7099,0.736,0.697,33501,42155,3.288,4.138,3.717,4.678,2.204,4.969,4.14,3.405,35.352,31.16,27.633,54.196,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"IB",2021-05-05,"IB",1171543,2.469,986279,2.458,240210,131500,32000,6700,410410,35.032,1.946,0,0,0,0,32760,39000,4100,78960,6.74,346609,142341,204268,29.586,84.454,1.935,6805,0.581,2.003,3748,3057,43831,3.741,7.658,1.727,248376,102134,146242,21.201,8.718,25.183,10.355,3944,3057,0.337,0.261,19010,25019,1.623,2.136,1.927,2.537,1.614,11.456,3.085,5.748,-21.628,-21.183,-20.702,-23.311,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"CN",2021-05-05,"CN",2175952,4.586,1871033,4.662,486690,244500,62500,12500,806190,37.05,3.822,0,0,0,0,66690,77100,14700,164290,7.55,652877,265911,386966,30.004,80.983,3.644,16796,0.772,2.641,4769,12027,70407,3.236,4.225,2.773,468568,193483,275085,21.534,8.892,25.043,10.341,5335,12027,0.245,0.553,31258,42454,1.437,1.951,1.671,2.269,1.152,-7.488,6.628,14.505,-20.541,-16.659,-19.457,-21.78,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"CB",2021-05-05,"CB",582905,1.228,501384,1.249,198465,65400,25500,3300,292665,50.208,1.388,0,0,0,0,22230,19400,3000,46130,7.914,243509,89279,154230,41.775,83.204,1.359,7738,1.327,3.282,3901,3837,33284,5.71,-0.009,1.311,167228,77115,90113,28.689,13.229,33.353,15.38,4032,3837,0.692,0.658,18987,15024,3.257,2.577,3.787,2.997,2.471,4.959,5.236,-5.444,10.668,13.029,7.305,16.371,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"CL",2021-05-05,"CL",2394918,5.047,2092873,5.215,982515,269100,128400,13800,1393815,58.199,6.608,0,0,0,0,105300,79600,14700,206000,8.602,1160331,423923,736408,48.45,83.249,6.476,26360,1.101,2.325,14154,12206,161618,6.748,1.594,6.366,802106,368204,433902,33.492,15.374,38.326,17.593,15310,12206,0.639,0.51,93636,75401,3.91,3.148,4.474,3.603,1.946,0.7,3.429,2.742,28.314,30.929,25.269,35.239,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"CM",2021-05-05,"CM",2045221,4.31,1719964,4.286,619965,228800,81200,11700,941665,46.042,4.464,0,0,0,0,67860,67000,9300,149560,7.313,775768,309530,466238,37.931,82.383,4.33,16471,0.805,2.169,10451,6020,101605,4.968,1.924,4.002,548163,233119,315044,26.802,11.398,31.871,13.554,10600,6020,0.518,0.294,67962,36771,3.323,1.798,3.951,2.138,1.972,-0.034,2.651,4.716,0.464,3.573,0.247,0.264,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"CT",2021-05-05,"CT",7780479,16.397,6531658,16.276,2160440,874100,285700,44700,3364940,43.248,15.953,0,0,0,0,272610,258600,34400,586310,7.536,2840839,1089207,1751632,36.512,84.425,15.856,72175,0.928,2.607,38449,33726,412907,5.307,4.293,16.264,1989218,875816,1113402,25.567,11.257,30.455,13.409,40273,33726,0.518,0.433,216829,210698,2.787,2.708,3.32,3.226,2.066,4.574,4.005,2.474,-3.299,-2.708,-4.372,-0.976,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
"VC",2021-05-05,"VC",5057353,10.658,4269305,10.639,1323460,568100,174300,29000,2094860,41.422,9.932,0,0,0,0,187200,168100,22700,391400,7.739,1806822,723892,1082930,35.727,86.25,10.085,83735,1.656,4.86,59772,23963,238607,4.718,10.978,9.399,1286949,541465,745484,25.447,10.706,30.144,12.683,65010,23963,1.285,0.474,121222,132220,2.397,2.614,2.839,3.097,5.32,14.631,4.631,9.095,-5.376,-6.812,-4.821,-5.823,2021-05-12,2021-06-28,2021-08-13,2021-06-24,2021-08-17,2021-10-10,2021-06-11,2021-07-27,2021-09-11
