"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,899820,343800,111200,1354820,17.631,1202553,88.8,422339,18.763,-1.16,4.99,5.98,6.138,9.784,11.28,11.521,14.207,5.183
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,165285,54000,21700,240985,3.136,207118,85.9,72085,3.232,11.923,5.422,6.364,6.508,19.307,18.414,18.234,15.58,15.347
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,161195,41500,20700,223395,2.907,187429,83.9,74197,2.924,35.406,7.283,8.233,8.378,60.243,53.2,52.205,18.397,36.205
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,86940,47500,11100,145540,1.894,124791,85.7,35918,1.947,-23.289,3.066,3.642,3.73,-32.543,-32.234,-32.236,10.652,-21.139
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,186000,88400,22900,297300,3.869,241508,81.2,81868,3.768,-15.636,3.762,4.376,4.482,-17.217,-18.58,-18.575,11.099,-17.828
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,79125,23600,9700,112425,1.463,91015,81,36503,1.42,19.141,6.262,7.28,7.441,37.786,35.474,35.18,15.614,15.599
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,364755,97300,47700,509755,6.634,431153,84.6,157258,6.727,31.439,6.566,7.514,7.663,44.476,39.82,39.219,18.003,33.285
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,239715,83100,31000,353815,4.604,271647,76.8,94751,4.238,6.831,4.633,5.509,5.648,1.934,2.509,2.612,13.282,-1.666
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,819620,316100,105400,1241120,16.151,1011890,81.5,346521,15.788,-1.498,4.454,5.305,5.438,-2.006,-1.28,-1.197,13.005,-3.713
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,450640,205400,57800,713840,9.29,569061,79.7,201548,8.879,-12.839,3.985,4.721,4.838,-12.314,-12.155,-12.111,11.252,-16.694
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,143405,43200,17800,204405,2.66,171479,83.9,65591,2.676,18.646,6.165,7.198,7.368,35.638,33.944,33.854,16.117,19.32
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,313675,109800,41400,464875,6.05,392134,84.4,123545,6.118,6.247,4.573,5.229,5.328,0.61,-2.697,-3.195,14.514,7.453
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,41015,12900,4800,58715,0.764,50952,86.8,17549,0.795,13.367,5.486,6.481,6.635,20.696,20.593,20.539,15.927,17.915
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,667995,275500,85200,1028695,13.387,861028,83.7,249222,13.434,-6.306,3.676,4.376,4.483,-19.121,-18.578,-18.561,12.7,-5.977
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,162185,61300,19800,243285,3.166,199568,82,66141,3.114,-0.596,4.377,5.345,5.499,-3.704,-0.544,-0.094,13.205,-2.233
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,76785,26800,9700,113285,1.474,100046,88.3,31120,1.561,5.832,4.707,5.628,5.773,3.558,4.728,4.889,15.131,12.023
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,238500,90200,30800,359500,4.678,277455,77.2,75513,4.329,-0.034,3.401,3.978,4.068,-25.175,-25.972,-26.094,12.495,-7.492
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3500,900,9890,0.129,9432,95.4,2542,0.147,-27.286,3.019,3.842,3.973,-33.576,-28.502,-27.82,11.202,-17.068
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3500,800,8620,0.112,8937,103.7,2387,0.139,-39.034,2.741,3.607,3.738,-39.685,-32.882,-32.085,10.263,-24.014
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5106465,1927400,650400,7684265,100,6409196,83.407,2156598,100,0,4.545,5.374,5.504,0,0,0,13.507,0
