"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,324180,0,6800,330980,18.709,257976,77.9,50951,19.018,4.885,0.602,0.721,0.741,65.039,67.289,67.651,3.048,6.615,79560,79560,0,0,12973,6804,0.027,0.085,79560,79560,0,0,46383,83697,0.098,0.176,-74.7489239598278,-70.4819277108434
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,55305,0,1200,56505,3.194,47835,84.7,5860,3.526,13.993,0.441,0.517,0.529,20.858,19.954,19.771,3.598,25.872,14040,14040,0,0,2915,4304,0.006,0.006,14040,14040,0,0,5237,14101,0.011,0.03,-95.6958393113343,-96.6867469879518
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,58235,0,1200,59435,3.36,49077,82.6,13727,3.618,56.484,1.347,1.523,1.55,269.424,253.188,250.895,4.817,68.512,14040,14040,0,0,3033,4990,0.006,0.027,14040,14040,0,0,12040,13023,0.025,0.027,-96.1262553802009,-92.4698795180723
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,29610,0,600,30210,1.708,23603,78.1,3114,1.74,-30.835,0.266,0.316,0.323,-27.123,-26.789,-26.791,2.015,-29.523,7020,7020,0,0,235,1231,0,0.006,7020,7020,0,0,2947,7906,0.006,0.017,-97.5609756097561,-98.1927710843374
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,64320,0,1300,65620,3.709,54653,83.3,6434,4.029,-19.116,0.296,0.344,0.352,-18.929,-20.264,-20.259,2.512,-12.138,18135,18135,0,0,1285,1885,0.003,0.012,18135,18135,0,0,6095,11054,0.013,0.023,-96.700143472023,-96.0843373493976
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,27645,0,500,28145,1.591,20910,74.3,300,1.542,29.557,0.051,0.06,0.061,-85.889,-86.126,-86.156,3.587,25.485,7020,7020,0,0,0,167,0,0.001,7020,7020,0,0,300,1437,0.001,0.003,-99.5695839311334,-99.6987951807229
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,121395,0,2500,123895,7.003,104197,84.1,18756,7.682,38.765,0.783,0.896,0.914,114.724,107.803,106.911,4.351,52.195,28080,28080,0,0,5511,4661,0.012,0.035,28080,28080,0,0,18123,29847,0.038,0.063,-90.961262553802,-88.5542168674699
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,82935,0,1700,84635,4.784,68522,81,6982,5.052,11.002,0.341,0.406,0.416,-6.401,-5.873,-5.778,3.35,17.2,21060,21060,0,0,3359,4173,0.007,0.009,21060,21060,0,0,6787,19767,0.014,0.042,-93.974175035868,-95.7831325301205
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,280250,0,5800,286050,16.17,201650,70.5,18426,14.866,-1.387,0.237,0.282,0.289,-35.068,-34.587,-34.532,2.592,-9.337,69030,69030,0,0,8806,18937,0.019,0.024,69030,69030,0,0,17513,38820,0.037,0.082,-88.2352941176471,-88.855421686747
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,142930,0,2900,145830,8.243,108454,74.4,7304,7.995,-22.655,0.144,0.171,0.175,-60.402,-60.33,-60.31,2.144,-24.983,33930,33930,0,0,1911,2964,0.004,0.018,33930,33930,0,0,5567,8522,0.012,0.018,-97.4175035868006,-96.3855421686747
