"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-28,"AN",8464411,17.838,7062213,17.598,1907190,669700,248500,26150,2851540,33.689,16.327,0,0,0,0,253890,80100,29300,389440,4.601,2644818,1159824,1484994,31.246,92.751,17.199,70526,0.833,2.74,36532,33994,324326,3.832,-13.524,17.251,1902321,742497,1159824,22.474,8.772,26.937,10.514,36532,33994,0.432,0.402,222300,102026,2.626,1.205,3.148,1.445,1.958,-14.077,4.798,-12.296,-3.582,-8.471,-5.301,-0.102,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"AR",2021-04-28,"AR",1329391,2.802,1132764,2.823,393435,105200,51800,4100,554535,41.713,3.175,0,0,0,0,60840,12600,6000,83540,6.284,479427,215349,264078,36.064,86.456,3.118,10948,0.824,2.337,7760,3188,65480,4.926,-4.245,3.483,351468,132039,219429,26.438,9.932,31.027,11.656,7766,3188,0.584,0.24,53091,16469,3.994,1.239,4.687,1.454,2.26,-4.826,2.474,-1.229,11.278,13.312,11.402,13.108,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"AS",2021-04-28,"AS",1018784,2.147,901209,2.246,372965,80600,47600,3150,504315,49.502,2.888,0,0,0,0,53820,9600,5400,71970,7.064,448307,175447,272860,44.004,88.894,2.915,11615,1.14,2.66,5904,5711,56085,5.505,-0.838,2.983,314147,136430,177717,30.835,13.391,34.858,15.139,5911,5711,0.58,0.561,40726,17629,3.998,1.73,4.519,1.956,1.918,-5.753,4.369,12.934,35.771,34.513,29.93,52.5,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"IB",2021-04-28,"IB",1171543,2.469,986279,2.458,207450,92500,27900,3600,331450,28.292,1.898,0,0,0,0,28080,11100,3600,46380,3.959,302778,148548,154230,25.844,91.35,1.969,3687,0.315,1.233,1990,1697,33668,2.874,-6.881,1.791,229366,77115,152251,19.578,6.582,23.256,7.819,1990,1697,0.17,0.145,26770,10601,2.285,0.905,2.714,1.075,0.875,-6.037,2.25,-6.755,-20.251,-23.127,-17.504,-25.043,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"CN",2021-04-28,"CN",2175952,4.586,1871033,4.662,420000,167400,47800,6700,641900,29.5,3.675,0,0,0,0,79560,15800,0,102060,4.69,582470,280412,302058,26.769,90.742,3.788,13942,0.641,2.452,7293,6649,74323,3.416,-2.545,3.953,437310,151029,286281,20.097,6.941,23.373,8.072,7865,6649,0.361,0.306,57468,22724,2.641,1.044,3.071,1.215,1.831,-4.646,4.605,6.721,-17.401,-19.865,-15.317,-20.954,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"CB",2021-04-28,"CB",582905,1.228,501384,1.249,176235,46000,22500,1800,246535,42.294,1.412,0,0,0,0,25740,5500,2600,35640,6.114,210225,86043,124182,36.065,85.272,1.367,7741,1.328,3.823,3039,4702,33148,5.687,4.075,1.763,148241,62091,86150,25.431,10.652,29.566,12.384,3135,4702,0.538,0.807,24317,8938,4.172,1.533,4.85,1.783,2.16,-2.818,8.193,30.692,11.319,14.984,7.159,21.307,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"CL",2021-04-28,"CL",2394918,5.047,2092873,5.215,877215,189500,113700,7400,1187815,49.597,6.801,0,0,0,0,136890,22600,12900,179790,7.507,998713,413107,585606,41.701,84.08,6.494,23824,0.995,2.444,13630,10194,120490,5.031,-3.26,6.409,708470,292803,415667,29.582,12.226,33.852,13.99,14659,10194,0.612,0.426,92723,30327,3.872,1.266,4.43,1.449,2.113,-5.106,3.607,6.902,28.67,34.753,24.65,39.232,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"CM",2021-04-28,"CM",2045221,4.31,1719964,4.286,552105,161800,71900,6300,792105,38.73,4.535,0,0,0,0,83070,19400,8100,116870,5.714,674163,281467,392696,32.963,85.11,4.384,14553,0.712,2.206,10189,4364,90723,4.436,0.781,4.826,480201,196348,283853,23.479,9.6,27.919,11.416,10623,4364,0.519,0.213,72689,20420,3.554,0.998,4.226,1.187,2.262,2.96,2.273,-4.459,1.717,5.22,-1.066,9.327,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"CT",2021-04-28,"CT",7780479,16.397,6531658,16.276,1887830,615500,251300,24000,2778630,35.713,15.91,0,0,0,0,280800,73600,30200,408600,5.252,2427932,1097696,1330236,31.205,87.379,15.788,55178,0.709,2.325,26539,28639,285061,3.664,-1.613,15.162,1772389,665118,1107271,22.78,8.549,27.135,10.183,30790,28639,0.396,0.368,160008,134628,2.057,1.73,2.45,2.061,1.768,2.041,4.5,-2.62,-3.714,-2.97,-4.011,-2.642,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
"VC",2021-04-28,"VC",5057353,10.658,4269305,10.639,1136260,4e+05,151600,15600,1703460,33.683,9.753,0,0,0,0,174330,47700,20000,257630,5.094,1568215,749725,818490,31.009,92.061,10.198,60132,1.189,3.987,47192,12940,210355,4.159,4.93,11.189,1165727,409245,756482,23.05,8.092,27.305,9.586,49538,12940,0.98,0.256,141784,75328,2.804,1.489,3.321,1.764,4.438,15.235,3.265,-7.96,-4.316,-8.491,-2.874,-7.846,2021-05-13,2021-06-30,2021-08-17,2021-09-01,2021-12-30,2022-04-29,2021-08-05,2021-11-14,2022-02-23
