"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,209520,0,0,209520,18.983,109831,52.4,0,18.883,6.421,0,0,0,NA,NA,NA,1.298,5.857,69225,69225,0,0,0,14952,0,0.085,69225,69225,0,0,0,69568,0,0.147,-84.2274678111588,NA
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,35415,0,0,35415,3.209,17043,48.1,0,2.93,14.517,0,0,0,NA,NA,NA,1.282,4.589,11700,11700,0,0,0,5060,0,0.006,11700,11700,0,0,0,14058,0,0.03,-96.7811158798283,NA
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,35420,0,0,35420,3.209,25278,71.4,0,4.346,49.474,0,0,0,NA,NA,NA,2.481,102.419,11700,11700,0,0,0,2850,0,0.027,11700,11700,0,0,0,12349,0,0.026,-97.2103004291845,NA
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,12840,0,0,12840,1.163,4931,38.4,0,0.848,-52.881,0,0,0,NA,NA,NA,0.421,-65.663,0,0,0,0,0,96,0,0.006,0,0,0,0,0,2275,0,0.005,-99.4635193133047,NA
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,41310,0,0,41310,3.743,22290,54,0,3.832,-18.385,0,0,0,NA,NA,NA,1.024,-16.43,13650,13650,0,0,0,6962,0,0.012,13650,13650,0,0,0,16433,0,0.035,-96.244635193133,NA
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,17700,0,0,17700,1.604,11302,63.9,0,1.943,30.594,0,0,0,NA,NA,NA,1.939,58.179,5850,5850,0,0,0,1775,0,0.001,5850,5850,0,0,0,10701,0,0.023,-97.5321888412017,NA
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,76740,0,0,76740,6.953,48243,62.9,0,8.294,37.765,0,0,0,NA,NA,NA,2.014,64.337,25350,25350,0,0,0,6903,0,0.035,25350,25350,0,0,0,31813,0,0.067,-92.8111587982833,NA
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,53100,0,0,53100,4.811,26879,50.6,0,4.621,11.626,0,0,0,NA,NA,NA,1.314,7.217,17550,17550,0,0,0,3537,0,0.009,17550,17550,0,0,0,22787,0,0.048,-94.8497854077253,NA
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,180020,0,0,180020,16.311,92133,51.2,0,15.84,-0.527,0,0,0,NA,NA,NA,1.184,-3.395,59475,59475,0,0,0,9348,0,0.024,59475,59475,0,0,0,80942,0,0.171,-81.6523605150215,NA
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,91450,0,0,91450,8.286,70870,77.5,0,12.185,-22.258,0,0,0,NA,NA,NA,1.401,14.322,30225,30225,0,0,0,13647,0,0.018,30225,30225,0,0,0,62284,0,0.131,-85.9442060085837,NA
