"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,160955,45400,17800,224155,2.635,204735,91.3,73575,2.704,17.507,6.915,8.074,8.264,25.997,24.423,24.34,19.242,20.593,0,0,0,0,846,15896,0.002,0.004,19750,17550,0,2200,8824,34711,0.019,0.073,-97.2274971515382,-98.1730769230769
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,369835,115500,41400,526735,6.191,447652,85,144511,5.912,8.724,5.349,6.116,6.233,-2.543,-5.747,-6.229,16.569,3.836,0,0,0,0,4085,16378,0.009,0.025,61860,56160,0,5700,24525,62250,0.052,0.131,-95.0246866691986,-95
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,45695,13600,4800,64095,0.753,59760,93.2,19519,0.789,11.767,6.101,7.208,7.38,11.171,11.076,11.026,18.68,17.069,0,0,0,0,550,4727,0.001,0.001,5380,4680,0,700,2745,9710,0.006,0.02,-99.2404101785036,-99.4230769230769
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,753405,289800,85200,1128405,13.262,995208,88.2,325542,13.144,-7.18,4.802,5.716,5.855,-12.511,-11.924,-11.906,14.679,-8.007,0,0,0,0,19531,52095,0.041,0.011,99710,85410,0,14300,93153,147002,0.196,0.31,-88.2263577668059,-81.1538461538462
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,179735,64500,19800,264035,3.103,223145,84.5,82876,2.947,-2.568,5.484,6.697,6.89,-0.078,3.201,3.668,14.766,-7.463,0,0,0,0,5911,8837,0.012,0.01,20750,17550,0,3200,18199,25109,0.038,0.053,-97.9870869730346,-96.3461538461539
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,86145,28200,9700,124045,1.458,113215,91.3,36212,1.495,4.659,5.477,6.549,6.718,-0.209,0.918,1.074,17.123,7.309,0,0,0,0,1035,5510,0.002,0.006,10760,9360,0,1400,5384,13907,0.011,0.029,-98.8985947588302,-98.9423076923077
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,275940,94900,30800,401640,4.72,352196,87.7,97931,4.652,0.865,4.41,5.159,5.276,-19.641,-20.496,-20.628,15.861,-0.597,0,0,0,0,8565,35218,0.018,0.012,42140,37440,0,4700,25320,89231,0.053,0.188,-92.8598556779339,-94.9038461538461
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,6660,3700,900,11260,0.132,11097,98.6,3555,0.147,-25.232,4.222,5.373,5.556,-23.072,-17.197,-16.407,13.179,-17.406,0,0,0,0,241,568,0.001,0.001,1370,1170,0,200,1013,1665,0.002,0.004,-99.8480820357007,-99.8076923076923
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,6660,3700,800,11160,0.131,10084,90.4,2417,0.133,-28.715,2.776,3.652,3.785,-49.424,-43.72,-43.051,11.581,-27.423,0,0,0,0,7,300,0,0.001,2540,2340,0,200,33,1311,0,0.003,-99.8860615267755,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,33100,0,52600,0.618,22527,42.8,4843,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,105,6085,0,0,52600,19500,0,33100,4843,22527,0.01,0.047,-98.2149639194835,-99.0384615384615
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5797545,2060500,650400,8508445,100,7571439,88.987,2604209,100,0,5.488,6.489,6.647,0,0,0,15.956,0,0,0,0,0,98367,504068,0.207,0.294,824180,691080,0,133100,493341,1249531,1.04,2.633,0,0
