"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,999270,361600,111200,1472070,17.301,1375025,93.4,501832,18.161,-3.009,5.929,7.106,7.294,8.026,9.499,9.736,16.245,1.807,0,0,0,0,12526,44789,0.026,0.085,117250,99450,0,17800,81665,190004,0.172,0.4,-84.8082035700722,-83.4615384615385
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,187515,56800,21700,266015,3.126,236543,88.9,85599,3.124,11.58,6.439,7.557,7.728,17.323,16.445,16.268,17.793,11.512,0,0,0,0,1136,6660,0.002,0.006,25030,22230,0,2800,13581,30055,0.029,0.063,-97.6072920622864,-97.2115384615385
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,182255,43600,20700,246555,2.898,212464,86.2,81224,2.806,34.968,7.973,9.013,9.171,45.268,38.883,37.982,20.855,30.698,0,0,0,0,2040,10160,0.004,0.027,23160,21060,0,2100,7714,26137,0.016,0.055,-97.9111279908849,-98.4615384615385
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,99810,49900,11100,160810,1.89,150294,93.5,43605,1.985,-23.451,3.722,4.421,4.528,-32.182,-31.872,-31.873,12.829,-19.601,0,0,0,0,4357,14437,0.009,0.006,15270,12870,0,2400,7742,25757,0.016,0.054,-97.9491074819597,-98.4615384615385
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,209400,93000,22900,325300,3.823,283444,87.1,97871,3.744,-16.632,4.498,5.231,5.358,-18.046,-19.395,-19.39,13.026,-18.364,0,0,0,0,3400,22977,0.007,0.012,28000,23400,0,4600,18493,45732,0.039,0.096,-96.3539688568173,-96.25
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,88485,24800,9700,122985,1.445,107067,87.1,43031,1.414,17.707,7.382,8.582,8.771,34.509,32.252,31.965,18.368,15.113,0,0,0,0,837,5998,0.002,0.001,10560,9360,0,1200,6881,17010,0.015,0.036,-98.6327383213065,-98.5576923076923
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,413895,102400,47700,563995,6.629,507694,90,188358,6.705,31.338,7.865,9,9.178,43.305,38.686,38.091,21.199,32.855,0,0,0,0,8234,30943,0.017,0.035,54240,49140,0,5100,35583,82382,0.075,0.174,-93.3915685529814,-92.7884615384615
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,270135,87400,31000,388535,4.566,332205,85.5,114832,4.388,5.95,5.615,6.676,6.845,2.303,2.881,2.984,16.243,1.796,0,0,0,0,3845,27373,0.008,0.009,34720,30420,0,4300,21142,64263,0.045,0.135,-94.8727687048994,-95.6730769230769
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,923750,332500,105400,1361650,16.004,1192191,87.6,411550,15.746,-2.4,5.29,6.301,6.459,-3.621,-2.906,-2.824,15.323,-3.971,0,0,0,0,13989,96344,0.029,0.024,120530,104130,0,16400,69512,186142,0.146,0.392,-85.1120394986707,-85.9615384615385
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,518500,216100,57800,792400,9.313,734893,92.7,245326,9.706,-12.619,4.851,5.746,5.888,-11.613,-11.452,-11.408,14.531,-8.932,0,0,0,0,7127,98773,0.015,0.018,78560,67860,0,10700,46989,174626,0.099,0.368,-86.0235472844664,-90.4807692307692
