"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-29,"AN",8464411,17.838,7062213,17.598,1907190,669700,248500,26150,2851540,33.689,16.327,0,0,0,0,253890,18400,29300,301590,3.563,2740589,1140269,1600320,32.378,96.109,17.28,95771,1.131,3.621,38108,57663,353673,4.178,9.049,18.139,1957002,800160,1156842,23.12,9.453,27.711,11.33,54681,57663,0.646,0.681,238056,132190,2.812,1.562,3.371,1.872,2.874,7.088,7.766,29.565,-3.128,-8.471,-4.77,1.623,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"AR",2021-04-29,"AR",1329391,2.802,1132764,2.823,393435,105200,51800,4100,554535,41.713,3.175,0,0,0,0,60840,2900,6000,69740,5.246,501693,218879,282814,37.739,90.471,3.163,22266,1.675,4.644,12898,9368,65604,4.935,0.189,3.365,364364,141407,222957,27.408,10.637,32.166,12.483,12896,9368,0.97,0.705,48043,21639,3.614,1.628,4.241,1.91,3.669,-9.508,7.095,31.392,12.884,13.312,12.892,14.352,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"AS",2021-04-29,"AS",1018784,2.147,901209,2.246,372965,80600,47600,3150,504315,49.502,2.888,0,0,0,0,53820,2200,5400,61420,6.029,461081,172913,288168,45.258,91.427,2.907,12774,1.254,2.849,5120,7654,58098,5.703,3.589,2.98,319282,144084,175198,31.34,14.143,35.428,15.988,5135,7654,0.504,0.751,38906,21477,3.819,2.108,4.317,2.383,1.635,-4.469,5.61,21.828,35.398,34.513,29.088,52.043,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"IB",2021-04-29,"IB",1171543,2.469,986279,2.458,207450,92500,27900,3600,331450,28.292,1.898,0,0,0,0,23400,2600,3600,29600,2.527,310767,148175,162592,26.526,93.76,1.959,7989,0.682,2.639,3808,4181,33938,2.897,0.802,1.741,233174,81296,151878,19.903,6.939,23.642,8.243,3808,4181,0.325,0.357,25354,12287,2.164,1.049,2.571,1.246,1.66,-5.29,5.422,15.904,-20.656,-23.127,-18.02,-25.403,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"CN",2021-04-29,"CN",2175952,4.586,1871033,4.662,420000,167400,47800,6700,641900,29.5,3.675,0,0,0,0,57330,0,0,57330,2.635,595783,278321,317462,27.38,92.816,3.757,13313,0.612,2.286,5611,7702,72551,3.334,-2.384,3.721,443122,158731,284391,20.365,7.295,23.683,8.484,5812,7702,0.267,0.354,52711,25910,2.422,1.191,2.817,1.385,1.329,-8.278,5.1,14.02,-18.077,-19.865,-16.117,-21.576,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"CB",2021-04-29,"CB",582905,1.228,501384,1.249,176235,46000,22500,1800,246535,42.294,1.412,0,0,0,0,25740,1300,2600,29640,5.085,217105,90605,126500,37.245,88.063,1.369,6880,1.18,3.273,5721,1159,34477,5.915,4.009,1.768,154187,63250,90937,26.451,10.851,30.752,12.615,5946,1159,1.02,0.199,26960,7849,4.625,1.347,5.377,1.565,4.011,10.869,1.867,-12.184,11.482,14.984,8.95,16.652,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"CL",2021-04-29,"CL",2394918,5.047,2092873,5.215,877215,189500,113700,7400,1187815,49.597,6.801,0,0,0,0,136890,5200,12900,154990,6.472,1030975,416805,614170,43.048,86.796,6.501,32262,1.347,3.23,17980,14282,120227,5.02,-0.218,6.166,727388,307085,420303,30.372,12.822,34.755,14.673,18918,14282,0.79,0.596,86374,37351,3.607,1.56,4.127,1.785,2.67,-6.847,4.878,23.161,28.809,34.753,25.101,37.841,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"CM",2021-04-29,"CM",2045221,4.31,1719964,4.286,552105,161800,71900,6300,792105,38.73,4.535,0,0,0,0,83070,4500,8100,95670,4.678,697281,287371,409910,34.093,88.029,4.397,23118,1.13,3.429,14511,8607,88433,4.324,-2.524,4.535,495445,204955,290490,24.225,10.021,28.806,11.916,15244,8607,0.745,0.421,70693,20859,3.456,1.02,4.11,1.213,3.175,-2.746,4.384,2.15,2.019,5.22,-0.218,7.73,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"CT",2021-04-29,"CT",7780479,16.397,6531658,16.276,1887830,615500,251300,24000,2778630,35.713,15.91,0,0,0,0,280800,16900,30200,327900,4.214,2506750,1058266,1448484,32.218,90.215,15.806,78818,1.013,3.246,19694,59124,288842,3.712,1.326,14.814,1793929,724242,1069687,23.057,9.308,27.465,11.088,21540,59124,0.277,0.76,154650,145613,1.988,1.872,2.368,2.229,1.215,-3.349,8.889,8.16,-3.604,-2.97,-5.029,0.065,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
"VC",2021-04-29,"VC",5057353,10.658,4269305,10.639,1136260,4e+05,151600,15600,1703460,33.683,9.753,0,0,0,0,174330,10900,20000,205230,4.058,1613235,735619,877616,31.899,94.703,10.172,45020,0.89,2.871,15457,29563,221587,4.381,5.34,11.365,1182763,438808,743955,23.387,8.677,27.704,10.278,17036,29563,0.337,0.585,147832,82091,2.923,1.623,3.463,1.923,1.461,4.266,7.224,8.978,-4.56,-8.491,-3.67,-6.719,2021-05-12,2021-06-30,2021-08-17,2021-08-13,2021-11-24,2022-03-07,2021-07-20,2021-10-15,2022-01-10
