"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,178505,47900,28100,254505,2.626,236428,92.9,76771,2.704,17.149,7.215,8.425,8.623,20.014,18.515,18.435,22.221,20.59,0,0,0,0,2,2606,0,0.004,30350,17550,10300,2500,3196,31693,0.007,0.067,-97.2874493927126,-98.6641221374046
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,427165,121900,73600,622665,6.426,540723,86.8,171172,6.184,12.853,6.335,7.245,7.382,5.377,1.913,1.392,20.013,8.609,0,0,0,0,614,16589,0.001,0.025,95930,57330,32200,6400,26661,93071,0.056,0.196,-92.0647773279352,-89.3129770992366
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,50375,14400,7800,72575,0.749,67487,93,23560,0.772,11.123,7.364,8.701,8.907,22.494,22.389,22.334,21.095,14.482,0,0,0,0,0,0,0,0.001,8480,4680,3000,800,4041,7727,0.009,0.016,-99.3522267206478,-98.2824427480916
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,838815,305800,136100,1280715,13.217,1144369,89.4,377368,13.088,-7.497,5.566,6.626,6.787,-7.421,-6.799,-6.78,16.879,-8.401,0,0,0,0,66,18508,0,0.011,152310,85410,50900,16000,51826,149161,0.109,0.314,-87.2874493927126,-79.1984732824427
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,197285,68100,29400,294785,3.042,258999,87.9,90458,2.962,-4.485,5.986,7.31,7.521,-0.441,2.826,3.292,17.138,-6.994,0,0,0,0,6,2620,0,0.01,30750,17550,9600,3600,7582,35854,0.016,0.076,-96.9230769230769,-96.9465648854962
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,95505,29800,15400,140705,1.452,121389,86.3,39638,1.388,4.24,5.995,7.169,7.354,-0.287,0.84,0.995,18.359,-0.368,0,0,0,0,0,0,0,0.006,16660,9360,5700,1600,3426,8174,0.007,0.017,-99.3117408906883,-98.6641221374046
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,314550,100200,52900,467650,4.826,370972,79.3,105535,4.243,3.122,4.753,5.56,5.685,-20.947,-21.789,-21.918,16.707,-9.335,0,0,0,0,1,1,0,0.012,66010,38610,22100,5300,7604,18776,0.016,0.04,-98.3805668016194,-96.9465648854962
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,7830,3900,1300,13030,0.134,12616,96.8,3633,0.144,-24.029,4.315,5.491,5.678,-28.235,-22.754,-22.017,14.983,-18.689,0,0,0,0,32,1390,0,0.001,1770,1170,400,200,78,1519,0,0.003,-99.8785425101215,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,7830,3900,1200,12930,0.133,11201,86.6,2430,0.128,-27.48,2.791,3.672,3.806,-53.583,-48.348,-47.734,12.863,-30.192,0,0,0,0,7,788,0,0.001,1770,1170,400,200,13,1117,0,0.002,-99.919028340081,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,36100,0,55600,0.574,50245,90.4,4999,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7,8852,0,0,3000,0,0,3000,156,27718,0,0.058,-97.6518218623482,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,6470295,2175700,1044000,9689995,100,8743694,90.234,2852806,100,0,6.012,7.109,7.281,0,0,0,18.427,0,0,0,0,0,11658,195096,0.025,0.294,1181550,672750,393600,115200,248597,1172255,0.524,2.47,0,0
