"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,820260,303300,73300,1196860,17.984,1113414,93,363191,19.39,0.818,4.291,5.143,5.279,17.789,19.394,19.653,13.154,8.699
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,147735,47600,12600,207935,3.124,182899,88,58794,3.185,11.506,4.423,5.19,5.308,21.407,20.499,20.316,13.758,13.69
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,144815,36600,12700,194115,2.917,166072,85.6,58343,2.892,35.852,5.727,6.474,6.588,57.207,50.298,49.322,16.301,34.703
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,76410,41900,6500,124810,1.875,110608,88.6,31322,1.926,-24.043,2.674,3.176,3.253,-26.607,-26.271,-26.273,9.441,-21.982
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,167280,78000,14300,259580,3.9,219594,84.6,65658,3.824,-14.95,3.017,3.509,3.594,-17.167,-18.531,-18.526,10.092,-16.606
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,70935,20800,5900,97635,1.467,79283,81.2,25897,1.381,19.467,4.443,5.165,5.279,21.96,19.913,19.653,13.601,12.395
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,324975,85800,27300,438075,6.582,380228,86.8,124889,6.622,30.423,5.215,5.967,6.086,43.152,38.538,37.943,15.876,31.195
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,215145,73300,18600,307045,4.614,239085,77.9,80114,4.164,7.044,3.917,4.658,4.776,7.531,8.138,8.247,11.69,-3.4
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,735380,278900,63400,1077680,16.193,899255,83.4,246018,15.66,-1.244,3.162,3.767,3.861,-13.199,-12.556,-12.482,11.558,-4.492
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,395650,181300,31700,608650,9.145,486767,80,154732,8.477,-14.191,3.06,3.624,3.714,-16.011,-15.858,-15.816,9.625,-20.464
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,129365,38100,10900,178365,2.68,151027,84.7,53832,2.63,19.54,5.059,5.908,6.047,38.889,37.154,37.062,14.194,17.296
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,268045,96900,19900,384845,5.783,350571,91.1,95809,6.105,1.556,3.546,4.055,4.132,-2.655,-5.855,-6.337,12.975,7.222
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,36335,11400,2700,50435,0.758,46881,93,14058,0.816,12.438,4.394,5.192,5.315,20.63,20.527,20.473,14.654,21.095
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,598965,243100,51300,893365,13.424,792291,88.7,199142,13.798,-6.05,2.937,3.496,3.582,-19.368,-18.827,-18.81,11.686,-3.434
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,148145,54100,13400,215645,3.24,180650,83.8,57981,3.146,1.735,3.837,4.685,4.821,5.321,8.777,9.269,11.954,-1.221
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,69765,23600,5900,99265,1.492,86471,87.1,28229,1.506,7.074,4.269,5.105,5.237,17.2,18.525,18.707,13.078,8.07
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,208080,79600,16000,303680,4.563,240162,79.1,65625,4.182,-2.499,2.955,3.457,3.535,-18.87,-19.734,-19.866,10.816,-10.625
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3100,600,9190,0.138,9278,101,2533,0.162,-21.984,3.008,3.829,3.959,-17.419,-11.112,-10.264,11.019,-8.947
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3100,600,8020,0.121,7682,95.8,2370,0.134,-34.507,2.722,3.581,3.712,-25.284,-16.857,-15.869,8.822,-27.098
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4567095,1700500,387600,6655195,100,5742218,86.282,1728537,100,0,3.643,4.307,4.412,0,0,0,12.101,0
