"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,568710,74500,36300,679510,18.76,626659,92.2,216617,19.798,5.167,2.559,3.067,3.148,0.499,1.869,2.09,7.403,10.989
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,96255,11700,6300,114255,3.154,111067,97.2,43705,3.509,12.574,3.288,3.858,3.946,29.106,28.139,27.945,8.355,25.249
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,98015,9000,6300,113315,3.128,99545,87.8,37949,3.145,45.709,3.725,4.211,4.285,46.28,39.851,38.943,9.771,46.481
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,49500,10300,3200,63000,1.739,52801,83.8,20560,1.668,-29.555,1.755,2.085,2.135,-31.082,-30.767,-30.769,4.507,-32.434
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,111120,19200,7000,137320,3.791,122304,89.1,49926,3.864,-17.333,2.294,2.668,2.733,-9.896,-11.379,-11.374,5.621,-15.737
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,47535,5100,2900,55535,1.533,48935,88.1,19854,1.546,24.853,3.406,3.96,4.047,33.757,31.513,31.227,8.395,25.854
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,211485,21100,13500,246085,6.794,223034,90.6,86452,7.046,34.612,3.61,4.131,4.213,41.759,37.19,36.601,9.313,39.612
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,143775,18000,9200,170975,4.72,146212,85.5,63205,4.619,9.518,3.09,3.675,3.768,21.361,22.046,22.169,7.149,7.173
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,489680,68600,31400,589680,16.28,504270,85.5,181835,15.932,-0.715,2.337,2.784,2.854,-8.222,-7.542,-7.464,6.481,-2.837
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,247060,44500,15700,307260,8.483,273978,89.2,99045,8.656,-20.409,1.958,2.32,2.377,-23.091,-22.951,-22.913,5.417,-18.785
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,88415,9300,5400,103115,2.847,94462,91.6,38029,2.984,26.975,3.574,4.173,4.272,40.361,38.607,38.514,8.878,33.096
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,153385,23800,9800,186985,5.162,170544,91.2,58052,5.388,-9.339,2.149,2.457,2.504,-15.622,-18.396,-18.814,6.312,-5.371
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,23465,2800,1400,27665,0.764,24905,90,9193,0.787,13.319,2.874,3.395,3.476,12.847,12.751,12.7,7.785,16.707
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,398895,59800,25400,484095,13.365,382180,78.9,169765,12.074,-6.461,2.504,2.981,3.053,-1.669,-1.009,-0.988,5.637,-15.494
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,103685,13300,6600,123585,3.412,108290,87.6,46777,3.421,7.124,3.095,3.78,3.889,21.552,25.541,26.109,7.166,7.423
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,46365,5800,2900,55065,1.52,51816,94.1,20090,1.637,9.133,3.038,3.633,3.727,19.321,20.669,20.855,7.837,17.483
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,127350,19600,7900,154850,4.275,114568,74,44902,3.62,-8.652,2.022,2.366,2.419,-20.589,-21.434,-21.564,5.16,-22.651
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,800,400,5520,0.152,5526,100.1,1087,0.175,-13.901,1.291,1.643,1.699,-49.304,-45.432,-44.911,6.563,-1.614
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,800,400,4350,0.12,4095,94.1,1262,0.129,-34.732,1.449,1.907,1.976,-43.085,-36.666,-35.913,4.703,-29.498
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,3012165,418000,192000,3622165,100,3165191,87.384,1208305,100,0,2.546,3.011,3.084,0,0,0,6.67,0
