"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-10,"EX",1063987,2.242,911213,2.271,129365,38100,10900,178365,16.764,2.68,14040,11900,0,25940,14040,11900,0,25940,2.438,135670,41170,94500,12.751,76.063,2.719,3866,0.363,2.933,2669,1197,19278,1.812,-1.517,2.072,88420,47250,41170,8.31,4.441,9.704,5.185,2669,1197,0.251,0.113,12545,6733,1.179,0.633,1.377,0.739,3.113,-4.251,2.599,4.017,21.276,19.536,11.334,45.559,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"GA",2021-03-10,"GA",2701819,5.694,2362643,5.887,268045,96900,19900,384845,14.244,5.783,45630,30200,0,75830,45630,30200,0,75830,2.807,289261,135019,154242,10.706,75.163,5.797,10490,0.388,3.763,9658,832,55916,2.07,1.916,6.011,212140,77121,135019,7.852,2.854,8.979,3.264,9658,832,0.357,0.031,37928,17988,1.404,0.666,1.605,0.761,4.77,1.155,1.091,3.558,1.809,1.563,5.198,-6.457,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"RI",2021-03-10,"RI",319914,0.674,270788,0.675,36335,11400,2700,50435,15.765,0.758,4680,3600,0,8280,4680,3600,0,8280,2.588,38243,15053,23190,11.954,75.826,0.766,1509,0.472,4.108,1234,275,8394,2.624,8.226,0.902,26648,11595,15053,8.33,3.624,9.841,4.282,1234,275,0.386,0.086,6094,2300,1.905,0.719,2.25,0.849,4.856,6.613,2.429,12.745,13.65,12.463,11.602,18.781,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"MD",2021-03-10,"MD",6779888,14.288,5695623,14.193,598965,243100,51300,893365,13.177,13.424,69030,75900,0,144930,69030,75900,0,144930,2.138,694100,327666,366434,10.238,77.695,13.911,26060,0.384,3.901,23400,2660,154728,2.282,-2.282,16.634,510883,183217,327666,7.535,2.702,8.97,3.217,23400,2660,0.345,0.039,147910,6818,2.182,0.101,2.597,0.12,4.8,-3.611,1.473,39.399,-2.639,-6.047,0.951,-11.439,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"MC",2021-03-10,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,14040,16900,0,30940,14040,16900,0,30940,2.047,151449,48183,103266,10.021,70.231,3.035,2085,0.138,1.396,1899,186,24665,1.632,-0.665,2.652,99816,51633,48183,6.605,3.417,8.066,4.172,1899,186,0.126,0.012,24043,622,1.591,0.041,1.943,0.05,1.939,0.434,0.362,-30.191,-4.71,1.727,-11.509,11.996,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"NC",2021-03-10,"NC",661197,1.393,552935,1.378,69765,23600,5900,99265,15.013,1.492,7020,7400,0,14420,7020,7400,0,14420,2.181,74743,25133,49610,11.304,75.296,1.498,456,0.069,0.614,297,159,11053,1.672,-9.528,1.188,49938,24805,25133,7.553,3.752,9.031,4.486,297,159,0.045,0.024,8634,2419,1.306,0.366,1.561,0.437,0.598,-9.715,0.645,-8.855,7.538,7.107,1.192,22.976,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"PV",2021-03-10,"PV",2220504,4.68,1898123,4.73,208080,79600,16000,303680,13.676,4.563,30420,24800,0,55220,30420,24800,0,55220,2.487,189949,79405,110544,8.554,62.549,3.807,8320,0.375,4.581,7504,816,53913,2.428,7.658,5.796,134677,55272,79405,6.065,2.489,7.095,2.912,7504,816,0.338,0.037,47217,6696,2.126,0.302,2.488,0.353,5.901,8.112,1.498,4.56,-18.654,-2.5,-18.743,-18.42,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"CE",2021-03-10,"CE",84202,0.177,66158,0.165,5490,3100,600,9190,10.914,0.138,0,900,0,900,0,900,0,900,1.069,8262,3376,4886,9.812,89.902,0.166,85,0.101,1.04,2,83,1827,2.17,-0.868,0.196,5819,2443,3376,6.911,2.901,8.796,3.693,2,83,0.002,0.099,674,1153,0.8,1.369,1.019,1.743,0.034,-0.59,3.517,-1.03,-6.215,-22.034,-7.409,-4.916,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"ML",2021-03-10,"ML",87076,0.184,66178,0.165,4320,3100,600,8020,9.21,0.121,0,900,0,900,0,900,0,900,1.034,6558,2652,3906,7.531,81.771,0.131,252,0.289,3.996,16,236,1431,1.643,8.245,0.154,4605,1953,2652,5.288,2.243,6.959,2.951,16,236,0.018,0.271,754,677,0.866,0.777,1.139,1.023,0.349,-14.415,13.745,53.515,-28.804,-34.239,-29.153,-26.483,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"FFAA",2021-03-10,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
"ES",2021-03-10,"ES",47450795,100,40129822,100,4567095,1700500,387600,6655195,14.025,100,540540,530700,0,1071240,540540,530700,0,1071240,2.258,4989505,2093829,2895676,10.515,74.972,100,140857,0.297,2.905,105255,35602,930185,1.96,-1.035,100,3541667,1447838,2093829,7.464,3.051,8.826,3.608,105255,35602,0.222,0.075,769349,160836,1.621,0.339,1.917,0.401,3.063,-3.151,2.521,10.513,0,0,0,0,2021-06-15,2021-09-09,2021-12-05,2022-09-17,2023-11-04,2024-12-21,2022-06-13,2023-05-28,2024-05-11
