"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,74375,4300,5400,84075,2.884,71334,84.8,28790,3.194,28.656,2.706,3.16,3.234,44.316,42.513,42.417,6.704,42.451,14600,11700,2900,0,1400,2063,0.003,0.004,18900,11700,2900,4300,15588,18454,0.033,0.039,-96.048632218845,-95.9902794653706
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,128815,11000,9800,149615,5.133,114462,76.5,54604,5.125,-9.852,2.021,2.311,2.355,7.789,4.246,3.712,4.236,-9.986,25190,19890,5300,0,100,351,0,0.025,36190,19890,5300,11000,22879,23819,0.048,0.05,-94.9341438703141,-94.1676792223572
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,19955,1300,1400,22655,0.777,18970,83.7,7997,0.849,15.319,2.5,2.953,3.023,33.322,33.208,33.148,5.93,25.991,3140,2340,800,0,220,646,0,0.001,4440,2340,800,1300,3696,4852,0.008,0.01,-98.9868287740628,-99.0279465370595
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,333375,27700,25400,386475,13.259,294615,76.2,115535,13.192,-7.2,1.704,2.028,2.078,-9.114,-8.504,-8.484,4.345,-7.671,66450,52650,13800,0,13331,11925,0.028,0.011,94150,52650,13800,27700,79633,82758,0.168,0.174,-82.370820668693,-79.5868772782503
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,87305,6200,6600,100105,3.434,78988,78.9,27799,3.537,7.831,1.839,2.246,2.311,-1.893,1.327,1.785,5.227,11.053,17640,14040,3600,0,1855,1386,0.004,0.01,23840,14040,3600,6200,13682,15980,0.029,0.034,-96.5552178318136,-96.4763061968408
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,39345,2700,2900,44945,1.542,36677,81.6,13286,1.642,10.695,2.009,2.403,2.465,7.17,8.381,8.547,5.547,17.861,7450,5850,1600,0,777,1092,0.002,0.006,10150,5850,1600,2700,6138,8478,0.013,0.018,-98.1762917933131,-98.4204131227218
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,107460,9100,7900,124460,4.27,75634,60.8,26299,3.387,-8.761,1.184,1.386,1.417,-36.832,-37.505,-37.608,3.406,-27.628,20680,16380,4300,0,0,0,0,0.012,29780,16380,4300,9100,9678,12955,0.02,0.027,-97.2644376899696,-97.5698663426489
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,400,400,5120,0.176,2277,44.5,963,0.102,-0.758,1.144,1.456,1.505,-39.002,-34.344,-33.717,2.704,-42.542,2540,2340,200,0,-1,59,0,0.001,2940,2340,200,400,157,269,0,0.001,-99.8986828774063,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,400,400,3950,0.136,2399,60.7,1080,0.107,-26.349,1.24,1.632,1.691,-33.849,-26.389,-25.514,2.755,-41.462,1370,1170,200,0,0,0,0,0.001,1770,1170,200,400,18,27,0,0,-100,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,2528955,193800,192000,2914755,100,2233249,76.619,889683,100,0,1.875,2.217,2.271,0,0,0,4.706,0,502200,397800,104400,0,50901,66008,0.107,0.294,696000,397800,104400,193800,390705,468471,0.823,0.987,0,0
