"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,475110,34500,36300,545910,18.729,401714,73.6,159969,17.988,4.996,1.89,2.265,2.325,0.797,2.171,2.392,4.746,0.839,94580,74880,19700,0,8392,11637,0.018,0.085,129080,74880,19700,34500,55440,72456,0.117,0.153,-84.4984802431611,-85.7837181044957
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,81045,5400,6300,92745,3.182,80211,86.5,29343,3.592,13.559,2.207,2.59,2.649,17.723,16.841,16.664,6.034,28.2,16270,12870,3400,0,4121,4625,0.009,0.006,21670,12870,3400,5400,14186,19175,0.03,0.04,-95.9473150962513,-96.3547995139733
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,83975,4200,6300,94475,3.241,75118,79.5,32296,3.364,50.967,3.17,3.584,3.647,69.073,61.642,60.593,7.373,56.664,17440,14040,3400,0,352,2331,0.001,0.027,21640,14040,3400,4200,10069,13635,0.021,0.029,-97.0618034447822,-97.4483596597813
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,42480,4800,3200,50480,1.732,37685,74.7,14564,1.687,-29.855,1.243,1.477,1.512,-33.697,-33.394,-33.396,3.217,-31.653,8720,7020,1700,0,492,1030,0.001,0.006,13520,7020,1700,4800,9302,11445,0.02,0.024,-97.5683890577508,-97.5698663426489
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,93570,8900,7000,109470,3.756,86467,79,29967,3.872,-18.105,1.377,1.602,1.641,-26.548,-27.757,-27.753,3.974,-15.568,17840,14040,3800,0,920,1217,0.002,0.012,26740,14040,3800,8900,12838,15673,0.027,0.033,-96.6565349544073,-96.7193195625759
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,39345,2400,2900,44645,1.532,36320,81.4,14393,1.626,24.73,2.469,2.871,2.934,31.693,29.483,29.202,6.231,32.39,7450,5850,1600,0,923,973,0.002,0.001,9850,5850,1600,2400,8532,9602,0.018,0.02,-97.9736575481256,-97.812879708384
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,177555,9800,13500,200855,6.891,168030,83.7,69345,7.524,36.536,2.896,3.313,3.379,54.43,49.453,48.811,7.016,49.074,35380,28080,7300,0,4777,6249,0.01,0.035,45180,28080,7300,9800,28780,35534,0.061,0.075,-92.4012158054711,-92.588092345079
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,120375,8300,9200,137875,4.73,109636,79.5,35531,4.909,9.75,1.737,2.066,2.118,-7.344,-6.821,-6.727,5.361,13.899,23720,18720,5000,0,2324,2990,0.005,0.009,32020,18720,5000,8300,11006,16934,0.023,0.036,-96.3525835866261,-97.2053462940462
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,410120,31800,31400,473320,16.239,340729,72,138400,15.257,-0.965,1.779,2.119,2.172,-5.128,-4.425,-4.344,4.379,-6.952,81450,64350,17100,0,8749,11940,0.018,0.024,113250,64350,17100,31800,58013,67005,0.122,0.141,-85.7142857142857,-85.176184690158
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,207280,20600,15700,243580,8.357,201983,82.9,89522,9.044,-21.591,1.77,2.097,2.149,-5.591,-5.419,-5.372,3.994,-15.141,40290,31590,8700,0,2169,5494,0.005,0.018,60890,31590,8700,20600,31070,39420,0.065,0.083,-91.5906788247214,-92.1020656136088
