"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,143405,43200,17800,204405,2.66,171479,83.9,65591,2.676,18.646,6.165,7.198,7.368,35.638,33.944,33.854,16.117,19.32,0,0,0,0,840,1455,0.002,0.004,26040,14040,6900,5100,11759,20452,0.025,0.043,-96.9416785206259,-97.2283813747228
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,313675,109800,41400,464875,6.05,392134,84.4,123545,6.118,6.247,4.573,5.229,5.328,0.61,-2.697,-3.195,14.514,7.453,0,0,0,0,3559,6732,0.008,0.025,80030,45630,21500,12900,27736,41563,0.058,0.088,-93.7411095305832,-93.569844789357
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,41015,12900,4800,58715,0.764,50952,86.8,17549,0.795,13.367,5.486,6.481,6.635,20.696,20.593,20.539,15.927,17.915,0,0,0,0,775,902,0.002,0.001,8280,4680,2100,1500,3491,4071,0.007,0.009,-99.3598862019915,-99.2239467849224
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,667995,275500,85200,1028695,13.387,861028,83.7,249222,13.434,-6.306,3.676,4.376,4.483,-19.121,-18.578,-18.561,12.7,-5.977,0,0,0,0,16833,12822,0.035,0.011,135330,69030,33900,32400,50080,68737,0.106,0.145,-89.6870554765292,-88.2483370288248
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,162185,61300,19800,243285,3.166,199568,82,66141,3.114,-0.596,4.377,5.345,5.499,-3.704,-0.544,-0.094,13.205,-2.233,0,0,0,0,1464,1532,0.003,0.01,27640,14040,6400,7200,8160,18918,0.017,0.04,-97.1550497866287,-98.1152993348115
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,76785,26800,9700,113285,1.474,100046,88.3,31120,1.561,5.832,4.707,5.628,5.773,3.558,4.728,4.889,15.131,12.023,0,0,0,0,292,738,0.001,0.006,14020,7020,3800,3200,2891,13575,0.006,0.029,-97.9374110953058,-99.3348115299335
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,238500,90200,30800,359500,4.678,277455,77.2,75513,4.329,-0.034,3.401,3.978,4.068,-25.175,-25.972,-26.094,12.495,-7.492,0,0,0,0,2902,14490,0.006,0.012,55820,30420,14800,10600,9888,37293,0.021,0.079,-94.3812233285917,-97.6718403547672
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3500,900,9890,0.129,9432,95.4,2542,0.147,-27.286,3.019,3.842,3.973,-33.576,-28.502,-27.82,11.202,-17.068,0,0,0,0,0,0,0,0.001,700,0,300,400,9,154,0,0,-100,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3500,800,8620,0.112,8937,103.7,2387,0.139,-39.034,2.741,3.607,3.738,-39.685,-32.882,-32.085,10.263,-24.014,0,0,0,0,3,164,0,0.001,600,0,200,400,17,1255,0,0.003,-99.7866287339971,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5106465,1927400,650400,7684265,100,6409196,83.407,2156598,100,0,4.545,5.374,5.504,0,0,0,13.507,0,0,0,0,0,45730,87288,0.096,0.294,1029070,539370,262800,226900,428061,666978,0.902,1.406,0,0
