"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,32450,0,1000,33450,2.936,22322,66.7,0,2.903,30.944,0,0,0,NA,NA,NA,2.098,29.462,0,0,0,0,0,4460,0,0.004,11725,10725,1000,0,0,17595,0,0.037,-96.4251207729469,NA
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,56080,0,1800,57880,5.08,49768,86,0,6.472,-10.786,0,0,0,NA,NA,NA,1.842,13.668,0,0,0,0,0,5754,0,0.025,20325,18525,1800,0,0,25018,0,0.053,-94.8792270531401,NA
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,8840,0,200,9040,0.793,5953,65.9,0,0.774,17.715,0,0,0,NA,NA,NA,1.861,14.828,0,0,0,0,0,568,0,0.001,3125,2925,200,0,0,4279,0,0.009,-99.1304347826087,NA
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,147540,0,4700,152240,13.361,77921,51.2,0,10.133,-6.485,0,0,0,NA,NA,NA,1.149,-29.079,0,0,0,0,0,14536,0,0.011,53450,48750,4700,0,0,63769,0,0.134,-87.0531400966183,NA
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,38360,0,1200,39560,3.472,27001,68.3,0,3.511,9.011,0,0,0,NA,NA,NA,1.787,10.253,0,0,0,0,0,5262,0,0.01,13875,12675,1200,0,0,18043,0,0.038,-96.3285024154589,NA
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,17700,0,500,18200,1.597,9305,51.1,0,1.21,14.668,0,0,0,NA,NA,NA,1.407,-13.158,0,0,0,0,0,991,0,0.006,6350,5850,500,0,0,5602,0,0.012,-98.8405797101449,NA
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,47205,0,1400,48605,4.266,22464,46.2,0,2.921,-8.85,0,0,0,NA,NA,NA,1.012,-37.572,0,0,0,0,0,2461,0,0.012,17000,15600,1400,0,0,12653,0,0.027,-97.3913043478261,NA
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,200,1205,0.106,941,78.1,0,0.122,-40.25,0,0,0,NA,NA,NA,1.118,-31.038,0,0,0,0,0,30,0,0.001,200,0,200,0,0,304,0,0.001,-99.9033816425121,NA
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,200,1205,0.106,1230,102.1,0,0.16,-42.523,0,0,0,NA,NA,NA,1.413,-12.833,0,0,0,0,0,132,0,0.001,200,0,200,0,0,557,0,0.001,-99.9033816425121,NA
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1103700,0,35700,1139400,100,768950,67.487,0,100,0,0,0,0,NA,NA,NA,1.621,0,0,0,0,0,0,92764,0,0.294,395475,359775,35700,0,0,490974,0,1.035,0,NA
