"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,475110,34500,36300,545910,18.729,415015,76,168087,17.885,4.996,1.986,2.38,2.443,-0.106,1.256,1.475,4.903,0.26,0,0,0,0,8118,13301,0.017,0.085,129080,74880,19700,34500,50134,69367,0.106,0.146,-84.7758081334724,-85.9229747675963
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,81045,5400,6300,92745,3.182,84487,91.1,32986,3.641,13.559,2.481,2.912,2.978,24.819,23.885,23.696,6.355,29.956,0,0,0,0,3643,4276,0.008,0.006,21670,12870,3400,5400,13451,18508,0.028,0.039,-95.9332638164755,-96.2815405046481
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,83975,4200,6300,94475,3.241,77168,81.7,32706,3.325,50.967,3.21,3.629,3.693,61.491,54.394,53.391,7.575,54.887,0,0,0,0,410,2050,0.001,0.027,21640,14040,3400,4200,6996,11867,0.015,0.025,-97.393117831074,-98.00796812749
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,42480,4800,3200,50480,1.732,38969,77.2,15576,1.679,-29.855,1.33,1.579,1.617,-33.119,-32.813,-32.815,3.326,-31.982,0,0,0,0,1012,1284,0.002,0.006,13520,7020,1700,4800,7647,9603,0.016,0.02,-97.9144942648592,-97.875166002656
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,93570,8900,7000,109470,3.756,86467,79,29967,3.726,-18.105,1.377,1.602,1.641,-30.722,-31.862,-31.858,3.974,-18.743,0,0,0,0,0,0,0,0.012,26740,14040,3800,8900,9707,11133,0.02,0.023,-97.6016684045881,-97.3439575033201
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,39345,2400,2900,44645,1.532,38217,85.6,16259,1.647,24.73,2.789,3.243,3.314,40.314,37.959,37.659,6.556,34.066,0,0,0,0,1866,1897,0.004,0.001,9850,5850,1600,2400,9137,10228,0.019,0.022,-97.7059436913452,-97.4767596281541
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,177555,9800,13500,200855,6.891,172686,86,72444,7.442,36.536,3.025,3.461,3.53,52.165,47.261,46.628,7.211,47.444,0,0,0,0,3099,4656,0.007,0.035,45180,28080,7300,9800,26762,33830,0.056,0.071,-92.5964546402503,-92.5630810092961
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,120375,8300,9200,137875,4.73,113637,82.4,38191,4.897,9.75,1.867,2.22,2.277,-6.066,-5.535,-5.44,5.556,13.616,0,0,0,0,2660,4001,0.006,0.009,32020,18720,5000,8300,10500,16284,0.022,0.034,-96.4546402502607,-97.0783532536521
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,410120,31800,31400,473320,16.239,357875,75.6,146079,15.422,-0.965,1.878,2.236,2.293,-5.554,-4.854,-4.773,4.6,-5.944,0,0,0,0,7679,17146,0.016,0.024,113250,64350,17100,31800,54355,72046,0.115,0.152,-84.1501564129301,-84.7277556440903
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,207280,20600,15700,243580,8.357,208242,85.5,90760,8.974,-21.591,1.795,2.126,2.178,-9.723,-9.559,-9.514,4.118,-15.801,0,0,0,0,1238,6259,0.003,0.018,60890,31590,8700,20600,22920,35488,0.048,0.075,-92.1793534932221,-93.6254980079681
