"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,74375,4300,5400,84075,2.884,73439,87.3,29776,3.165,28.656,2.799,3.268,3.345,40.778,39.019,38.926,6.902,41.14,0,0,0,0,986,2105,0.002,0.004,18900,11700,2900,4300,12780,16600,0.027,0.035,-96.3503649635037,-96.4143426294821
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,128815,11000,9800,149615,5.133,117783,78.7,55082,5.076,-9.852,2.039,2.331,2.376,2.555,-0.817,-1.324,4.359,-10.857,0,0,0,0,478,3321,0.001,0.025,36190,19890,5300,11000,17510,21133,0.037,0.045,-95.3076120959333,-95.0863213811421
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,19955,1300,1400,22655,0.777,19428,85.8,8129,0.837,15.319,2.541,3.002,3.073,27.823,27.713,27.656,6.073,24.181,0,0,0,0,132,458,0,0.001,4440,2340,800,1300,2696,4054,0.006,0.009,-99.0615224191867,-99.203187250996
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,333375,27700,25400,386475,13.259,308047,79.7,128570,13.275,-7.2,1.896,2.257,2.313,-4.606,-3.966,-3.946,4.544,-7.092,0,0,0,0,13035,13432,0.027,0.011,94150,52650,13800,27700,79100,81973,0.167,0.173,-81.9603753910323,-77.8220451527224
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,87305,6200,6600,100105,3.434,81470,81.4,29721,3.511,7.831,1.967,2.402,2.471,-1.069,2.177,2.64,5.391,10.236,0,0,0,0,1922,2482,0.004,0.01,23840,14040,3600,6200,13259,15109,0.028,0.032,-96.6631908237748,-96.2815405046481
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,39345,2700,2900,44945,1.542,38016,84.6,14003,1.638,10.695,2.118,2.532,2.598,6.535,7.739,7.905,5.75,17.57,0,0,0,0,717,1339,0.002,0.006,10150,5850,1600,2700,5995,8062,0.013,0.017,-98.2273201251303,-98.273572377158
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,107460,9100,7900,124460,4.27,84459,67.9,32897,3.64,-8.761,1.482,1.733,1.772,-25.474,-26.267,-26.389,3.804,-22.222,0,0,0,0,6598,8825,0.014,0.012,29780,16380,4300,9100,14124,19265,0.03,0.041,-95.7247132429614,-96.0159362549801
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,400,400,5120,0.176,2559,50,963,0.11,-0.758,1.144,1.456,1.505,-42.468,-38.074,-37.483,3.039,-37.855,0,0,0,0,0,282,0,0.001,2940,2340,200,400,68,455,0,0.001,-99.895724713243,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,400,400,3950,0.136,2543,64.4,1082,0.11,-26.349,1.243,1.635,1.694,-37.492,-30.443,-29.616,2.92,-40.282,0,0,0,0,2,144,0,0.001,1770,1170,200,400,15,160,0,0,-100,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,2528955,193800,192000,2914755,100,2320507,79.612,943278,100,0,1.988,2.351,2.408,0,0,0,4.89,0,0,0,0,0,53595,87258,0.113,0.294,696000,397800,104400,193800,357156,455165,0.753,0.959,0,0
