"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-02-04,"AN",8464411,17.838,7062213,17.598,400230,0,16600,0,416830,4.925,18.787,0,0,0,0,76050,0,9800,85850,1.014,345648,109742,235906,4.084,82.923,18.53,16390,0.194,4.978,2966,13424,80028,0.945,12.27,17.037,227695,117953,109742,2.69,1.394,3.224,1.67,2966,13424,0.035,0.159,17079,62949,0.202,0.744,0.242,0.891,1.32,-3.53,12.842,17.49,3.879,5.32,-0.223,12.874,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"AR",2021-02-04,"AR",1329391,2.802,1132764,2.823,68175,0,2900,0,71075,5.346,3.203,0,0,0,0,12870,0,1700,14570,1.096,65979,26909,39070,4.963,92.83,3.537,4943,0.372,8.098,565,4378,16526,1.243,25.187,3.518,46444,19535,26909,3.494,1.469,4.1,1.725,565,4378,0.043,0.329,3797,12729,0.286,0.958,0.335,1.124,1.232,-2.741,28.884,36.915,26.231,14.311,29.599,18.947,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"AS",2021-02-04,"AS",1018784,2.147,901209,2.246,69935,0,2900,0,72835,7.149,3.283,0,0,0,0,11700,0,1700,13400,1.315,65301,13881,51420,6.41,89.656,3.501,3818,0.375,6.21,335,3483,15444,1.516,24.488,3.288,39591,25710,13881,3.886,2.524,4.393,2.853,335,3483,0.033,0.342,3814,11630,0.374,1.142,0.423,1.29,0.853,-2.355,15.67,36.824,63.065,52.911,44.139,104.372,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"IB",2021-02-04,"IB",1171543,2.469,986279,2.458,35460,0,1500,0,36960,3.155,1.666,0,0,0,0,5850,0,900,6750,0.576,29366,13508,15858,2.507,79.453,1.574,3126,0.267,11.913,459,2667,5826,0.497,120.933,1.24,21437,7929,13508,1.83,0.677,2.174,0.804,459,2667,0.039,0.228,1192,4634,0.102,0.396,0.121,0.47,2.188,143.763,50.684,115.736,-36.249,-32.523,-32.122,-45.182,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"CN",2021-02-04,"CN",2175952,4.586,1871033,4.662,79530,0,3200,0,82730,3.802,3.729,0,0,0,0,15210,0,1900,17110,0.786,75334,34814,40520,3.462,91.06,4.039,4540,0.209,6.413,1409,3131,18949,0.871,17.397,4.034,55074,20260,34814,2.531,0.931,2.944,1.083,1409,3131,0.065,0.144,5553,13396,0.255,0.616,0.297,0.716,2.626,1.965,18.279,25.255,-11.928,-18.687,-6.12,-24.615,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"CB",2021-02-04,"CB",582905,1.228,501384,1.249,33495,0,1300,0,34795,5.969,1.568,0,0,0,0,5850,0,800,6650,1.141,27989,13745,14244,4.802,80.44,1.5,1271,0.218,4.757,10,1261,6520,1.119,12.259,1.388,20867,7122,13745,3.58,1.222,4.162,1.42,10,1261,0.002,0.216,180,6340,0.031,1.088,0.036,1.264,0.048,-27.126,21.515,14.008,22.15,27.687,32.789,-1.053,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"CL",2021-02-04,"CL",2394918,5.047,2092873,5.215,149475,0,6200,0,155675,6.5,7.016,0,0,0,0,28080,0,3700,31780,1.327,138856,47492,91364,5.798,89.196,7.444,6360,0.266,4.8,1243,5117,30653,1.28,8.318,6.526,93174,45682,47492,3.89,1.907,4.452,2.183,1243,5117,0.052,0.214,4629,26024,0.193,1.087,0.221,1.243,1.352,-28.675,12.614,19.327,47.494,39.013,44.288,54.413,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"CM",2021-02-04,"CM",2045221,4.31,1719964,4.286,101655,0,4200,0,105855,5.176,4.771,0,0,0,0,18720,0,2500,21220,1.038,97353,41971,55382,4.76,91.968,5.219,4651,0.227,5.017,1485,3166,25869,1.265,6.985,5.507,69662,27691,41971,3.406,1.354,4.05,1.61,1485,3166,0.073,0.155,5806,20063,0.284,0.981,0.338,1.166,2.178,-12.521,12.909,14.365,21.09,10.696,26.335,9.636,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"CT",2021-02-04,"CT",7780479,16.397,6531658,16.276,345770,0,14300,0,360070,4.628,16.228,0,0,0,0,65520,0,8500,74020,0.951,285829,102381,183448,3.674,79.382,15.323,12105,0.156,4.422,768,11337,77652,0.998,7.739,16.531,194105,91724,102381,2.495,1.179,2.972,1.404,768,11337,0.01,0.146,9190,68462,0.118,0.88,0.141,1.048,0.397,-9.127,14.103,10.492,-6.55,-1.031,-7.455,-4.534,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
"VC",2021-02-04,"VC",5057353,10.658,4269305,10.639,175690,0,7000,0,182690,3.612,8.234,0,0,0,0,32760,0,4100,36860,0.729,172754,37074,135680,3.416,94.561,9.261,10191,0.202,6.269,803,9388,63038,1.246,16.502,13.42,104914,67840,37074,2.074,1.341,2.457,1.589,803,9388,0.016,0.186,4146,58892,0.082,1.164,0.097,1.379,0.771,40.02,16.061,15.14,-13.108,-22.743,-23.071,8.583,2024-05-06,2026-09-22,2029-02-08,2021-10-04,2022-03-22,2022-09-07,2021-08-26,2022-01-16,2022-06-08
