"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,143405,43200,17800,204405,2.66,170024,83.2,64751,2.689,18.646,6.086,7.106,7.273,36.802,35.093,35.002,15.98,19.941,0,0,0,0,7282,13282,0.015,0.004,26040,14040,6900,5100,11932,21410,0.025,0.045,-96.8465311843027,-97.155858930603
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,313675,109800,41400,464875,6.05,385402,82.9,119986,6.096,6.247,4.441,5.078,5.175,-0.171,-3.453,-3.947,14.265,7.066,0,0,0,0,11736,15326,0.025,0.025,80030,45630,21500,12900,30846,47068,0.065,0.099,-93.062368605466,-92.6052332195677
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,41015,12900,4800,58715,0.764,50050,85.2,16774,0.792,13.367,5.243,6.195,6.342,17.865,17.764,17.712,15.645,17.427,0,0,0,0,1670,1585,0.004,0.001,8280,4680,2100,1500,3592,4647,0.008,0.01,-99.2992291520673,-99.0898748577929
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,667995,275500,85200,1028695,13.387,848206,82.5,232389,13.417,-6.306,3.428,4.08,4.18,-22.949,-22.432,-22.416,12.511,-6.098,0,0,0,0,22137,33603,0.047,0.011,135330,69030,33900,32400,36934,68900,0.078,0.145,-89.8388227049755,-91.1262798634812
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,162185,61300,19800,243285,3.166,198036,81.4,64677,3.133,-0.596,4.28,5.227,5.377,-3.795,-0.638,-0.189,13.104,-1.644,0,0,0,0,6079,13031,0.013,0.01,27640,14040,6400,7200,7074,20902,0.015,0.044,-96.916608269096,-98.2935153583618
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,76785,26800,9700,113285,1.474,99308,87.7,30828,1.571,5.832,4.662,5.575,5.719,4.809,5.993,6.156,15.019,12.732,0,0,0,0,1509,8389,0.003,0.006,14020,7020,3800,3200,3298,14327,0.007,0.03,-97.8976874562018,-99.2036405005688
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,238500,90200,30800,359500,4.678,262965,73.1,72611,4.16,-0.034,3.27,3.825,3.912,-26.492,-27.275,-27.395,11.843,-11.112,0,0,0,0,2788,8215,0.006,0.012,55820,30420,14800,10600,8109,28510,0.017,0.06,-95.7953749124036,-98.06598407281
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3500,900,9890,0.129,9432,95.4,2542,0.149,-27.286,3.019,3.842,3.973,-32.137,-26.954,-26.257,11.202,-15.923,0,0,0,0,1,8,0,0.001,700,0,300,400,9,154,0,0,-100,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3500,800,8620,0.112,8773,101.8,2384,0.139,-39.034,2.738,3.602,3.734,-38.455,-31.514,-30.701,10.075,-24.379,0,0,0,0,5,858,0,0.001,600,0,200,400,101,1399,0,0.003,-99.7897687456202,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5106465,1927400,650400,7684265,100,6321908,82.271,2110868,100,0,4.449,5.26,5.388,0,0,0,13.323,0,0,0,0,0,224055,328545,0.472,0.294,1029070,539370,262800,226900,417194,677013,0.879,1.427,0,0
