"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,899820,343800,111200,1354820,17.631,1185021,87.5,420167,18.745,-1.16,4.964,5.95,6.107,11.585,13.106,13.351,14,5.081,0,0,0,0,13408,21572,0.028,0.085,157960,79560,37900,40500,63279,86266,0.133,0.182,-87.2459705676244,-84.8691695108077
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,165285,54000,21700,240985,3.136,206488,85.7,72018,3.266,11.923,5.417,6.358,6.502,21.779,20.867,20.683,15.533,16.584,0,0,0,0,5094,11550,0.011,0.006,33050,17550,9100,6400,13545,26095,0.029,0.055,-96.14576033637,-96.7007963594994
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,161195,41500,20700,223395,2.907,186327,83.4,73510,2.947,35.406,7.215,8.157,8.3,62.198,55.07,54.063,18.289,37.274,0,0,0,0,5407,9193,0.011,0.027,29280,16380,8000,4900,17003,22834,0.036,0.048,-96.6362999299229,-95.9044368600683
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,86940,47500,11100,145540,1.894,124537,85.6,35863,1.97,-23.289,3.061,3.636,3.724,-31.187,-30.872,-30.874,10.63,-20.212,0,0,0,0,3018,7502,0.006,0.006,20730,10530,4600,5600,4711,16053,0.01,0.034,-97.6173791170287,-98.8623435722412
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,186000,88400,22900,297300,3.869,237712,80,79378,3.76,-15.636,3.648,4.242,4.345,-17.996,-19.346,-19.342,10.925,-18.003,0,0,0,0,6317,9330,0.013,0.012,37720,18720,8600,10400,15716,22452,0.033,0.047,-96.7063770147162,-96.2457337883959
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,79125,23600,9700,112425,1.463,90057,80.1,36150,1.425,19.141,6.202,7.21,7.369,39.41,37.07,36.773,15.45,15.962,0,0,0,0,4772,4951,0.01,0.001,14790,8190,3800,2800,11098,12269,0.023,0.026,-98.1779957953749,-97.3833902161547
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,364755,97300,47700,509755,6.634,425312,83.4,152775,6.728,31.439,6.379,7.3,7.444,43.398,38.776,38.181,17.759,33.295,0,0,0,0,23015,36005,0.049,0.035,71680,39780,20400,11500,31049,54326,0.065,0.114,-92.0112123335669,-92.6052332195677
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,239715,83100,31000,353815,4.604,267942,75.7,93690,4.238,6.831,4.581,5.447,5.585,2.976,3.557,3.661,13.101,-1.668,0,0,0,0,7097,13455,0.015,0.009,46770,24570,12400,9800,14250,31290,0.03,0.066,-95.374912403644,-96.5870307167236
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,819620,316100,105400,1241120,16.151,1006049,81.1,342038,15.914,-1.498,4.396,5.237,5.368,-1.179,-0.446,-0.362,12.93,-2.947,0,0,0,0,81180,90836,0.171,0.024,163440,84240,42000,37200,99729,118298,0.21,0.249,-82.5508058864751,-76.1092150170648
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,450640,205400,57800,713840,9.29,560267,78.5,198337,8.862,-12.839,3.922,4.646,4.761,-11.842,-11.681,-11.637,11.078,-16.849,0,0,0,0,21540,29854,0.045,0.018,105190,54990,26100,24100,44919,79813,0.095,0.168,-88.2270497547302,-89.1922639362912
