"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-02-14,"EX",1063987,2.242,911213,2.271,74375,4300,5400,0,84075,7.902,2.884,0,0,0,0,11700,4300,2900,18900,1.776,77226,15404,61822,7.258,91.854,3.07,811,0.076,1.061,606,205,11238,1.056,-9.699,2.501,46315,30911,15404,4.353,2.905,5.083,3.392,606,205,0.057,0.019,5284,5954,0.497,0.56,0.58,0.653,1.326,4.654,0.668,-19.497,36.931,28.635,40.646,31.686,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"GA",2021-02-14,"GA",2701819,5.694,2362643,5.887,128815,11000,9800,0,149615,5.538,5.133,0,0,0,0,19890,11000,5300,36190,1.339,131256,20674,110582,4.858,87.729,5.218,3261,0.121,2.548,3209,52,24943,0.923,-5.394,5.551,75965,55291,20674,2.812,2.046,3.215,2.34,3209,52,0.119,0.002,16508,8435,0.611,0.312,0.699,0.357,4.411,23.065,0.094,-34.87,-8.36,-9.852,-9.144,-7.253,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"RI",2021-02-14,"RI",319914,0.674,270788,0.675,19955,1300,1400,0,22655,7.082,0.777,0,0,0,0,2340,1300,800,4440,1.388,20719,3877,16842,6.476,91.454,0.824,375,0.117,1.843,347,28,3310,1.035,-0.541,0.737,12298,8421,3877,3.844,2.632,4.542,3.11,347,28,0.108,0.009,2103,1207,0.657,0.377,0.777,0.446,2.904,16.639,0.334,-20.852,22.255,15.282,24.2,19.311,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"MD",2021-02-14,"MD",6779888,14.288,5695623,14.193,333375,27700,25400,0,386475,5.7,13.259,0,0,0,0,52650,27700,13800,94150,1.389,331937,35307,296630,4.896,85.888,13.196,6397,0.094,1.965,2016,4381,72049,1.063,-0.751,16.034,183622,148315,35307,2.708,2.188,3.224,2.604,2016,4381,0.03,0.065,3942,68107,0.058,1.005,0.069,1.196,1.11,62.155,3.044,-2.93,-7.643,-7.202,-12.504,-0.816,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"MC",2021-02-14,"MC",1511251,3.185,1237479,3.084,87305,6200,6600,0,100105,6.624,3.434,0,0,0,0,14040,6200,3600,23840,1.578,88289,16852,71437,5.842,88.196,3.51,2089,0.138,2.423,355,1734,13641,0.903,7.435,3.036,52571,35718,16853,3.479,2.363,4.248,2.886,355,1734,0.023,0.115,927,12714,0.061,0.841,0.075,1.027,0.68,126.65,5.102,3.467,10.204,7.818,12.407,7.117,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"NC",2021-02-14,"NC",661197,1.393,552935,1.378,39345,2700,2900,0,44945,6.798,1.542,0,0,0,0,5850,2700,1600,10150,1.535,39929,9780,30149,6.039,88.84,1.587,367,0.056,0.928,97,270,6598,0.998,-8.029,1.468,24854,15075,9779,3.759,2.28,4.495,2.726,97,270,0.015,0.041,2155,4444,0.326,0.672,0.39,0.804,0.392,-1.688,1.824,-10.781,13.927,10.696,21.454,3.354,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"PV",2021-02-14,"PV",2220504,4.68,1898123,4.73,107460,9100,7900,0,124460,5.605,4.27,0,0,0,0,16380,9100,4300,29780,1.341,95152,15758,79394,4.285,76.452,3.783,2634,0.119,2.847,848,1786,23713,1.068,4.837,5.277,55455,39697,15758,2.497,1.788,2.922,2.091,848,1786,0.038,0.08,7055,16658,0.318,0.75,0.372,0.878,1.553,4.01,4.711,5.191,-19.167,-8.761,-19.321,-18.948,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"CE",2021-02-14,"CE",84202,0.177,66158,0.165,4320,400,400,0,5120,6.081,0.176,0,0,0,0,2340,400,200,2940,3.492,3247,1320,1927,3.856,63.418,0.129,275,0.327,9.253,274,1,1050,1.247,32.075,0.234,2283,964,1319,2.711,1.145,3.451,1.457,274,1,0.325,0.001,1035,14,1.229,0.017,1.564,0.021,13.639,34.766,0.104,-50,-27.119,-0.565,-12.407,-48.096,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"ML",2021-02-14,"ML",87076,0.184,66178,0.165,3150,400,400,0,3950,4.536,0.136,0,0,0,0,1170,400,200,1770,2.033,2764,597,2167,3.174,69.975,0.11,59,0.068,2.181,58,1,368,0.423,18.328,0.082,1680,1084,596,1.929,1.245,2.539,1.638,58,1,0.067,0.001,356,12,0.409,0.014,0.538,0.018,3.576,18.667,0.092,9.091,-40.217,-26.087,-37.674,-43.563,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"FFAA",2021-02-14,"FFAA",NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
"ES",2021-02-14,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2515420,421642,2093778,5.301,86.3,100,46187,0.097,1.87,22985,23202,449345,0.947,1.635,100,1468531,1046889,421642,3.095,2.206,3.659,2.609,22985,23202,0.048,0.049,154363,294981,0.325,0.622,0.385,0.735,1.59,13.638,2.267,-3.689,0,0,0,0,2022-09-16,2023-11-21,2025-01-25,2021-12-23,2022-08-05,2023-03-18,2021-11-01,2022-05-11,2022-11-17
