"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-01-24,"AN",8464411,17.838,7062213,17.598,244620,0,6800,0,251420,2.97,18.678,0,0,0,0,35100,0,0,35100,0.415,220795,172876,47919,2.609,87.819,18.192,5515,0.065,2.562,3959,1556,73286,0.866,2.259,20.43,196835,23959,172876,2.325,0.283,2.787,0.339,3957,1556,0.047,0.018,49682,23604,0.587,0.279,0.703,0.334,2.052,0.485,6.945,6.205,1.985,4.709,-2.516,63.584,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"AR",2021-01-24,"AR",1329391,2.802,1132764,2.823,41265,0,1200,0,42465,3.194,3.155,0,0,0,0,5850,0,0,5850,0.44,42122,37716,4406,3.169,99.192,3.471,418,0.031,1.002,399,19,17494,1.316,-0.489,4.877,39919,2203,37716,3.003,0.166,3.524,0.194,399,19,0.03,0.001,15291,2203,1.15,0.166,1.35,0.194,1.01,-0.682,0.87,0.87,23.876,12.598,25.912,-4.046,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"AS",2021-01-24,"AS",1018784,2.147,901209,2.246,44195,0,1200,0,45395,4.456,3.372,0,0,0,0,8775,0,0,8775,0.861,43106,26499,16607,4.231,94.958,3.552,821,0.081,1.942,94,727,10309,1.012,0.448,2.874,34802,8304,26498,3.416,0.815,3.862,0.921,94,727,0.009,0.071,2140,8169,0.21,0.802,0.237,0.906,0.271,-22.267,9.595,8.775,65.44,57.056,43.229,371.098,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"IB",2021-01-24,"IB",1171543,2.469,986279,2.458,22590,0,600,0,23190,1.979,1.723,0,0,0,0,7150,0,0,7150,0.61,21555,16164,5391,1.84,92.95,1.776,528,0.045,2.511,511,17,9266,0.791,-9.157,2.583,18860,2695,16165,1.61,0.23,1.912,0.273,511,17,0.044,0.001,6675,2592,0.57,0.221,0.677,0.263,2.785,-11.858,0.635,-1.295,-28.068,-30.215,-32.495,32.948,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"CN",2021-01-24,"CN",2175952,4.586,1871033,4.662,46185,0,1300,0,47485,2.182,3.528,0,0,0,0,4875,0,0,4875,0.224,49096,41862,7234,2.256,103.393,4.045,1014,0.047,2.109,638,376,10777,0.495,-20.5,3.004,45479,3617,41862,2.09,0.166,2.431,0.193,638,376,0.029,0.017,7378,3399,0.339,0.156,0.394,0.182,1.423,-29.221,11.601,8.525,-11.797,-23.07,-12.369,-4.046,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"CB",2021-01-24,"CB",582905,1.228,501384,1.249,20625,0,500,0,21125,3.624,1.569,0,0,0,0,2925,0,0,2925,0.502,20463,19981,482,3.511,96.866,1.686,1,0,0.005,1,0,3767,0.646,-21.439,1.05,20222,241,19981,3.469,0.041,4.033,0.048,1,0,0,0,3526,241,0.605,0.041,0.703,0.048,0.005,-22.574,0,0,37.296,27.769,45.451,-76.301,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"CL",2021-01-24,"CL",2394918,5.047,2092873,5.215,93315,0,2500,0,95815,4.001,7.118,0,0,0,0,16575,0,0,16575,0.692,91495,74664,16831,3.82,95.491,7.539,2563,0.107,2.882,1386,1177,26972,1.126,0.026,7.519,83079,8415,74664,3.469,0.351,3.97,0.402,1384,1177,0.058,0.049,18639,8332,0.778,0.348,0.891,0.398,1.694,-5.716,16.261,15.77,49.376,41.034,45.451,102.89,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"CM",2021-01-24,"CM",2045221,4.31,1719964,4.286,61875,0,1700,0,63575,3.108,4.723,0,0,0,0,8775,0,0,8775,0.429,59936,56197,3739,2.931,94.276,4.938,1453,0.071,2.484,1314,139,23119,1.13,-0.22,6.445,58066,1870,56196,2.839,0.091,3.376,0.109,1314,139,0.064,0.007,21249,1870,1.039,0.091,1.235,0.109,2.315,-0.886,8.03,8.03,14.571,9.582,19.036,-47.399,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"CT",2021-01-24,"CT",7780479,16.397,6531658,16.276,211220,0,5800,0,217020,2.789,16.122,0,0,0,0,31200,0,0,31200,0.401,180901,168204,12697,2.325,83.357,14.905,3877,0.05,2.19,2754,1123,43327,0.557,-7.713,12.078,174553,6348,168205,2.243,0.082,2.672,0.097,2754,1123,0.035,0.014,37090,6237,0.477,0.08,0.568,0.095,1.603,-11.223,21.493,20.662,-9.099,-1.677,-5.954,-52.601,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"VC",2021-01-24,"VC",5057353,10.658,4269305,10.639,109000,0,2900,0,111900,2.213,8.313,0,0,0,0,17550,0,0,17550,0.347,104108,95306,8802,2.059,93.037,8.578,341,0.007,0.329,210,131,12669,0.251,-13.131,3.532,99707,4401,95306,1.972,0.087,2.335,0.103,210,131,0.004,0.003,8369,4300,0.165,0.085,0.196,0.101,0.211,-19.257,3.068,1.92,-19.516,-22.002,-17.317,-49.711,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
"EX",2021-01-24,"EX",1063987,2.242,911213,2.271,39275,0,1000,0,40275,3.785,2.992,0,0,0,0,6825,0,0,6825,0.641,33076,31800,1276,3.109,82.125,2.725,48,0.005,0.145,48,0,7227,0.679,-19.179,2.015,32438,638,31800,3.049,0.06,3.56,0.07,48,0,0.005,0,6589,638,0.619,0.06,0.723,0.07,0.148,-20.653,0,0,21.543,33.452,27.841,-65.318,2021-12-19,2022-08-14,2023-04-10,2024-06-12,2026-09-18,2028-12-25,2023-12-02,2025-11-01,2027-10-02
